RNA11_HP_Hyb1_total	RNA12_HP_Hyb2_total	RNA22_HP_Hyb1_total	RNA23_HP_Hyb2_total	gene	mean	bins
2.87102667569243	0.334468048717634	4.9246278845985	0.703614281575641	SERPINC1	2.20843422264605	1
1.59509720589438	2.50027780240706	2.10997406311894	2.81720861270215	PID1	2.25563942103063	1
0.93969044144284	3.64362115294325	0.775833093697002	3.71791609342163	TRIM22	2.26926519537618	1
2.21406631600263	2.10461590264562	2.61800345003684	2.29791160706443	IFIH1	2.30864931893738	1
1.52456176092785	2.62119750898408	2.08349992688982	3.02364025038662	KDR	2.31322486179709	1
2.47099479077855	1.27631820807771	4.06761429014423	1.47533350472817	DPP4	2.32256519843216	1
2.16068938785003	1.98627533243509	2.37377528120262	2.80725485442824	IL17RE	2.331998713979	1
2.41528812730214	2.00383275138761	2.04406493600954	2.87273482285803	GARNL3	2.33398015938933	1
1.87648159995447	2.79580178098465	1.49388094995194	3.2253259750973	NFIB	2.34787257649709	1
2.50146502860321	2.18945968015362	1.94821851952922	2.83841944583796	CCDC30	2.369390668531	1
2.77458490210378	2.22404143126123	2.44172582218963	2.09405487276411	B3GNTL1	2.38360175707969	1
2.31394173065876	1.61741355185371	3.46320695880731	2.20533907017945	SLC23A1	2.39997532787481	1
3.09484728014198	2.12368407391146	2.71520216476391	1.77283933384821	FLT3LG	2.42664321316639	1
2.02159057424582	1.94100054965896	2.26754052967402	3.51349173524875	TAPBPL	2.43590584720689	1
1.6889591877834	3.15545982630011	1.58465471300412	3.32214040765893	TNS1	2.43780353368664	1
2.43607350808644	2.02397859297837	2.71711158963364	2.64338822389475	PIK3AP1	2.4551379786483	1
2.75420117551097	2.19397596336574	3.10943546143843	1.95805988684263	TMEM82	2.50391812178944	1
3.3821949288848	1.0937395719059	2.70654805818293	2.84870834630688	NKG7	2.50779772632013	1
2.20713381873139	2.71053708487737	2.70330390811319	2.53426978015762	G0S2	2.53881114796989	1
3.70754401158005	1.99151980245275	2.75978006818431	1.80724546354451	FERMT3	2.56652233644041	1
2.14901795757358	3.15210753725712	1.99200630022146	2.99353614346569	CAMK1D	2.57166698462946	1
3.18512609424448	1.97747783118694	2.94464337795895	2.21379251550632	HOGA1	2.58025995472417	1
1.96530064952865	3.46521735573234	2.54253295345834	2.5041812315776	C1QTNF1	2.61930804757423	1
1.60822469026455	4.10064612397245	1.41461417283946	3.43596041981459	NGFR	2.63986135172276	1
2.63604150943477	2.66490514742152	2.51893215408206	2.95441871515466	MYLK	2.69357438152325	1
1.89094409064932	3.53841883236853	1.76484956331228	3.64944370700707	MYO7A	2.7109140483343	1
1.81319793796299	3.53689234150691	1.83462291028309	3.74750224074625	MSRB3	2.73305385762481	1
1.865950494285	3.96716619755877	1.78859080325314	3.3535050263113	GEM	2.74380313035205	1
2.34246376842605	2.11491050100362	3.07258216504022	3.50824956924475	SLC16A4	2.75955150092866	1
2.95673189506289	2.27769222883235	2.67113304181013	3.25388172252319	MMRN2	2.78985972205714	1
2.84626986543836	3.19723434523503	2.40838642680797	2.73152262054924	IRF1	2.79585331450765	1
2.43237875554637	3.15009168241403	2.14501288361155	3.53428796086541	NMI	2.81544282060934	1
1.50133710837891	4.08152789641842	1.79862130646329	3.92906120753789	CPS1	2.82763687969963	1
2.550511778392	2.86324111944454	3.41566110925974	2.62337626677534	GFRA1	2.86319756846791	1
5.19994773960271	1.87159523359373	2.476520807212	1.96862023253705	AKR7L	2.87917100323637	1
3.21828936334354	3.13237250362734	2.52145621210412	2.66164699946528	EMILIN1	2.88344126963507	1
3.27223422221412	3.07857431885936	2.41039342854075	2.97048135543626	EPHB1	2.93292083126262	1
5.45983241327952	1.11959189284825	2.97369333591748	2.40760408952357	FCER1G	2.99018043289221	1
4.40024963924918	1.50805365916327	4.15587059330867	1.98679610121425	GCKR	3.01274249823384	1
2.5972522114653	3.16419803774017	2.22061705288388	4.08091971951853	CP	3.01574675540197	1
2.89476856200258	2.85716219657368	2.70496660272322	3.79044296303739	STARD13	3.06183508108422	1
5.72278164632314	2.08062113114194	2.64133681411916	1.99861388161299	PRG4	3.11083836829931	1
5.24620604706187	0.53606949571476	6.50008435347467	0.334139122127947	FABP1	3.15412475459481	1
4.05358235112884	2.26686061157592	4.05379492619741	2.31004340506497	SLC13A5	3.17107032349179	1
3.61100867175927	2.89195189546225	3.22907749720227	3.19885379050322	CACNA1C	3.23272296373175	1
3.33235889509853	3.11207333452282	3.52798171646637	3.0620339660946	SPHK1	3.25861197804558	1
3.83042845554488	2.56585794455402	4.1315979473809	2.52148329503332	TNS2	3.26234191062828	1
