RNA17_CM_Hyb1_total	RNA19_CM_Hyb2_total	RNA3_CM_Hyb1_total	RNA4_CM_Hyb2_total	gene	mean	bins
4.57043914755299	1.74184544073925	4.81743250751421	1.82596730203661	FGF1	3.23892109946076	1
1.84110660177405	4.79945821974549	1.91608987634144	4.51473952769701	EPHB1	3.2678485563895	1
2.44310131701942	3.86690665960688	2.87556201455361	4.11153221416213	UBXN10	3.32427555133551	1
4.56166252918439	1.7291633848629	5.19765488687835	1.83740496345571	NXPH3	3.33147144109534	1
2.93980843209736	3.23916605624836	3.13850295257715	4.14884430820212	ALPK1	3.36658043728125	1
4.30745320252062	3.0198763680249	3.98273472061215	2.45047581123934	NOX4	3.44013502559925	1
5.19665331926249	1.91615160483679	4.91921201981472	1.79967700374898	ANK2	3.45792348691574	1
4.67611228082864	2.21032857725901	5.20633981931874	1.84218987221471	CASQ2	3.48374263740528	1
1.56509246040751	6.0142278998434	1.49835561395383	4.88985074078315	USHBP1	3.49188167874697	1
2.01121938613943	5.30821471367917	2.15202851519741	4.50648784632275	USP18	3.49448761533469	1
2.90329411137984	4.36063355278695	3.02963942303738	4.01194845231614	TTC39B	3.57637888488008	1
4.68075056953865	2.40531919817226	5.08696630700292	2.22271775233022	GREB1L	3.59893845676101	1
4.84231536624378	2.54770609342969	4.74824112022019	2.3995960343638	TPK1	3.63446465356437	1
4.47436074420911	2.9754587204607	4.34017136143898	2.75083118466365	EVA1C	3.63520550269311	1
4.16378368698009	3.31076722025708	3.73246014643503	3.56650193911106	LRRC34	3.69337824819582	1
2.49731762467485	5.28212167347841	2.44565211636641	4.560588542995	NRROS	3.69641998937867	1
3.89264722945893	3.41515383487499	3.84468171272769	3.67843399981765	EBF2	3.70772919421981	1
2.41420575321914	4.22228857966554	3.75490741892796	4.47879118503265	CLEC3B	3.71754823421132	1
5.86221234369113	1.89226345973694	5.22123316502923	1.91337387560508	HDAC9	3.7222707110156	1
3.45565799328692	4.27946861348739	3.37936571979259	3.89329107289934	ACER3	3.75194584986656	1
3.62029377363033	3.76119382827667	3.80004010861935	3.89516993048158	ZNF230	3.76917441025198	1
5.83188558649521	1.83344819833088	6.0443911830623	1.50179888589374	TXLNB	3.80288096344553	1
3.29708296714022	3.97681607474714	4.20410197993717	3.86687244930745	UBASH3B	3.83621836778299	1
4.08992759598099	3.48338053465125	4.37051261831035	3.42295952171539	PTPN3	3.84169506766449	1
3.98205558564834	3.75088138771498	4.66386559143292	3.00400321382369	GBP2	3.85020144465498	1
2.7042986778047	5.11600734346481	3.26144879902429	4.36082388904927	CYP2J2	3.86064467733577	1
4.49588210567901	2.9150652317049	3.25892000568848	4.79516434136198	CAVIN4	3.86625792110859	1
5.66841773737382	2.11065728999659	6.01845677106576	1.86919397666429	DKK2	3.91668144377511	1
3.75745227878651	4.03976728135124	3.96867482419882	3.93087858930011	JHY	3.92419324340917	1
2.76465476968672	4.44398935452567	4.12670752696728	4.60605268222185	ADGRG1	3.98535108335038	1
3.27996263187561	4.6755449489935	3.61927374632104	4.39088809579614	GALNT16	3.99141735574657	1
4.16232025991276	3.72118695573474	4.46247787467294	3.63930648841711	SOCS7	3.99632289468439	1
7.34051858198042	0.782015559812073	6.84173698665065	1.12578086276885	ADRB1	4.022512997803	1
3.86596898349582	4.16743664414004	3.81604348767944	4.35913207344986	ZNF575	4.05214529719129	1
3.68275011224278	4.02197798989134	4.11791252584613	4.39211051551175	EFCAB11	4.053687785873	1
3.77083945573458	4.45897537557905	3.94977987087879	4.09443596106048	POLR3G	4.06850766581323	1
4.59615407585389	3.43640490404177	4.86875979450447	3.38022851217169	SHBG	4.07038682164295	1
4.76427102257663	3.28948646331121	5.04684804339035	3.30486412268394	SCN1B	4.10136741299053	1
2.82675851792674	6.22870686432881	2.43201492417359	5.04259979284356	HECW2	4.13252002481818	1
4.73153904875647	3.88144106611649	5.00554481982056	3.03045385035549	MFSD6	4.16224469626225	1
6.81027116492552	2.18671322513073	5.91185822502507	1.96297771232503	GPRIN3	4.21795508185159	1
3.98705357328048	4.58232085136876	3.85481141304865	4.61485711300517	FICD	4.25976073767576	1
4.20381612633504	4.68970461067658	4.41352000541996	3.8777887055379	HOMEZ	4.29620736199237	1
4.20541058221999	4.24222590998758	4.34747686296641	4.57620986587018	RGMA	4.34283080526104	1
4.25940145669529	4.56189356291558	4.41609312324318	4.15536199427676	CBWD1	4.3481875342827	1
4.92986036234237	3.58514981931826	4.75670856834386	4.15662412710888	FSD1L	4.35708571927834	1
5.10846974633911	3.75243992568772	4.68492292914336	3.92624429033168	P4HA3	4.36801922287547	1
4.26712969848168	4.15895425097056	4.42513487862487	4.64437715579836	CEP126	4.37389899596887	1
5.45678736336268	3.47517423050286	5.97976417931724	2.63306420818246	IL1B	4.38619749534131	1
4.35712608955629	4.05678641282782	5.34285417249355	3.89256311063144	ZDHHC23	4.41233244637727	1
3.37400471343168	5.54506753065582	3.32085873894085	5.41756573344662	PCDH9	4.41437417911874	1
5.96462886161474	2.8988031222537	5.30514778203528	3.59485911848464	ANKRD33B	4.44085972109709	1
3.81343204637849	5.03913562414357	3.88584190568174	5.02521949936702	CYB5R4	4.4409072688927	1
5.08795603018819	3.77863994398081	4.57823396484135	4.35800391484275	ZFP82	4.45070846346328	1
5.11282527733577	3.67370768228843	4.60233028867892	4.42554678586786	KCNH3	4.45360250854274	1
7.06302236595175	1.56742045544657	7.08731311155766	2.3158210011916	SLC1A3	4.50839423353689	1
4.28172242161293	4.80468843323862	4.63322014048296	4.33225061243894	PSEN2	4.51297040194336	1
8.17417661083259	1.69614773693742	6.35971820017272	1.8726243897536	MYADML2	4.52566673442408	1
4.96795125401293	4.32362434566676	5.04681408669338	3.84018916892162	TTC30A	4.54464471382367	1
1.80963237784819	7.35846023515137	1.79715445620911	7.44578447636088	CLEC2B	4.60275788639239	1
3.6505215222733	6.60986046749881	4.45467862163707	3.72765564488692	SLC16A4	4.61067906407403	1
4.62223553950704	4.57027939667094	4.81205324044627	4.7920706869482	ZNF583	4.69915971589311	1
3.03773543855172	7.043051555283	4.20357442290618	4.71623920382387	CYP4F3	4.75015015514119	1
4.58316642428219	5.19062827825263	4.27608561665666	4.95491708679184	DDX60L	4.75119935149583	1
6.18257613615972	3.68990993090716	5.66239422355663	3.51774801142067	MYOZ3	4.76315707551105	1
8.15729682288915	2.20474392876005	7.09958309174788	1.66135835588543	AKAP6	4.78074554982063	1
1.33118740557555	9.56570106279964	1.25175683670204	7.04064656837591	GIMAP6	4.79732296836328	1
5.55329916883858	4.3437949626745	5.08236339164801	4.22988644245146	GPR155	4.80233599140314	1
4.92049898683592	4.58967048701526	4.79699277924531	4.96596662617664	ZNF626	4.81828221981828	1
4.00654967380476	5.73746966557334	3.51022815591419	6.04769697003346	BIRC3	4.82548611633144	1
4.75576916251614	4.9905182594256	5.03572161970378	4.52599084539424	KLF13	4.82699997175994	1
5.68311733822612	4.40418328937918	4.81500086433909	4.5574744687734	LCMT2	4.86494399017945	1
6.06547465418234	2.39906714106254	9.59665505385428	1.59514308117066	LRRC25	4.91408498256745	1
5.73839929276268	4.03952482146633	6.24760778318249	3.63096981693032	KBTBD8	4.91412542858546	1
6.09275625265663	4.02684546127606	5.82416706541626	4.06807139352501	PHF7	5.00296004321849	1
6.26318130663044	4.00642499958198	6.07167439062665	3.67225765331652	CPEB3	5.0033845875389	1
5.6771098364543	4.56666538481212	4.97990561873158	4.81276308789395	STAMBPL1	5.00911098197299	1
2.65061104828811	8.29126180905924	2.6702899700478	6.4268955350893	PTPRE	5.00976459062111	1
5.58540663048873	4.98558927225872	4.58277247133157	4.90150149277154	TAF4B	5.01381746671264	1
5.96246420122549	4.06819236436061	6.17315091902755	3.92125709319075	ADPRH	5.0312661444511	1
4.43032692595803	6.00548751770937	4.86530186851405	5.0734572294174	MGAT4A	5.09364338539971	1
7.0371394883346	2.65754834944825	7.95295846863781	2.93782696448409	KCNJ12	5.14636831772619	1
4.93967706468622	5.45040531429441	4.78596742345698	5.63570049407024	CEP57L1	5.20293757412696	1
2.81780979189674	7.01637157481325	3.16201153092324	7.93625652920706	MEOX2	5.23311235671007	1
10.3933245931856	0.76171323277849	9.13111906772826	0.65583364808661	MYPN	5.23549763544474	1
6.13183696954991	4.66232837190531	6.41610901756061	3.80234880373921	COBL	5.25315579068876	1
5.3407848973228	4.22909534448891	6.65254532468506	4.8455176032799	IGIP	5.26698579244417	1
5.36340705999474	5.21618612082572	5.28501623017049	5.27876872084885	LYST	5.28584453295995	1
5.25510337432788	4.90177783348688	5.22316333059464	5.81855432222551	FGD3	5.29964971515873	1
5.38351993019233	5.41501795862519	6.14328780164512	4.58307260771055	FRRS1	5.3812245745433	1
6.26770749764759	4.47022085915517	6.62712635650564	4.24761794974637	FRMD3	5.40316816576369	1
5.93665536244598	4.86667545754328	5.65959763888296	5.15040823653372	WDPCP	5.40333417385149	1
5.49580905184989	5.44008740242925	6.08310450738539	4.92142754174459	DOCK5	5.48510712585228	1
5.88172401667723	4.81236670850283	6.36166799213234	4.95423719382787	METTL15	5.50249897778507	1
9.70740079308381	1.65771961941522	8.83204076425637	1.85672260561093	KCNJ11	5.51347094559158	1
6.34316918443278	4.39898167427651	7.73385385387711	3.60500170966185	SYNPO2	5.52025160556206	1
