RNA26_RPE_Hyb1_total	RNA27_RPE_Hyb1_total	RNA28_RPE_Hyb2_total	RNA29_RPE_Hyb2_total	gene	mean	bins
0.12164555755765	0.370597684518706	0.104461208414985	0	TM4SF5	0.149176112622835	1
0.266305841571862	0.147511015149022	0.083158527647035	0.0998452349671734	DHH	0.149205154833773	1
0.0645084834388222	0.0982637388254435	0.22158258035338	0.232789946476452	LYVE1	0.154286187273524	1
0.162252106824658	0.205961265337766	0.174164304548777	0.0836449437122135	ADAM20	0.156505655105854	1
0.205368462356182	0.218981912308671	0.0969963145249913	0.10587248332381	SYT12	0.156804793128414	1
0.0950324054012825	0.0965065778070505	0.244822748305364	0.195966150608245	LRIT1	0.158081970530486	1
0.14785572752792	0.198411590637216	0.13603797798244	0.152446513621747	CCDC168	0.158687952442331	1
0	0.0713777726744025	0.422507702231472	0.1449396265813	KLF1	0.159706275371794	1
0.231273675508119	0.1929217534932	0.0780224616545555	0.14477595441082	ESR1	0.161748461266674	1
0.155626162860302	0.118530213442496	0.217167467597111	0.160458213916017	NFAM1	0.162945514453982	1
0.104556095582905	0.176963337417478	0.119714535804201	0.251539090643937	DMRT1	0.16319326486213	1
0.208336541916607	0.266419370381106	0.106018208662918	0.0795574823642675	PGR	0.165082900831225	1
0.0687696588885904	0.0977710094949265	0.318896257255209	0.184352725329569	SCN4A	0.167447412742074	1
0.0945371354127413	0.0720027187766174	0.284137971106677	0.219312962172267	GIMAP1	0.167497696867076	1
0.0146006000829015	0.0296541783190757	0.37614106726117	0.255916902800117	PIK3CG	0.169078187115816	1
0.0417890378340325	0	0.179428393370376	0.473952044679691	KRT85	0.173792368971025	1
0.168460118341352	0.17107332440388	0.241104126406058	0.115793768041425	APOA5	0.174107834298179	1
0.274845235499952	0.209331540588748	0	0.212534197886942	SPEM2	0.17417774349391	1
0.2160184051643	0.255930908627081	0.15458533858807	0.0742418601700974	GCKR	0.175194128137387	1
0.083773640130835	0.255219489141454	0.191838120675402	0.172749471188894	CNPY1	0.175895180284146	1
0.28614228141558	0.0622673592881619	0.210617298524102	0.147513369725028	RPGRIP1	0.176635077238218	1
0.0725359306741715	0.128906978769462	0.264728628619166	0.261758369118595	KCNJ10	0.181982476795349	1
0.2407084068869	0.325923134674625	0	0.165454789579361	TEX44	0.183021582785222	1
0.208983704412406	0.265281906276063	0	0.269340573359028	SPATC1	0.185901546011874	1
0.0776531915368014	0.0788577721395968	0.200050368991985	0.400321263143213	ZAR1	0.189220648952899	1
0.0825937297064571	0.0279583164943689	0.283704262970664	0.369018823431675	HSF5	0.190818783150791	1
0.235976627380567	0.505900693606016	0.0225156906204362	0	OMD	0.191098252901755	1
0.115746462117131	0.0587709787257842	0.298186359089636	0.298350711684069	NEUROD6	0.192763627904155	1
0.554474169719048	0.165610396035402	0.0280085863759397	0.0336288287795795	OTP	0.195430495227492	1
0.143640835747712	0.125030603428573	0.281941274187196	0.232729755152217	GABRD	0.195835617128924	1
0.357558848949173	0.167587114008459	0.11809539815959	0.141792587139518	NRSN1	0.196258487064185	1
0.297214074375841	0.137192978221891	0.185620297888973	0.167150346288587	NUTM1	0.196794424193823	1
0.308080596857962	0.250287711573503	0.10582374591605	0.127058487867194	SLC25A47	0.197812635553677	1
0.227657951091827	0.346784178686179	0.0781990732873624	0.140835914262432	FGF1	0.19836927933195	1
0.0670057090092967	0.0680451225318034	0.402780687765581	0.276344701744251	KRT28	0.203544055262733	1
0.0464170561489171	0.141411276139789	0.279019416048869	0.358936976984089	CR2	0.206446181330416	1
0.186838595325857	0.113842136444111	0.25671152601916	0.269695669698328	MFNG	0.206771981871864	1
0.108043513002284	0.0365731725933327	0.432976444535809	0.259929053959571	MAEL	0.209380546022749	1
0.133201681353829	0.425127835032536	0.196088310660154	0.0980981947279442	FGF5	0.213129005443616	1
0.413973927618294	0.3363164965642	0.0473991461746671	0.0569103256269807	CCDC198	0.213649973996035	1
0.488378841542222	0.177126688190479	0.119825041529558	0.0719346515925036	CHRM1	0.214316305713691	1
0.156131343204035	0.249155187991722	0.248997049214236	0.206973102408099	LMOD3	0.215314170704523	1
0.0779870401676561	0.118795199302299	0.368335789740474	0.301531751086376	CD163	0.216662445074201	1
0.368153216718468	0.267045803287022	0.105381927276846	0.126528013277366	XIRP1	0.216777240139925	1
0.279704752410518	0.331384223382681	0.120096027437623	0.144194665507177	GBP7	0.2188449171845	1
0.253271782307277	0.303964361334189	0.257037368228262	0.0712188112334393	MPP4	0.221373080775792	1
0.109858197329196	0.0446249408231827	0.415091592507918	0.317153744908809	PNPLA1	0.221682118892276	1
0.15603311263932	0.158453547101309	0.187587372336737	0.386106717878838	IL15RA	0.222045187489051	1
0.387675887839502	0.174973172224637	0.110970189486436	0.222062706758773	KCNK4	0.223920489077337	1
0.35934598936206	0.385193625489068	0.154291356961595	0	UNC45B	0.224707742953181	1
0.318564763282414	0.179725799756184	0.182374985156602	0.218970606627196	STPG4	0.224909038705599	1
0.172358604188103	0.0972401582126785	0.394693971254458	0.236946909806388	TERT	0.225309910865407	1
0.119382582987431	0.282880460255065	0.170863191019246	0.328238143454737	CT62	0.22534109442912	1
0	0	0.635435826293113	0.272479740880695	ANHX	0.226978891793452	1
0.213509716843183	0.243924464669092	0.320859191948853	0.137586874809108	FAM205A	0.228970062067559	1
0.247973883735193	0.201456425763449	0.212943670697214	0.255673247676768	MZB1	0.229511806968156	1
0.299930316517804	0.217559235305766	0.147177394168959	0.265065326162853	BEST2	0.232433068038846	1
0.202493140860006	0.159937771634586	0.270492130859045	0.301571644153927	AKNAD1	0.233623671876891	1
0.299138943651003	0.379724100672201	0.160550537999285	0.115660101092828	ANKRD7	0.238768420853829	1
0.348306174020676	0.353709208368084	0.0747756115535839	0.179560382239352	CACNG1	0.239087844045424	1
0.288962120102592	0.229652288544836	0.237352905290432	0.22021218420245	ABCA9	0.244044874535078	1
0.296125230412728	0.326494716291405	0.217965327409178	0.157021534259756	ZNF385D	0.249401702093267	1
0.13738098714781	0.279024168006813	0.265440962188699	0.318704719642643	NMBR	0.250137709246491	1
0.0885731715966641	0.0599647642311517	0.304243269508645	0.547939728927273	LHX3	0.250180233565933	1
0.256211660211819	0.346914794196042	0.205349882847266	0.202527879719007	DNAH12	0.252751054243534	1
0.343501759405337	0.165235389238447	0.186301093113251	0.316886421662081	TBXAS1	0.252981165854779	1
0.0431899655785638	0.0438599418376424	0.482153143297509	0.445309747953594	TBX21	0.253628199666827	1
0.102700688131036	0.288813636935211	0.295106007355608	0.346177052164119	HYDIN	0.258199346146493	1
0.17468976832624	0.354799221336861	0.400032239312856	0.120075818015222	CCIN	0.262399261747795	1
0.533409006022682	0.393951573391998	0.124924524691317	0	DNAJC5G	0.263071276026499	1
0.158269417836757	0.241086813846976	0.328452482671035	0.339965707415712	DSCAM	0.26694360544262	1
0.483985740208026	0.393194782749409	0.124684541612934	0.0748519587008442	GBP6	0.269179255817803	1
0.373950108378424	0.379750939458913	0.172030591782482	0.151470361316527	UGT3A1	0.269300500234086	1
0.152424925576405	0.0309578777423531	0.36649901785392	0.534335775811485	NDST4	0.271054399246041	1
0.242212593374417	0.282865351540636	0.24439559757571	0.318409669963613	KCNA2	0.271970803113594	1
0.376156800410518	0.458390234865871	0.258414986709399	0	MYOG	0.273240505496447	1
0.325983585537359	0.365886697003638	0.176799962910592	0.229966633609509	RHOH	0.274659219765275	1
0.424431206438779	0.256556616730126	0.19959269663817	0.218804705017754	CLVS2	0.274846306206207	1
0.229103815677284	0.265894566567694	0.252950524302799	0.354325921708168	EFCAB5	0.275568707063986	1
0.249104443051316	0.474316179581755	0.160435890540126	0.224734046104018	SLC4A9	0.277147639819304	1
0.201792333984687	0.307383899707595	0.25992898729899	0.346763004561905	ANGPTL3	0.278967056388294	1
0.278816254887747	0.460104677285443	0.239429071608401	0.143736623225107	IL33	0.280521656751675	1
0.122698765848193	0.0415340358311008	0.579510989540275	0.37952535336954	GIMAP5	0.280817286147277	1
0.52830223505932	0.107299484924335	0.272202738796178	0.21788221591392	C17orf50	0.281421668673438	1
0.216888740188005	0.140161118481162	0.321704187584793	0.447245877292522	SNX20	0.281499980886621	1
0.0865636581049422	0.23860325034385	0.414153141739516	0.395256116270983	PTPRC	0.283644041614823	1
0.339272796938843	0.0574226171191079	0.388460234385102	0.349806909240354	KRT32	0.283740639420852	1
0.265927270470047	0.360069889988464	0.304481145403491	0.228486725640771	HCRTR1	0.289741257875693	1
0.289896423550982	0.343458952169904	0.186707994073065	0.348713685005211	ANKRD63	0.292194263699791	1
0.166188302028335	0.202519520358507	0.371050132265014	0.445505574579783	GPR182	0.29631588230791	1
0.198057304094362	0.172396826539273	0.413048012509864	0.408413607119904	TEX35	0.297978937565851	1
0.0873196569894907	0.133011280243163	0.571755908424833	0.416392695388397	VWF	0.302119885261471	1
0.385322241926403	0.300999600846565	0.229077285277097	0.30560472898776	C9orf131	0.305250964259456	1
0.478875014334657	0.466040828660271	0.154209893731942	0.123435912183546	PAX9	0.305640412227604	1
0.134552171426217	0.163967264168732	0.415960415943459	0.527173597891894	KCNA4	0.310413362357575	1
0.583339047803696	0.174231760477923	0.206266623395691	0.283035856750165	HK3	0.311718322106869	1
0.923238270714414	0.187511966325426	0.158563267496362	0	LCE2C	0.317328376134051	1
0.155599464256277	0.316026343657742	0.317344154848612	0.501345894826807	LGSN	0.32257896439736	1
0.258372059352165	0.157428004544865	0.488120468856166	0.390711606568217	PAX2	0.323658034830353	1
0.133729146095899	0.22310590516873	0.467553899725139	0.472735935985785	TEX15	0.324281221743888	1
0.422641788047456	0.178832474873891	0.347814610684005	0.363137026523201	AMER3	0.328106475032138	1
0.553629335839871	0.219998115905372	0.248045468134436	0.297818621242849	DCAF4L1	0.329872885280632	1
0.317541509455281	0.495217658790026	0.243467655903687	0.26893644125936	CALN1	0.331290816352089	1
0.473706098789958	0	0.542383544527946	0.325609495369967	LCE1C	0.335424784671968	1
