Peak.Humreffed	Peak.Chpreffed	ATAC11_SKM_Hyb1_Human_humreffed_all_peaks.txt	ATAC11_SKM_Hyb1_Chimp_humreffed_all_peaks.txt	Sum Human	Sum Chimp	Binomial p-value
peak_CM_HP_MN_PP_SKM_355766_enhancer_RNF208_1914.0_C9orf169_1904.5	peak_CM_HP_MN_PP_SKM_355766_enhancer_RNF208_1919.5_C9orf169_1897.0	76	39	76	39	0.000717191047920166
peak_CM_HP_MN_PP_SKM_114973_enhancer_FBXL22_13283.5_USP3_106033.5	peak_CM_HP_MN_PP_SKM_114973_enhancer_FBXL22_13284.5_USP3_107645.5	26	54	26	54	0.002324541288088704
peak_MN_PP_354838_enhancer_RXRA_58282.0_WDR5_248660.0	peak_MN_PP_354838_enhancer_RXRA_58296.5_WDR5_241066.5	9	30	9	30	0.0010650196345523
peak_CM_HP_MN_PP_SKM_357993_enhancer_RLIM_78241.5_SLC16A2_115150.5	peak_CM_HP_MN_PP_SKM_357993_enhancer_RLIM_76342.0_SLC16A2_118379.0	38	67	38	67	0.0060160815152493306
peak_CM_HP_MN_PP_SKM_193639_promoter_PLCD4	peak_CM_HP_MN_PP_SKM_193639_promoter_PLCD4	27	53	27	53	0.004868154149559423
peak_MN_SKM_332785_enhancer_DCAF4L2_104997.5_MMP16_348592.5	peak_MN_SKM_332785_enhancer_DCAF4L2_104562.0_MMP16_347620.0	15	36	15	36	0.0046013097117665325
peak_CM_HP_MN_PP_SKM_276826_promoter_GNPDA1	peak_CM_HP_MN_PP_SKM_276826_promoter_GNPDA1	7	26	7	26	0.0013187271542847157
peak_MN_SKM_123009_enhancer_CLEC16A_140282.0_DEXI_142357.0	peak_MN_SKM_123009_enhancer_CLEC16A_139180.5_DEXI_141249.5	26	8	26	8	0.0029350556433200836
peak_CM_HP_MN_PP_SKM_81097_promoter_CSRP2	peak_CM_HP_MN_PP_SKM_81097_promoter_CSRP2	25	56	25	56	0.000752126064634077
peak_CM_HP_MN_PP_SKM_286175_promoter_FANCE	peak_CM_HP_MN_PP_SKM_286175_promoter_FANCE	45	77	45	77	0.004800874060088973
peak_CM_MN_PP_220616_enhancer_VGLL4_99251.5_ATG7_272274.5	peak_CM_MN_PP_220616_enhancer_VGLL4_99482.0_ATG7_269602.5	6	26	6	26	0.0005350527353584766
peak_CM_HP_MN_PP_SKM_333787_promoter_CPQ	peak_CM_HP_MN_PP_SKM_333787_promoter_CPQ	12	34	12	34	0.0016414913408482334
peak_CM_HP_PP_SKM_63170_enhancer_GAB2_66952.5_USP35_162032.5	peak_CM_HP_PP_SKM_63170_enhancer_GAB2_66611.5_USP35_161987.0	9	26	9	26	0.005988120567053557
peak_CM_HP_MN_PP_354439_promoter_GBGT1	peak_CM_HP_MN_PP_354439_promoter_GBGT1	8	24	8	24	0.0070003666914999485
peak_CM_MN_PP_SKM_3226_enhancer_TMEM51_207796.0_C1orf195_226293.0	peak_CM_MN_PP_SKM_3226_enhancer_TMEM51_204687.0_C1orf195_223190.0	35	11	35	11	0.0005355850721002753
peak_CM_MN_PP_SKM_164397_promoter_EML2	peak_CM_MN_PP_SKM_164397_promoter_EML2	30	55	30	55	0.008836205876094518
peak_CM_HP_MN_PP_SKM_157520_promoter_KEAP1	peak_CM_HP_MN_PP_SKM_157520_promoter_KEAP1	34	63	34	63	0.0042258039216827616
peak_CM_SKM_1568_enhancer_VAMP3_479526.5_PER3_492520.5	peak_CM_SKM_1568_enhancer_VAMP3_478126.5_PER3_491102.0	11	35	11	35	0.0005355850721002753
peak_CM_HP_MN_PP_SKM_168685_promoter_ID2	peak_CM_HP_MN_PP_SKM_168685_promoter_ID2	77	41	77	41	0.0011783931030854484
peak_CM_HP_MN_PP_SKM_138786_promoter_RUNDC3A	peak_CM_HP_MN_PP_SKM_138786_promoter_RUNDC3A	41	17	41	17	0.0022325516199429235
peak_MN_SKM_179818_enhancer_REV1_154028.0_EIF5B_306666.5	peak_MN_SKM_179818_enhancer_IL1RL1_385779.0_IL18R1_405101.5	35	13	35	13	0.0020881073339964478
peak_CM_HP_MN_PP_SKM_226865_promoter_PRKCD	peak_CM_HP_MN_PP_SKM_226865_promoter_PRKCD	18	39	18	39	0.0075081755341502
peak_CM_HP_SKM_14344_enhancer_TTLL7_357707.5_PRKACB_502714.0	peak_CM_HP_SKM_14344_enhancer_TTLL7_358685.5_PRKACB_487478.0	27	8	27	8	0.0018782254774123432
peak_CM_HP_MN_PP_SKM_9960_promoter_MMACHC	peak_CM_HP_MN_PP_SKM_9960_promoter_MMACHC	24	47	24	47	0.008554538502693429
peak_CM_HP_MN_PP_SKM_93793_promoter_RCBTB1	peak_CM_HP_MN_PP_SKM_93793_promoter_RCBTB1	28	52	28	52	0.009682849923057572
peak_CM_HP_MN_PP_SKM_195426_promoter_EFHD1	peak_CM_HP_MN_PP_SKM_195426_promoter_EFHD1	48	22	48	22	0.0025475648982539578
peak_CM_HP_MN_PP_SKM_224023_promoter_OXSR1	peak_CM_HP_MN_PP_SKM_224023_promoter_OXSR1	54	90	54	90	0.003393884063573229
peak_CM_HP_MN_PP_SKM_255703_promoter_PRSS12	peak_CM_HP_MN_PP_SKM_255703_promoter_PRSS12	22	45	22	45	0.006741447363103123
peak_CM_HP_MN_PP_SKM_347573_promoter_SPTLC1	peak_CM_HP_MN_PP_SKM_347573_promoter_SPTLC1	15	34	15	34	0.009399241523873059
peak_CM_HP_MN_PP_SKM_117638_promoter_CIB2_IDH3A	peak_CM_HP_MN_PP_SKM_117638_promoter_CIB2_IDH3A	17	37	17	37	0.009073340339587174
peak_CM_HP_MN_PP_SKM_9491_promoter_MED8_SZT2	peak_CM_HP_MN_PP_SKM_9491_promoter_MED8_SZT2	33	12	33	12	0.002458900322096724
peak_CM_HP_MN_PP_SKM_174498_promoter_STON1	peak_CM_HP_MN_PP_SKM_174498_promoter_STON1	42	18	42	18	0.002670436282807066
peak_CM_HP_MN_PP_SKM_149160_promoter_RNF138	peak_CM_HP_MN_PP_SKM_149160_promoter_RNF138	50	88	50	88	0.001539854968523712
peak_CM_SKM_8315_enhancer_ZC3H12A_2809.0_MEAF6_43023.5	peak_CM_SKM_8315_enhancer_ZC3H12A_2821.5_MEAF6_42952.5	15	34	15	34	0.009399241523873059
peak_CM_HP_MN_PP_SKM_192994_promoter_ATIC	peak_CM_HP_MN_PP_SKM_192994_promoter_ATIC	51	23	51	23	0.0015162236642818601
peak_CM_SKM_353029_enhancer_DNM1_12604.5_CIZ1_24314.0	peak_CM_SKM_353029_enhancer_DNM1_12583.0_CIZ1_24339.0	9	27	9	27	0.00393317302223295
peak_CM_HP_MN_PP_267777_enhancer_ANXA2R_47709.0_ZNF131_128643.5	peak_CM_HP_MN_PP_267777_enhancer_ANXA2R_47235.5_ZNF131_125861.0	27	8	27	8	0.0018782254774123432
peak_CM_HP_MN_PP_SKM_6629_promoter_PTPRU	peak_CM_HP_MN_PP_SKM_6629_promoter_PTPRU	9	25	9	25	0.00904118549078703
peak_CM_HP_MN_PP_SKM_243300_promoter_CTBP1	peak_CM_HP_MN_PP_SKM_243300_promoter_CTBP1	57	87	57	87	0.015370514949913759
peak_CM_HP_MN_PP_SKM_334763_enhancer_AZIN1_53426.0_KLF10_155946.5	peak_CM_HP_MN_PP_SKM_334763_enhancer_AZIN1_53360.0_KLF10_158213.5	27	52	27	52	0.006553297670283778
peak_CM_HP_MN_PP_SKM_183260_promoter_MAP3K2	peak_CM_HP_MN_PP_SKM_183260_promoter_MAP3K2	91	53	91	53	0.001942531970080332
peak_CM_HP_MN_PP_SKM_326964_enhancer_ZNF703_46590.0_ERLIN2_87434.0	peak_CM_HP_MN_PP_SKM_326964_enhancer_ZNF703_46592.0_ERLIN2_87246.0	28	9	28	9	0.0025632079923525453
peak_CM_HP_MN_PP_SKM_67073_promoter_REXO2	peak_CM_HP_MN_PP_SKM_67073_promoter_REXO2	10	26	10	26	0.011330984183587134
peak_CM_HP_MN_PP_SKM_59110_enhancer_CD5_27659.5_VPS37C_31388.5	peak_CM_HP_MN_PP_SKM_59110_enhancer_CD5_28023.5_VPS37C_31048.5	28	9	28	9	0.0025632079923525453
peak_CM_HP_MN_PP_SKM_117168_promoter_PTPN9	peak_CM_HP_MN_PP_SKM_117168_promoter_PTPN9	29	55	29	55	0.0060379576322632045
peak_CM_HP_MN_PP_SKM_40303_promoter_RTKN2	peak_CM_HP_MN_PP_SKM_40303_promoter_RTKN2	61	31	61	31	0.002314601521425493
peak_CM_HP_MN_PP_SKM_60969_promoter_RAD9A	peak_CM_HP_MN_PP_SKM_60969_promoter_RAD9A	21	42	21	42	0.011141407415305074
peak_CM_HP_MN_PP_SKM_126927_promoter_CCDC102A	peak_CM_HP_MN_PP_SKM_126927_promoter_CCDC102A	48	77	48	77	0.011959013523238242
peak_CM_HP_MN_PP_SKM_21584_promoter_DEDD	peak_CM_HP_MN_PP_SKM_21584_promoter_DEDD	88	50	88	50	0.001539854968523712
peak_CM_HP_MN_PP_SKM_138370_promoter_WNK4	peak_CM_HP_MN_PP_SKM_138370_promoter_WNK4	17	39	17	39	0.004561532746408219
peak_CM_HP_MN_PP_SKM_6380_promoter_XKR8	peak_CM_HP_MN_PP_SKM_6380_promoter_XKR8	15	38	15	38	0.0021901868838920535
peak_CM_MN_PP_SKM_137392_promoter_SLFN11	peak_CM_MN_PP_SKM_137392_promoter_SLFN11	37	13	37	13	0.000936222910851825
peak_CM_HP_MN_PP_SKM_123734_promoter_GDE1_CCP110	peak_CM_HP_MN_PP_SKM_123734_promoter_GDE1_CCP110	55	26	55	26	0.001688638072721023
peak_CM_HP_MN_PP_SKM_302832_enhancer_ACTB_26386.5_FSCN1_36292.5	peak_CM_HP_MN_PP_SKM_302832_enhancer_ACTB_26335.5_FSCN1_36269.0	17	38	17	38	0.006455803109956635
peak_CM_HP_MN_PP_SKM_106282_promoter_DNAL1	peak_CM_HP_MN_PP_SKM_106282_promoter_DNAL1	31	11	31	11	0.002887247974285856
peak_CM_HP_MN_PP_SKM_79466_promoter_SRGAP1	peak_CM_HP_MN_PP_SKM_79466_promoter_SRGAP1	70	38	70	38	0.0026846980412799162
peak_CM_HP_MN_PP_SKM_357408_promoter_KDM5C	peak_CM_HP_MN_PP_SKM_357408_promoter_KDM5C	34	13	34	13	0.0030876764615186394
peak_CM_HP_MN_PP_SKM_118894_promoter_NTRK3	peak_CM_HP_MN_PP_SKM_118894_promoter_NTRK3	37	15	37	15	0.003185253447776759
peak_CM_HP_MN_PP_SKM_36561_promoter_ABI1	peak_CM_HP_MN_PP_SKM_36561_promoter_ABI1	99	59	99	59	0.0018263613254346973
peak_CM_HP_MN_PP_SKM_353467_enhancer_C9orf50_70674.5_NTMT1_76173.0	peak_CM_HP_MN_PP_SKM_353467_enhancer_C9orf50_70478.0_NTMT1_75978.0	20	42	20	42	0.007148733833163066
peak_CM_HP_MN_PP_SKM_250564_promoter_MOB1B	peak_CM_HP_MN_PP_SKM_250564_promoter_MOB1B	55	27	55	27	0.0026424928957725444
peak_CM_HP_MN_PP_SKM_285387_enhancer_ABT1_27943.5_HMGN4_30693.5	peak_CM_HP_MN_PP_SKM_285387_enhancer_ABT1_28020.0_HMGN4_30090.0	10	27	10	27	0.007632078602910042
peak_CM_HP_MN_PP_SKM_136876_promoter_UTP6	peak_CM_HP_MN_PP_SKM_136876_promoter_UTP6	30	53	30	53	0.015232201861994662
peak_CM_HP_MN_PP_SKM_80326_promoter_RAB3IP	peak_CM_HP_MN_PP_SKM_80326_promoter_RAB3IP	45	21	45	21	0.004272405031651674
peak_CM_HP_MN_PP_SKM_11442_promoter_ACOT11	peak_CM_HP_MN_PP_SKM_11442_promoter_ACOT11	29	10	29	10	0.0033778479119064286
peak_CM_MN_PP_SKM_354692_enhancer_VAV2_57411.5_BRD3_132861.0	peak_CM_MN_PP_SKM_354692_enhancer_VAV2_58980.0_BRD3_132667.0	13	30	13	30	0.0137181850586785
peak_MN_SKM_74537_enhancer_SSPN_92559.0_BHLHE41_163044.5	peak_MN_SKM_74537_enhancer_SSPN_92503.0_BHLHE41_162948.0	14	33	14	33	0.007942726509483574
peak_CM_HP_MN_PP_SKM_165958_promoter_KCNC3	peak_CM_HP_MN_PP_SKM_165958_promoter_KCNC3	33	68	33	68	0.000641248502169594
peak_CM_HP_MN_PP_SKM_12935_promoter_SERBP1	peak_CM_HP_MN_PP_SKM_12935_promoter_SERBP1	62	101	62	101	0.002802729240437867
peak_CM_HP_MN_PP_SKM_359056_promoter_AIFM1	peak_CM_HP_MN_PP_SKM_359056_promoter_AIFM1	26	49	26	49	0.01058211705170527
peak_CM_HP_MN_PP_SKM_292725_promoter_MANEA	peak_CM_HP_MN_PP_SKM_292725_promoter_MANEA	25	54	25	54	0.0014660719473423367
peak_CM_HP_MN_PP_SKM_78916_promoter_CTDSP2	peak_CM_HP_MN_PP_SKM_78916_promoter_CTDSP2	70	39	70	39	0.003854108187381302
peak_CM_HP_MN_PP_SKM_285079_promoter_GPLD1_ALDH5A1	peak_CM_HP_MN_PP_SKM_285079_promoter_GPLD1_ALDH5A1	46	22	46	22	0.004903382516355935
peak_CM_HP_MN_PP_SKM_216415_promoter_FBXO7	peak_CM_HP_MN_PP_SKM_216415_promoter_FBXO7	56	84	56	84	0.022154955980559547
peak_HP_MN_SKM_220478_enhancer_SLC6A11_43606.5_ATP2B2_64420.5	peak_HP_MN_SKM_220478_enhancer_SLC6A11_43153.5_ATP2B2_64326.5	10	29	10	29	0.0033778479119064286
peak_CM_HP_MN_PP_SKM_234047_promoter_ZXDC	peak_CM_HP_MN_PP_SKM_234047_promoter_ZXDC	69	103	69	103	0.011642176555511334
peak_CM_HP_MN_PP_SKM_11796_promoter_DAB1	peak_CM_HP_MN_PP_SKM_11796_promoter_DAB1	29	10	29	10	0.0033778479119064286
peak_CM_HP_MN_PP_SKM_155813_enhancer_STAP2_10814.0_MPND_15559.0	peak_CM_HP_MN_PP_SKM_155813_enhancer_STAP2_10793.5_MPND_15513.0	24	54	24	54	0.0009010035205219422
peak_CM_HP_MN_PP_SKM_9303_promoter_ZMYND12_PPCS	peak_CM_HP_MN_PP_SKM_9303_promoter_ZMYND12_PPCS	24	45	24	45	0.015432297453701269
peak_CM_HP_MN_PP_SKM_126565_promoter_GNAO1	peak_CM_HP_MN_PP_SKM_126565_promoter_GNAO1	10	26	10	26	0.011330984183587134
peak_CM_HP_MN_PP_SKM_164088_enhancer_APOC1_3147.5_APOE_5521.5	peak_CM_HP_MN_PP_SKM_164088_enhancer_APOC1_3140.0_APOE_5555.0	11	29	11	29	0.006426576095691416
peak_CM_HP_MN_PP_SKM_30207_enhancer_TMEM63A_31500.0_EPHX1_36049.0	peak_CM_HP_MN_PP_SKM_30207_enhancer_TMEM63A_30840.5_TMEM63A_35542.5	29	10	29	10	0.0033778479119064286
peak_CM_HP_MN_PP_SKM_61657_promoter_FADD	peak_CM_HP_MN_PP_SKM_61657_promoter_FADD	30	55	30	55	0.008836205876094518
peak_CM_HP_MN_PP_SKM_146216_promoter_METTL4_NDC80	peak_CM_HP_MN_PP_SKM_146216_promoter_NDC80_METTL4	32	60	32	60	0.004609105461459271
peak_CM_MN_PP_263112_promoter_ZDHHC11	peak_CM_MN_PP_263112_promoter_ZDHHC11_ZDHHC11B	67	173	67	173	5.5173809132258e-12
peak_CM_HP_MN_PP_SKM_87871_promoter_C12orf65_MPHOSPH9	peak_CM_HP_MN_PP_SKM_87871_promoter_C12orf65_MPHOSPH9	55	95	55	95	0.0013699461049548243
peak_SKM_20612_enhancer_LMNA_14338.0_SEMA4A_24979.5	peak_SKM_20612_enhancer_LMNA_14380.0_SEMA4A_24914.5	22	47	22	47	0.0035448128470210523
peak_CM_HP_MN_PP_SKM_151259_promoter_ELAC1	peak_CM_HP_MN_PP_SKM_151259_promoter_ELAC1	23	43	23	43	0.01865726035402101
peak_CM_HP_MN_PP_SKM_7882_promoter_KIAA0319L_NCDN	peak_CM_HP_MN_PP_SKM_7882_promoter_KIAA0319L_NCDN	92	53	92	53	0.0015119110192637602
peak_CM_HP_MN_PP_SKM_11943_enhancer_JUN_119761.5_MYSM1_203735.0	peak_CM_HP_MN_PP_SKM_11943_enhancer_JUN_119334.0_MYSM1_205875.5	15	34	15	34	0.009399241523873059
peak_CM_HP_MN_PP_SKM_217328_promoter_TOMM22	peak_CM_HP_MN_PP_SKM_217328_promoter_TOMM22	21	42	21	42	0.011141407415305074
peak_CM_HP_MN_PP_SKM_276388_enhancer_PSD2_108844.5_NRG2_138714.5	peak_CM_HP_MN_PP_SKM_276388_enhancer_PSD2_108900.5_NRG2_138583.0	32	12	32	12	0.003657766827927844
peak_CM_HP_PP_SKM_354853_enhancer_RXRA_108762.5_COL5A1_206569.0	peak_CM_HP_PP_SKM_354853_enhancer_RXRA_109337.0_COL5A1_211782.0	12	29	12	29	0.011507789735333063
peak_CM_HP_MN_PP_SKM_325161_promoter_RHOBTB2	peak_CM_HP_MN_PP_SKM_325161_promoter_RHOBTB2	45	21	45	21	0.004272405031651674
peak_CM_HP_MN_PP_SKM_341029_enhancer_GLDC_35796.5_KDM4C_76516.5	peak_CM_HP_MN_PP_SKM_341029_enhancer_GLDC_41322.0_KDM4C_71447.5	123	79	123	79	0.0023988788837343115
peak_CM_HP_MN_PP_SKM_125319_promoter_GPT2	peak_CM_HP_MN_PP_SKM_125319_promoter_GPT2	123	79	123	79	0.0023988788837343115
peak_CM_HP_MN_PP_SKM_302160_promoter_LFNG	peak_CM_HP_MN_PP_SKM_302160_promoter_LFNG	42	71	42	71	0.008149691373771173
peak_CM_HP_MN_PP_SKM_36771_promoter_WAC	peak_CM_HP_MN_PP_SKM_36771_promoter_WAC	75	112	75	112	0.008299692471984374
peak_CM_HP_MN_PP_SKM_214533_promoter_HIRA_C22orf39	peak_CM_HP_MN_PP_SKM_214533_promoter_C22orf39_HIRA	44	74	44	74	0.007330019969069098
peak_CM_HP_MN_PP_SKM_158559_promoter_RFX1	peak_CM_HP_MN_PP_SKM_158559_promoter_RFX1	46	71	46	71	0.02607556223566355
peak_CM_HP_MN_PP_SKM_320869_enhancer_ZNF786_25090.5_PDIA4_37072.5	peak_CM_HP_MN_PP_SKM_320869_enhancer_ZNF786_23206.5_PDIA4_35855.5	43	18	43	18	0.001868101030975251
peak_CM_HP_MN_PP_SKM_7264_promoter_CCDC28B	peak_CM_HP_MN_PP_SKM_7264_promoter_CCDC28B	67	37	67	37	0.004232546845609295
peak_CM_HP_MN_PP_SKM_297078_promoter_IFNGR1	peak_CM_HP_MN_PP_SKM_297078_promoter_IFNGR1	25	53	25	53	0.00203114037416273
peak_CM_HP_MN_PP_SKM_8345_promoter_GNL2	peak_CM_HP_MN_PP_SKM_8345_promoter_GNL2	27	51	27	51	0.008771714457060136
peak_CM_HP_MN_PP_SKM_344691_promoter_ALDH1B1	peak_CM_HP_MN_PP_SKM_344691_promoter_ALDH1B1	29	55	29	55	0.0060379576322632045
peak_CM_HP_MN_PP_SKM_120789_promoter_CHSY1	peak_CM_HP_MN_PP_SKM_120789_promoter_CHSY1	26	50	26	50	0.007905180027859783
peak_MN_PP_SKM_127215_enhancer_NDRG4_4613.5_SETD6_19970.5	peak_MN_PP_SKM_127215_enhancer_NDRG4_4628.0_SETD6_23012.5	40	18	40	18	0.005354859650800294
peak_CM_MN_SKM_146050_enhancer_COLEC12_43563.0_CETN1_123257.0	peak_CM_MN_SKM_146050_enhancer_COLEC12_43606.5_CETN1_118897.5	10	25	10	25	0.016673847800120715
peak_CM_HP_MN_PP_SKM_267506_promoter_RPL37	peak_CM_HP_MN_PP_SKM_267506_promoter_RPL37	36	64	36	64	0.006637120515926128
peak_CM_MN_PP_SKM_3261_enhancer_TMEM51_64393.5_C1orf195_82890.5	peak_CM_MN_PP_SKM_3261_enhancer_TMEM51_61740.0_C1orf195_80243.0	32	59	32	59	0.00610552107452477
peak_CM_HP_MN_PP_SKM_127886_promoter_CBFB	peak_CM_HP_MN_PP_SKM_127886_promoter_CBFB	17	35	17	35	0.017533235299084904
peak_CM_HP_MN_PP_SKM_33049_promoter_ZNF496	peak_CM_HP_MN_PP_SKM_33049_promoter_ZNF496	28	54	28	54	0.005435924877566281
peak_CM_MN_PP_SKM_173585_enhancer_ZFP36L2_144164.5_HAAO_290075.5	peak_CM_MN_PP_SKM_173585_enhancer_ZFP36L2_146987.0_HAAO_285139.5	15	32	15	32	0.018623836615006432
peak_CM_HP_MN_PP_SKM_165352_enhancer_DBP_6892.5_SPHK2_10996.0	peak_CM_HP_MN_PP_SKM_165352_enhancer_DBP_6889.5_SPHK2_10665.0	15	32	15	32	0.018623836615006432
peak_CM_HP_MN_SKM_281418_enhancer_PDLIM7_3504.5_PDLIM7_8442.5	peak_CM_HP_MN_SKM_281418_enhancer_PDLIM7_3483.5_PDLIM7_8406.5	28	10	28	10	0.0050976432976312935
peak_CM_HP_MN_PP_SKM_71194_promoter_TULP3	peak_CM_HP_MN_PP_SKM_71194_promoter_TULP3	78	45	78	45	0.0037314457550981393
peak_CM_HP_MN_PP_SKM_89574_promoter_PGAM5	peak_CM_HP_MN_PP_SKM_89574_promoter_PGAM5	48	23	48	23	0.004065116124638666
peak_CM_HP_MN_PP_SKM_164988_enhancer_MEIS3_8891.5_MEIS3_21963.5	peak_CM_HP_MN_PP_SKM_164988_enhancer_MEIS3_10569.0_MEIS3_25676.0	31	12	31	12	0.005401572654591291
peak_CM_HP_MN_PP_SKM_290117_promoter_FAM135A	peak_CM_HP_MN_PP_SKM_290117_promoter_FAM135A	44	70	44	70	0.018810748824884014
peak_CM_HP_MN_PP_SKM_277482_promoter_FBXO38	peak_CM_HP_MN_PP_SKM_277482_promoter_FBXO38	31	58	31	58	0.005544959035344681
peak_CM_HP_MN_PP_SKM_77232_promoter_ATF1	peak_CM_HP_MN_PP_SKM_77232_promoter_ATF1	26	56	26	56	0.001220382068677551
peak_CM_HP_MN_PP_SKM_318926_promoter_PLXNA4	peak_CM_HP_MN_PP_SKM_318926_promoter_PLXNA4	56	27	56	27	0.0019314374822250477
peak_CM_HP_MN_PP_SKM_121187_promoter_LMF1	peak_CM_HP_MN_PP_SKM_121187_promoter_LMF1	23	42	23	42	0.024811974571552153
peak_CM_HP_MN_PP_SKM_345376_promoter_ZFAND5	peak_CM_HP_MN_PP_SKM_345376_promoter_ZFAND5	106	67	106	67	0.0037377190466881733
peak_CM_HP_MN_PP_SKM_45583_promoter_ZFYVE27	peak_CM_HP_MN_PP_SKM_45583_promoter_ZFYVE27	38	17	38	17	0.006455803109956635
peak_CM_HP_MN_PP_SKM_126996_promoter_KATNB1	peak_CM_HP_MN_PP_SKM_126996_promoter_KATNB1	163	112	163	112	0.0025061831084334974
peak_CM_HP_MN_PP_SKM_17923_promoter_AP4B1_DCLRE1B	peak_CM_HP_MN_PP_SKM_17923_promoter_AP4B1_DCLRE1B	124	81	124	81	0.0032545521441633284
peak_CM_HP_MN_PP_SKM_211595_promoter_IFNAR1	peak_CM_HP_MN_PP_SKM_211595_promoter_IFNAR1	53	27	53	27	0.004868154149559423
peak_CM_SKM_118869_enhancer_NTRK3_141045.5_MRPL46_351637.5	peak_CM_SKM_118869_enhancer_NTRK3_140421.0_MRPL46_350395.0	16	36	16	36	0.0077874363057435225
peak_CM_HP_MN_PP_SKM_258142_promoter_GAB1	peak_CM_HP_MN_PP_SKM_258142_promoter_GAB1	79	122	79	122	0.0029571932271678213
peak_SKM_294604_enhancer_MARCKS_719870.5_RFPL4B_790216.5	peak_SKM_294604_enhancer_MARCKS_696290.5_RFPL4B_779397.5	10	25	10	25	0.016673847800120715
peak_SKM_124338_enhancer_PRKCB_131243.0_CHP2_212188.5	peak_SKM_124338_enhancer_PRKCB_131663.0_CHP2_218920.0	11	27	11	27	0.013852965261321515
peak_CM_HP_MN_PP_SKM_195617_promoter_USP40	peak_CM_HP_MN_PP_SKM_195617_promoter_USP40	30	10	30	10	0.0022214337732293643
peak_CM_HP_MN_PP_SKM_160365_promoter_ZNF737	peak_CM_HP_MN_PP_SKM_160365_promoter_ZNF737	32	11	32	11	0.001913961001264397
peak_CM_HP_MN_PP_SKM_39280_promoter_ASAH2B	peak_CM_HP_MN_PP_SKM_39280_promoter_ASAH2B	12	33	12	33	0.002458900322096724
peak_CM_HP_MN_PP_SKM_139175_enhancer_ITGB3_22304.5_EFCAB13_47876.5	peak_CM_HP_MN_PP_SKM_139175_enhancer_ITGB3_22306.5_EFCAB13_50281.0	11	29	11	29	0.006426576095691416
peak_CM_HP_MN_PP_355354_enhancer_LHX3_33351.0_C9orf69_51936.5	peak_CM_HP_MN_PP_355354_enhancer_LHX3_34210.5_C9orf69_52415.0	11	27	11	27	0.013852965261321515
peak_CM_HP_MN_PP_SKM_159599_enhancer_INSL3_9351.0_JAK3_17146.5	peak_CM_HP_MN_PP_SKM_159599_enhancer_INSL3_9220.5_JAK3_17383.5	13	30	13	30	0.0137181850586785
peak_CM_HP_MN_PP_SKM_221246_promoter_SLC6A6	peak_CM_HP_MN_PP_SKM_221246_promoter_SLC6A6	26	48	26	48	0.014079981429530049
peak_CM_HP_MN_PP_SKM_127920_promoter_NOL3	peak_CM_HP_MN_PP_SKM_127920_promoter_NOL3	28	50	28	50	0.016853089894602595
peak_HP_SKM_123404_enhancer_ERCC4_10218.5_ERCC4_22071.5	peak_HP_SKM_123404_enhancer_ERCC4_10213.5_ERCC4_22037.0	35	15	35	15	0.006600447966810918
peak_MN_PP_SKM_217798_enhancer_ACO2_10829.5_PHF5A_11370.5	peak_MN_PP_SKM_217798_enhancer_ACO2_10809.0_PHF5A_11350.0	20	49	20	49	0.0006361729964503618
peak_MN_PP_SKM_156119_enhancer_KDM4B_134205.0_UHRF1_193493.5	peak_MN_PP_SKM_156119_enhancer_KDM4B_136468.5_UHRF1_195934.0	42	20	42	20	0.007148733833163066
peak_MN_PP_SKM_241420_enhancer_ETV5_112303.5_DGKG_140884.5	peak_MN_PP_SKM_241420_enhancer_ETV5_111096.0_DGKG_137736.5	14	30	14	30	0.022628841205914796
peak_CM_MN_PP_281706_enhancer_ZNF354C_93868.5_ZNF879_130446.5	peak_CM_MN_PP_281706_enhancer_ZNF354C_88775.0_ZNF879_125909.0	26	9	26	9	0.005988120567053557
peak_CM_HP_MN_PP_323828_enhancer_DEFB136_3259.0_DEFB135_4418.0	peak_CM_HP_MN_PP_323828_enhancer_DEFB136_3249.5_DEFB135_6190.0	10	24	10	24	0.024306510109454393
peak_CM_PP_SKM_111048_enhancer_NDN_3262.0_MAGEL2_42671.0	peak_CM_PP_SKM_111048_enhancer_NDN_3263.5_MAGEL2_43191.0	12	27	12	27	0.023702702470473014
peak_MN_SKM_78150_enhancer_GPR84_7128.5_ZNF385A_27364.5	peak_MN_SKM_78150_enhancer_GPR84_7081.5_ZNF385A_26254.0	46	23	46	23	0.007620521855025698
peak_CM_HP_MN_PP_SKM_245643_promoter_NKX3-2	peak_CM_HP_MN_PP_SKM_245643_promoter_NKX3-2	30	51	30	51	0.02565435797169624
peak_CM_HP_MN_PP_SKM_314806_promoter_FIS1	peak_CM_HP_MN_PP_SKM_314806_promoter_FIS1	40	63	40	63	0.029682214631626732
peak_CM_HP_MN_PP_SKM_310270_enhancer_KCTD7_58425.0_RABGEF1_58442.0	peak_CM_HP_MN_PP_SKM_310270_enhancer_KCTD7_58820.5_RABGEF1_58837.5	27	47	27	47	0.02651683255068482
peak_CM_HP_MN_PP_SKM_301686_promoter_GPR146	peak_CM_HP_MN_PP_SKM_301686_promoter_GPR146	49	82	49	82	0.004981347901780449
peak_CM_HP_MN_PP_SKM_122730_promoter_USP7	peak_CM_HP_MN_PP_SKM_122730_promoter_USP7	38	17	38	17	0.006455803109956635
