Peak	Maximum Z of Overlapping 1kb Regions	Weighted Average Z of Overlapping 1kb Regions	Z of Most Highly Overlapping 1kb Region
peak_PP_696_enhancer_VAMP3_454251.0_PER3_467245.0	2.257760926652653	2.220208850799495	2.257760926652653
peak_MN_698_enhancer_VAMP3_391419.5_PER3_404413.5	2.418966284014889	2.0448070960659317	2.418966284014889
peak_HP_PP_701_enhancer_VAMP3_369325.5_PER3_382319.5	2.066316356171201	2.0065441073134043	2.066316356171201
peak_SKM_703_enhancer_VAMP3_315601.5_PER3_328595.5	4.984590599939235	4.9719943999579845	4.984590599939235
peak_CM_MN_707_enhancer_VAMP3_274701.5_PER3_287695.5	3.0509830024445628	2.843812730329466	3.0509830024445628
peak_MN_717_enhancer_VAMP3_196793.0_PER3_209787.0	3.089666604785968	3.0723368971018816	3.089666604785968
peak_MN_720_enhancer_VAMP3_181146.0_PER3_194140.0	3.713730704782221	3.1773223499885717	3.15510425245274
peak_CM_HP_MN_PP_SKM_732_enhancer_VAMP3_90685.0_PER3_103679.0	4.614946896983711	4.453702485550402	4.428451682865097
peak_CM_HP_MN_PP_SKM_736_enhancer_VAMP3_67059.0_PER3_80053.0	0.7974412584952333	-0.1861190589210805	0.7974412584952333
peak_PP_749_enhancer_TNFRSF9_38982.0_UTS2_48829.0	2.6422780358729674	2.565839972558213	2.6422780358729674
peak_CM_776_enhancer_ERRFI1_99587.0_PARK7_164080.0	1.737645770153554	1.430224430683774	1.737645770153554
peak_SKM_777_enhancer_ERRFI1_111604.5_PARK7_176097.5	3.5365293737903647	2.59924315567099	3.5365293737903647
peak_HP_PP_778_enhancer_ERRFI1_128604.0_SLC45A1_163210.0	3.5189658174459715	2.328298999519366	1.7434100363273493
peak_HP_MN_PP_SKM_781_enhancer_ERRFI1_143742.0_SLC45A1_148072.0	2.9589876507707924	2.633095033005618	2.351761459492519
peak_CM_MN_PP_795_enhancer_SLC45A1_3436.5_ERRFI1_288377.5	4.921671143238166	3.997897384783991	4.921671143238166
peak_MN_PP_803_enhancer_SLC45A1_30898.0_ERRFI1_322712.0	3.632699753408347	2.404678699330452	1.2910188077165738
peak_MN_806_enhancer_SLC45A1_52937.0_ERRFI1_344751.0	1.1994479788081485	0.7194120789682257	0.3146759281228006
peak_CM_SKM_807_enhancer_SLC45A1_55755.0_ERRFI1_347569.0	1.3672155332708291	1.3187727167213112	1.2976279307447316
peak_HP_809_enhancer_SLC45A1_71999.5_ERRFI1_363813.5	1.4975343192769464	1.418002905363835	1.4975343192769464
peak_HP_PP_SKM_812_enhancer_SLC45A1_91179.0_ERRFI1_382993.0	1.1272819875139226	1.0150393286231822	1.1272819875139226
peak_CM_HP_MN_PP_830_enhancer_RERE_219056.0_ENO1_280102.0	1.773710295523618	1.5321458103854644	1.773710295523618
peak_MN_832_enhancer_RERE_205651.0_ENO1_266697.0	-0.4937127801363606	-0.9138443328156957	-1.3308923511634392
peak_MN_SKM_839_enhancer_RERE_104966.0_ENO1_166012.0	0.8071669368608031	0.7850716706315973	0.8071669368608031
peak_HP_PP_855_enhancer_ENO1_20473.0_RERE_40573.0	1.141517282722485	0.8748536149191666	0.8492539028100481
peak_SKM_862_enhancer_ENO1_25387.5_CA6_41780.5	1.7966573411665216	1.0813973408233046	1.7966573411665216
peak_PP_871_enhancer_SLC2A7_5598.5_SLC2A5_37607.5	3.757363839721328	3.311581143611625	3.757363839721328
peak_CM_HP_MN_PP_SKM_889_enhancer_H6PD_52148.0_GPR157_53496.5	6.869855047433783	6.170508749198911	6.4454983730431525
peak_SKM_901_enhancer_H6PD_13351.5_H6PD_18400.5	2.6504209749891747	2.6433860876482416	2.6504209749891747
peak_SKM_915_enhancer_SPSB1_83213.5_H6PD_136327.5	4.342782174880689	4.303083271340074	4.342782174880689
peak_MN_917_enhancer_SPSB1_92914.0_H6PD_146028.0	4.768796237051144	4.056518501118985	4.768796237051144
peak_MN_PP_919_enhancer_SPSB1_109231.0_SLC25A33_137280.5	3.0553008226149463	2.5210850156838736	2.3677360129438094
peak_CM_HP_MN_PP_SKM_925_enhancer_SLC25A33_110479.0_SPSB1_136032.5	2.796947615658738	2.0034527561990645	1.2472214674874968
peak_MN_PP_929_enhancer_SLC25A33_66236.0_TMEM201_115602.0	4.324837795370084	4.1091803545683065	4.324837795370084
peak_HP_MN_PP_933_enhancer_SLC25A33_44110.5_TMEM201_93476.5	3.275601769533982	2.574057084837336	3.275601769533982
peak_CM_HP_MN_PP_SKM_965_enhancer_PIK3CD_37829.5_TMEM201_100746.5	6.089749954982388	5.899585446516538	6.089749954982388
peak_CM_HP_MN_PP_SKM_980_enhancer_CLSTN1_12001.5_CTNNBIP1_74334.5	3.3156726496773703	2.9523856595622044	3.3156726496773703
peak_HP_MN_986_enhancer_CTNNBIP1_42636.5_CLSTN1_43699.5	4.6312040082511805	4.590549039629192	4.6312040082511805
peak_CM_MN_987_enhancer_CTNNBIP1_35096.0_CLSTN1_51240.0	3.756214388017976	3.651890942106304	3.756214388017976
peak_HP_989_enhancer_CTNNBIP1_25387.5_LZIC_58314.5	3.687493658682941	3.510849959356108	3.687493658682941
peak_MN_1005_enhancer_RBP7_19126.5_NMNAT1_34628.0	2.185412940502772	1.8373594614171722	2.185412940502772
peak_PP_1013_enhancer_UBE4B_26984.0_RBP7_62840.5	1.2534897010118642	0.5036884039917818	0.043284098804012
peak_CM_HP_PP_SKM_1059_enhancer_PEX14_32850.5_DFFA_35273.5	0.9196480633811824	0.2643335851547166	0.0205440972294495
peak_HP_1060_enhancer_PEX14_44280.0_DFFA_46703.0	3.871087683029645	3.63249947785212	3.871087683029645
peak_MN_PP_SKM_1062_enhancer_PEX14_53724.5_DFFA_56147.5	4.230225167104423	3.7127748962666383	3.6323877131991495
peak_MN_PP_1066_enhancer_PEX14_81311.5_DFFA_83734.5	3.599179664621192	3.4184111798885457	3.599179664621192
peak_MN_1067_enhancer_PEX14_118953.5_DFFA_121376.5	2.1827288620050203	1.970942125977513	2.1827288620050203
peak_MN_SKM_1086_enhancer_CASZ1_40382.5_C1orf127_207997.5	5.862023885458973	5.564341788661686	5.862023885458973
peak_CM_HP_MN_PP_SKM_1110_enhancer_CASZ1_70346.5_C1orf127_97268.5	3.231010705887228	3.0466259016579884	2.8797886995881936
peak_MN_1111_enhancer_CASZ1_81854.0_C1orf127_85761.0	3.748619767769453	1.8094576188540183	1.7405533800600688
peak_HP_MN_PP_1113_enhancer_C1orf127_75244.5_CASZ1_92370.5	2.8368473093105298	2.8133258754634833	2.8368473093105298
peak_MN_1114_enhancer_C1orf127_65512.5_CASZ1_102102.5	4.312165875171959	3.244155780148417	3.1979615718861534
peak_MN_SKM_1118_enhancer_C1orf127_22018.0_TARDBP_70453.0	1.9592003288030424	1.4519916612803183	1.3273833035152198
peak_HP_MN_SKM_1120_enhancer_C1orf127_3077.0_TARDBP_51512.0	4.581018202099107	3.5895215308493365	3.289463327707959
peak_SKM_1145_enhancer_ANGPTL7_30499.0_EXOSC10_59001.0	2.74693297390437	2.2535159596743553	2.74693297390437
peak_MN_1164_enhancer_UBIAD1_55250.5_MTOR_66076.5	2.922432501330168	2.8244215124537195	2.823802756210813
peak_SKM_1168_enhancer_UBIAD1_82162.5_MTOR_92988.5	3.925626866266295	3.836912063382687	3.925626866266295
peak_PP_1171_enhancer_DISP3_82998.0_UBIAD1_122692.5	3.2109597550625515	2.770043544266916	3.2109597550625515
peak_SKM_1174_enhancer_DISP3_50134.5_UBIAD1_155556.0	2.8995422101714627	2.6079356993179483	2.8995422101714627
peak_MN_1176_enhancer_DISP3_24768.5_UBIAD1_180922.0	2.610834283863277	1.7663077034571761	1.7572914054457232
peak_PP_1182_enhancer_DISP3_17882.5_FBXO2_157465.5	3.7879671925659	2.5758993287579863	1.7172475566558707
peak_MN_1183_enhancer_DISP3_36883.0_FBXO2_138465.0	5.100544103559431	3.3898246561021192	2.575802019393807
peak_SKM_1184_enhancer_DISP3_63052.5_FBXO2_112295.5	2.7515955673824672	2.419194790349382	2.7515955673824672
peak_MN_1185_enhancer_DISP3_67262.5_FBXO2_108085.5	3.2777410625364727	0.959956166517911	0.3019523431986207
peak_HP_PP_SKM_1187_enhancer_DISP3_71766.5_FBXO2_103581.5	2.7122154086563586	2.1083671331393203	2.0248858047268268
peak_MN_1211_enhancer_DRAXIN_13107.5_MAD2L2_23779.5	4.780260381135807	4.665334635788667	4.592624070574242
peak_MN_1240_enhancer_NPPB_16113.0_NPPA_27297.0	1.936562062156119	1.8880263440551408	1.936562062156119
peak_CM_MN_1268_enhancer_MIIP_19459.5_TNFRSF8_24387.5	4.6424681099333975	3.5369109824334712	4.6424681099333975
peak_SKM_1281_enhancer_TNFRSF1B_2657.0_TNFRSF1B_19155.0	4.806382682244252	4.256071879161928	4.806382682244252
peak_HP_1295_enhancer_VPS13D_130150.5_TNFRSF1B_171402.5	2.290929397647186	2.2592481272012694	2.290929397647186
peak_HP_PP_1296_enhancer_VPS13D_151222.0_TNFRSF1B_192474.0	2.8241966628377497	2.736933100489687	2.8241966628377497
peak_SKM_1299_enhancer_DHRS3_169934.0_AADACL4_196435.0	0.4111997290280272	0.35454629221102674	0.4111997290280272
peak_PP_1309_enhancer_DHRS3_137140.0_AADACL4_163641.0	2.6096683463652552	2.4551851610923183	2.6096683463652552
peak_MN_1311_enhancer_DHRS3_98142.5_AADACL4_124643.5	3.084019404265544	2.7164717577188524	3.084019404265544
peak_MN_1313_enhancer_DHRS3_79891.5_AADACL4_106392.5	2.7380744075248047	2.0746668086235003	1.8488259238911413
peak_CM_HP_MN_PP_SKM_1317_enhancer_DHRS3_77484.0_AADACL4_103985.0	6.17905808953615	5.592574094068805	5.751817046488722
peak_CM_HP_MN_1334_enhancer_DHRS3_13604.5_AADACL4_40105.5	3.112395230526859	3.0738508251490284	3.112395230526859
peak_PP_1336_enhancer_DHRS3_8256.0_AADACL4_34757.0	3.4671745129836107	3.4142044537249183	3.4671745129836107
peak_HP_PP_1343_enhancer_AADACL4_10523.0_DHRS3_37024.0	1.0940584682631715	0.30224887596779487	1.0940584682631715
peak_CM_HP_PP_1364_enhancer_PDPN_9951.0_LRRC38_79948.5	0.8077353318704077	0.716464336233495	0.6700938596800418
peak_HP_MN_1367_enhancer_PRDM2_38968.5_PDPN_82004.5	2.6724638079212606	2.1845619160805483	2.025276298450198
peak_PP_1372_enhancer_PRDM2_14163.0_PDPN_135136.0	2.433531748240984	1.8166483837224667	2.433531748240984
peak_MN_1384_enhancer_PRDM2_190125.5_PDPN_311098.5	3.632781410941864	2.656448610941227	1.9142073009992224
peak_HP_1386_enhancer_PRDM2_234215.5_PDPN_355188.5	2.0027066335477235	1.056719353600227	2.0027066335477235
peak_MN_1387_enhancer_PRDM2_255952.5_PDPN_376925.5	1.2813332434135534	0.9561019162080828	0.9242610869711836
peak_SKM_1388_enhancer_PRDM2_261166.0_PDPN_382139.0	2.667962481516738	2.2448534474139983	1.8916797908489016
peak_MN_1391_enhancer_PRDM2_357919.5_PDPN_478892.5	2.1782523842992214	2.0593426170984492	2.1782523842992214
peak_PP_1396_enhancer_KAZN_407936.5_PRDM2_485968.5	1.0299689273982575	0.9643942374328546	1.0299689273982575
peak_HP_1408_enhancer_KAZN_163469.5_TMEM51_717863.5	3.3926935751940475	3.228165774093455	3.3926935751940475
peak_SKM_1410_enhancer_KAZN_111955.0_TMEM51_666349.0	1.243399265416801	0.9887014364774023	1.243399265416801
peak_HP_PP_SKM_1413_enhancer_KAZN_100188.0_TMEM51_654582.0	2.972810686774312	2.567673339583676	2.51832703015104
peak_PP_1414_enhancer_KAZN_68789.5_TMEM51_623183.5	2.800123037461726	1.2154621012014886	2.800123037461726
peak_CM_1423_enhancer_KAZN_19186.5_TMEM51_535207.5	0.4735571310663397	0.4441458448990083	0.4735571310663397
peak_SKM_1426_enhancer_KAZN_95327.0_TMEM51_459067.0	3.2533499477595784	2.721131368813828	2.470579237802444
peak_PP_1428_enhancer_KAZN_134576.5_TMEM51_419817.5	3.3102691108913964	3.270760616901341	3.3102691108913964
peak_CM_1433_enhancer_KAZN_185014.0_TMEM51_369380.0	1.9719391057565985	1.9704777580385928	1.9719391057565985
peak_HP_1434_enhancer_KAZN_189119.0_TMEM51_365275.0	1.973011931645836	1.7944635269908926	1.973011931645836
peak_MN_1437_enhancer_KAZN_257130.0_TMEM51_297264.0	5.2246130909916	4.221885333479063	3.9191750670601855
peak_MN_1440_enhancer_TMEM51_265019.0_C1orf195_283516.0	2.3071223845834563	1.9182135623902339	2.3071223845834563
peak_HP_1443_enhancer_TMEM51_229982.0_C1orf195_248479.0	4.152310572849247	3.9224293834535437	4.152310572849247
peak_CM_HP_MN_PP_SKM_1447_enhancer_TMEM51_228765.5_C1orf195_247262.5	4.152310572849247	3.5199704765115474	4.152310572849247
peak_PP_1449_enhancer_TMEM51_221018.5_C1orf195_239515.5	3.5860719624467445	2.9696285999757337	3.5860719624467445
peak_PP_1459_enhancer_TMEM51_71153.5_C1orf195_89650.5	4.0849214348724665	1.6229173120026443	4.0849214348724665
peak_MN_PP_SKM_1461_enhancer_TMEM51_64393.5_C1orf195_82890.5	2.4837440425490143	2.4114069297841287	2.4837440425490143
peak_SKM_1477_enhancer_C1orf195_7407.5_TMEM51_25904.5	2.5371863330473263	2.4575821476068467	2.5371863330473263
peak_PP_1495_enhancer_EFHD2_59036.0_CTRC_88520.0	2.7750751540489955	1.8036019247036064	1.3128986779790437
peak_SKM_1497_enhancer_EFHD2_38941.5_CTRC_68425.5	3.0796930383842938	2.9563556040102066	2.856875410591691
peak_CM_HP_MN_PP_SKM_1568_enhancer_SPEN_1952.0_UQCRHL_42083.0	0.0545464793190145	-0.45471371593283544	0.0545464793190145
peak_HP_PP_1574_enhancer_ZBTB17_51106.0_SPEN_77171.0	3.266607282706154	2.9152232528385422	2.5658586714184453
peak_MN_SKM_1609_enhancer_FAM131C_38213.0_EPHA2_44081.0	1.501485176146588	0.8593983918399966	0.2983831712084798
peak_HP_1610_enhancer_FAM131C_39338.0_EPHA2_42956.0	1.501485176146588	1.4687135935974545	1.4500070679363608
peak_MN_1611_enhancer_EPHA2_39925.5_FAM131C_42368.5	2.8393314054405865	2.819046175058473	2.8393314054405865
peak_SKM_1612_enhancer_EPHA2_37212.0_FAM131C_45082.0	4.389898910406833	3.8554443609732125	3.80856238295272
peak_CM_HP_MN_PP_SKM_1643_enhancer_ARHGEF19_9541.5_NAN_12978.5	4.248118895214492	3.3329146475619265	3.316443030056368
peak_CM_HP_MN_PP_SKM_1647_enhancer_ARHGEF19_10593.5_NAN_11926.5	4.248118895214492	4.236356394538202	4.248118895214492
peak_HP_1676_enhancer_NECAP2_21248.5_SPATA21_24561.5	-0.207906212596064	-0.21521387226649097	-0.2201617668350092
peak_MN_PP_1678_enhancer_NECAP2_44201.5_SPATA21_47514.5	1.4881153718890645	0.8099245404129254	1.4881153718890645
peak_HP_MN_PP_1681_enhancer_NECAP2_50371.0_SPATA21_53684.0	1.1432920313996904	0.37404829461935635	1.1432920313996904
peak_HP_1718_enhancer_MFAP2_2615.5_ATP13A2_28214.5	5.177001098025803	5.057943723819364	5.177001098025803
peak_MN_1753_enhancer_PADI4_6797.5_PADI6_57200.5	3.099069190767968	2.247771876634185	3.099069190767968
peak_SKM_1772_enhancer_ARHGEF10L_7695.0_RCC2_92924.0	0.8869017216840342	0.6497777037915623	0.4445855985329892
peak_SKM_1778_enhancer_ARHGEF10L_30169.5_RCC2_130788.5	3.859840062374164	2.925527215312503	2.6074632673766183
peak_PP_1788_enhancer_ARHGEF10L_104570.5_ACTL8_111055.5	4.495724381362487	4.28629080464086	4.495724381362487
peak_MN_PP_1793_enhancer_ACTL8_54386.5_ARHGEF10L_161239.5	4.851743437599577	3.1292991566471864	1.6312680899643963
peak_SKM_1801_enhancer_ACTL8_63427.0_ARHGEF10L_279053.0	1.8016801176095447	0.6284380259632582	0.618101091235097
peak_SKM_1802_enhancer_ACTL8_74566.0_IGSF21_277858.0	1.5814100597624443	1.4300870164653618	1.5814100597624443
peak_PP_1803_enhancer_ACTL8_87625.5_IGSF21_264798.5	4.462780696665089	4.3002181296364235	4.1619940260329535
peak_MN_PP_1806_enhancer_ACTL8_164780.0_IGSF21_187644.0	-0.0024212737575677	-0.21188330826300394	-0.0024212737575677
peak_SKM_1807_enhancer_ACTL8_172730.5_IGSF21_179693.5	1.3393493666369032	1.1049369649500367	1.00733774937781
peak_MN_1809_enhancer_IGSF21_122836.0_ACTL8_229588.0	1.8852895739473992	0.22808781468839381	-0.1664840327542265
peak_MN_1818_enhancer_IGSF21_44021.5_KLHDC7A_329186.5	1.2648760667661416	1.2612587479311357	1.2648760667661416
peak_CM_HP_PP_1820_enhancer_IGSF21_53489.5_KLHDC7A_319718.5	3.887750402162123	1.4679806684563539	0.6029278521069942
peak_MN_1821_enhancer_IGSF21_60513.0_KLHDC7A_312695.0	3.661109309358832	3.5710197322886756	3.661109309358832
peak_MN_PP_1822_enhancer_IGSF21_68175.0_KLHDC7A_305033.0	3.849671537319472	1.9480920389817002	3.849671537319472
peak_MN_1823_enhancer_IGSF21_75127.0_KLHDC7A_298081.0	2.659549541885219	1.7914469987969213	1.4090971252483355
peak_PP_1824_enhancer_IGSF21_95368.5_KLHDC7A_277839.5	1.4097823257421938	0.8737523780010804	0.6554954583512177
peak_MN_1827_enhancer_IGSF21_138398.5_KLHDC7A_234809.5	0.9991738383753486	0.8018828712246302	0.9991738383753486
peak_MN_PP_1828_enhancer_IGSF21_175496.5_KLHDC7A_197711.5	2.796279759573814	2.6817911858032137	2.796279759573814
peak_PP_1833_enhancer_KLHDC7A_107016.0_PAX7_257227.0	1.7617773771441656	1.60246068897924	1.4714669675991898
peak_HP_MN_PP_1836_enhancer_KLHDC7A_81935.5_PAX7_232146.5	1.770554690648483	1.5803117912637348	1.770554690648483
peak_HP_1837_enhancer_KLHDC7A_71866.5_PAX7_222077.5	2.335412566358772	1.531042586774824	1.136991675428081
peak_MN_1845_enhancer_KLHDC7A_61800.5_PAX7_88410.5	3.074921306168478	1.7295562243125193	1.2845192993693135
peak_MN_PP_1846_enhancer_PAX7_69124.5_KLHDC7A_81086.5	3.296461285627473	2.282568043174015	1.6874567921687251
peak_CM_1853_enhancer_PAX7_48046.5_TAS1R2_180444.5	2.0405272507457703	1.533281757638933	1.4609489165641312
peak_MN_1856_enhancer_PAX7_67901.0_TAS1R2_160590.0	3.170772274950944	2.113899923747857	1.7207289808088246
peak_PP_1858_enhancer_PAX7_77665.0_TAS1R2_150826.0	1.6809460284474242	0.7975291811870051	0.5836493129029037
peak_HP_1870_enhancer_TAS1R2_6249.5_ALDH4A1_36629.5	1.7077365192435785	1.6546106254108492	1.7077365192435785
peak_HP_1892_enhancer_IFFO2_9318.0_ALDH4A1_63409.5	0.9437718071187898	-0.026584325182600566	0.9437718071187898
peak_PP_1893_enhancer_IFFO2_51396.5_ALDH4A1_105488.0	0.9488752538149172	0.6859923500598192	0.4763378028501749
peak_PP_1894_enhancer_IFFO2_54304.0_ALDH4A1_108395.5	2.792205638939774	2.737601623126906	2.792205638939774
peak_SKM_1896_enhancer_IFFO2_79449.5_ALDH4A1_133541.0	3.3716233185742883	2.856573787489956	3.3716233185742883
peak_CM_1932_enhancer_CAPZB_47322.5_SLC66A1_125882.5	1.849943095789955	1.8436672972079844	1.849943095789955
peak_HP_PP_1933_enhancer_CAPZB_39431.5_SLC66A1_133773.5	0.2884716631123123	0.05196603716854638	-0.0973135039593257
peak_PP_1964_enhancer_HTR6_6870.0_NBL1_27426.0	2.3013146281036194	2.024642909069081	2.3013146281036194
peak_MN_PP_SKM_1969_enhancer_HTR6_39761.5_NBL1_60317.5	2.4252591425620564	0.5163557501307994	0.29819536242437
peak_SKM_1972_enhancer_TMCO4_33948.5_RNF186_49366.0	3.198137621788919	3.0644699809705807	3.0290679077835456
peak_HP_1984_enhancer_PLA2G2E_17233.5_PLA2G2A_38754.5	1.9025830858257493	1.8799268733375938	1.9025830858257493
peak_SKM_1986_enhancer_PLA2G2A_10412.5_PLA2G2E_66400.5	1.1513320025475875	1.1259386522071388	1.1044470509114444
peak_PP_1997_enhancer_PLA2G2C_3928.0_UBXN10_14868.0	3.18195477692143	2.8837732062354524	3.18195477692143
peak_MN_2000_enhancer_UBXN10_49197.0_VWA5B1_55678.5	3.783402124129644	1.4565204565250431	0.9624276160355
peak_PP_2001_enhancer_VWA5B1_47866.0_UBXN10_57009.5	2.3377165973497047	0.9624993023306341	-0.0244987562954932
peak_MN_2002_enhancer_VWA5B1_40277.0_UBXN10_64598.5	2.890426222917053	2.88376287473977	2.890426222917053
peak_MN_2005_enhancer_VWA5B1_14021.0_UBXN10_90854.5	1.520200151608094	1.2745607217796022	1.520200151608094
peak_MN_2006_enhancer_VWA5B1_7691.0_UBXN10_97184.5	1.7120681941314162	0.2702149271855297	0.0007632232234754
peak_MN_2016_enhancer_VWA5B1_75269.5_CAMK2N1_120069.0	5.7304286436545135	4.926869915634639	5.7304286436545135
peak_MN_2018_enhancer_VWA5B1_86192.0_CAMK2N1_109146.5	3.983224870733312	3.3322584074290913	3.983224870733312
