Peak	Maximum Z of Overlapping 1kb Regions	Weighted Average Z of Overlapping 1kb Regions	Z of Most Highly Overlapping 1kb Region
peak_MN_55541_enhancer_MCTP2_214328.5_RGMA_994733.5	2.424943091838684	2.025482055983896	1.7993982058299711
peak_PP_55542_enhancer_MCTP2_187394.0_RGMA_1021668.0	2.8972296056175826	0.9576073778322424	0.6145873697030021
peak_MN_PP_SKM_55544_enhancer_MCTP2_178324.5_RGMA_1030737.5	1.9523499459866416	1.4014633837917745	0.9834711056727824
peak_PP_55553_enhancer_MCTP2_76816.0_RGMA_1285878.0	1.0360073626675337	0.8150998633574564	1.0360073626675337
peak_MN_55555_enhancer_MCTP2_116881.0_RGMA_1325943.0	1.2245519217711096	0.9162511094831908	1.2245519217711096
peak_PP_55558_enhancer_MCTP2_186919.5_RGMA_1395981.5	1.1986651451242771	0.8965963664529883	1.1986651451242771
peak_SKM_55559_enhancer_MCTP2_232625.5_RGMA_1441687.5	-0.0238186898162651	-0.23667447362190683	-0.0238186898162651
peak_HP_55561_enhancer_MCTP2_373659.5_RGMA_1582721.5	1.5553699867112385	0.8831645337735254	1.5553699867112385
peak_PP_55562_enhancer_MCTP2_378752.0_RGMA_1587814.0	1.5487707806644098	1.1584984124117015	0.8306696230794265
peak_MN_55564_enhancer_MCTP2_394724.5_RGMA_1603786.5	0.5374672096103735	0.3232805841596846	0.1297515520265747
peak_HP_55565_enhancer_MCTP2_463909.0_NR2F2_1568576.0	0.3378112701583357	-1.7118066462279198	-1.8067480755973104
peak_HP_55566_enhancer_MCTP2_495556.5_NR2F2_1536928.5	-0.8276173143442442	-0.9324540767682042	-0.942831319749256
peak_CM_HP_MN_PP_SKM_55571_enhancer_MCTP2_546697.5_NR2F2_1485787.5	-0.3287164001055558	-0.7529694311888384	-1.109155492449968
peak_HP_55573_enhancer_MCTP2_597620.0_NR2F2_1434865.0	-1.7550373506641843	-1.8427213059248153	-1.878879637991055
peak_MN_55576_enhancer_MCTP2_672785.0_NR2F2_1359700.0	0.3969059802268344	-0.35263245441726654	-0.6524478282749069
peak_HP_55577_enhancer_MCTP2_700521.5_NR2F2_1331963.5	-0.2109402734543656	-0.4993535636187064	-0.2109402734543656
peak_PP_55578_enhancer_MCTP2_764405.5_NR2F2_1268079.5	1.4566926199719912	-1.6533637396158	-1.827634139075461
peak_SKM_55579_enhancer_MCTP2_770754.0_NR2F2_1261731.0	1.8552719166399043	1.1205163857259455	1.8552719166399043
peak_HP_MN_55580_enhancer_MCTP2_777621.5_NR2F2_1254863.5	1.3029752104787171	1.2414444347744313	1.3029752104787171
peak_HP_55584_enhancer_MCTP2_870920.0_NR2F2_1161565.0	0.3954116847598664	-0.8681700411818685	-0.9076569701175476
peak_MN_PP_55585_enhancer_MCTP2_872083.0_NR2F2_1160402.0	0.4766271528905815	0.11002720253738149	0.4766271528905815
peak_HP_MN_PP_55588_enhancer_MCTP2_961583.5_NR2F2_1070901.5	-0.1653940981968115	-0.6335117105071614	-0.1653940981968115
peak_MN_SKM_55589_enhancer_MCTP2_997997.5_NR2F2_1034487.5	1.4884438103512918	0.5136461570151833	0.3621151115446664
peak_MN_PP_55590_enhancer_NR2F2_1006564.0_MCTP2_1025921.0	1.8621420929468937	1.3311357940990767	1.8621420929468937
peak_MN_55592_enhancer_NR2F2_977766.0_MCTP2_1054719.0	1.361920119649224	1.1851806248679262	1.0221065549408526
peak_MN_55593_enhancer_NR2F2_875962.5_MCTP2_1156522.5	-0.9285722249568618	-1.2151026861259753	-1.354005394463743
peak_MN_55597_enhancer_NR2F2_810003.0_MCTP2_1222482.0	-0.0708417620889229	-1.2599183879307518	-1.4485031616452322
peak_MN_55598_enhancer_NR2F2_787647.0_SPATA8_1240330.0	0.4130038500302515	0.34710397177148433	0.4130038500302515
peak_HP_55599_enhancer_NR2F2_773491.0_SPATA8_1226174.0	-1.4902436762573157	-1.5223325148697604	-1.5225774678362676
peak_PP_55602_enhancer_NR2F2_684885.0_SPATA8_1137568.0	-0.5340443624181944	-1.9824492636333813	-2.554618242668726
peak_PP_55607_enhancer_NR2F2_505011.0_SPATA8_957694.0	0.8586164465187236	0.8056898665328598	0.8586164465187236
peak_PP_55609_enhancer_NR2F2_484517.5_SPATA8_937200.5	0.0900918361178524	0.05382909841984318	0.0900918361178524
peak_MN_55610_enhancer_NR2F2_382062.0_SPATA8_834745.0	0.228457427687937	0.19366786541086217	0.228457427687937
peak_HP_55611_enhancer_NR2F2_293914.5_SPATA8_746597.5	0.8626548718236878	0.5871611632137111	0.5487370406970565
peak_PP_55613_enhancer_NR2F2_277651.0_SPATA8_730334.0	2.6714702487477777	1.7473848344572347	1.3255197540202477
peak_HP_PP_55617_enhancer_NR2F2_159133.5_SPATA8_611816.5	2.592886839279421	2.052673180418145	2.592886839279421
peak_MN_PP_55618_enhancer_NR2F2_142776.5_SPATA8_595459.5	2.289812350430221	2.187957174417445	2.1004517607711093
peak_HP_MN_PP_55622_enhancer_NR2F2_65921.5_SPATA8_518604.5	1.7980430745322296	1.7305611325246897	1.697682712659362
peak_MN_PP_55632_enhancer_NR2F2_13934.0_SPATA8_438749.0	4.545808680523794	4.533823242971966	4.545808680523794
peak_HP_MN_SKM_55634_enhancer_NR2F2_15042.5_SPATA8_437640.5	4.422484836240519	3.944386005742949	4.422484836240519
peak_HP_55644_enhancer_NR2F2_86146.5_SPATA8_366536.5	3.414435431998711	2.2396357582161355	3.414435431998711
peak_HP_PP_55646_enhancer_NR2F2_161323.5_SPATA8_291359.5	0.8557935165982015	-0.7992365394462771	0.8557935165982015
peak_PP_55647_enhancer_NR2F2_164096.5_SPATA8_288586.5	2.129475688807391	2.126765030756025	2.1259122394589665
peak_PP_55650_enhancer_SPATA8_138541.0_NR2F2_314142.0	2.9781676974200533	1.2844685989234017	0.401623207537004
peak_MN_55651_enhancer_SPATA8_71390.0_NR2F2_381293.0	2.9245664990373883	1.5967214632757445	0.5552743764038672
peak_PP_55653_enhancer_SPATA8_36551.0_NR2F2_416132.0	2.1168605704406573	1.0974957098807372	0.8653631178720425
peak_MN_55656_enhancer_SPATA8_214545.0_NR2F2_667228.0	2.795206186034937	2.0375560498766188	2.795206186034937
peak_HP_MN_55658_enhancer_SPATA8_302412.5_NR2F2_755095.5	2.595492042046533	1.9380242777899146	2.595492042046533
peak_PP_55659_enhancer_SPATA8_351607.5_NR2F2_804290.5	2.9177328531289186	2.5631521645277076	2.3107596604886504
peak_CM_55661_enhancer_SPATA8_385603.0_ARRDC4_791625.5	2.6253624615412434	2.0257490733850427	2.6253624615412434
peak_MN_55662_enhancer_SPATA8_387460.0_ARRDC4_789768.5	2.2336247554306725	0.5040949345363752	-0.3110699935160492
peak_HP_55663_enhancer_SPATA8_536316.0_ARRDC4_640912.5	2.7828394715152704	2.4842255487007012	2.7828394715152704
peak_PP_55665_enhancer_ARRDC4_469619.5_SPATA8_707609.0	2.0776317296293527	1.719849354300861	2.0776317296293527
peak_SKM_55666_enhancer_ARRDC4_438651.5_SPATA8_738577.0	1.7812976155123517	0.7417057179026231	1.7812976155123517
peak_CM_HP_PP_55668_enhancer_ARRDC4_268117.5_FAM169B_821786.0	3.4883226848354645	3.313121040121712	3.4883226848354645
peak_HP_55684_enhancer_ARRDC4_122270.0_FAM169B_431398.5	3.6520408832961455	1.973609479643946	1.0405341269557171
peak_HP_55688_enhancer_ARRDC4_163399.0_FAM169B_390269.5	4.697767385215911	4.696266469841043	4.695434440665844
peak_PP_55691_enhancer_ARRDC4_205187.5_FAM169B_348481.0	4.115192276862473	3.975489961763634	4.115192276862473
peak_HP_PP_SKM_55693_enhancer_ARRDC4_217437.0_FAM169B_336231.5	4.69965467992637	3.3858146634600947	2.8168583030530465
peak_MN_55694_enhancer_ARRDC4_233471.5_FAM169B_320197.0	4.46349755184497	4.276150434258065	4.195631034784545
peak_PP_55698_enhancer_FAM169B_248470.5_ARRDC4_305198.0	4.771515697360415	3.8899881136584225	3.4468672961825546
peak_MN_55700_enhancer_FAM169B_220538.0_ARRDC4_333130.5	4.261918900174454	4.047215623570039	4.261918900174454
peak_PP_SKM_55702_enhancer_FAM169B_150593.5_IGF1R_285300.5	4.2703798402998165	1.7679886616564549	1.7397130551181117
peak_HP_SKM_55718_enhancer_IGF1R_39301.0_FAM169B_95406.0	4.2957210241028365	4.281118248918624	4.2957210241028365
peak_MN_55724_enhancer_IGF1R_13950.5_FAM169B_148657.5	-0.4537659421360458	-0.5922403911704365	-0.7139521437427693
peak_HP_55730_enhancer_IGF1R_127861.5_PGPEP1L_228654.5	3.59379177595108	1.707405549472639	0.9264526510471616
peak_HP_MN_SKM_55732_enhancer_IGF1R_136899.5_PGPEP1L_219616.5	0.8954787740279594	0.7400590404437501	0.6390579810837038
peak_HP_PP_SKM_55734_enhancer_IGF1R_151710.0_PGPEP1L_204806.0	0.5972196540541888	0.4596173161753532	0.4399598393355195
peak_PP_55735_enhancer_IGF1R_156808.5_PGPEP1L_199707.5	0.6824597365917892	0.49933966208582115	0.6824597365917892
peak_HP_55736_enhancer_IGF1R_163890.5_PGPEP1L_192625.5	-0.0847679228015313	-0.18065876424327368	-0.0847679228015313
peak_SKM_55743_enhancer_PGPEP1L_139450.5_PGPEP1L_141687.5	2.264049131641341	1.1722744142153032	2.264049131641341
peak_PP_55778_enhancer_SYNM_63209.5_TTC23_82126.0	2.312156905880673	1.0859784213635757	0.5002216849951523
peak_SKM_55779_enhancer_SYNM_64997.0_TTC23_80338.5	2.312156905880673	2.004488090251959	1.7811027140939175
peak_SKM_55788_enhancer_MEF2A_121983.5_LRRC28_192539.5	2.6015707533517216	1.3189862033510895	0.4314593417472766
peak_PP_SKM_55793_enhancer_MEF2A_89258.5_LRRC28_225264.5	3.599134871150268	3.423972996990187	3.599134871150268
peak_HP_MN_SKM_55795_enhancer_MEF2A_79300.0_LRRC28_235223.0	2.7239834799404283	2.5824138661885176	2.7239834799404283
peak_PP_55797_enhancer_MEF2A_62858.0_LYSMD4_230312.0	2.055165940531247	2.0531775062708633	2.055165940531247
peak_CM_55798_enhancer_MEF2A_58312.5_LYSMD4_225766.5	1.8352273801711567	1.8345198002807863	1.8352273801711567
peak_CM_HP_MN_55805_enhancer_MEF2A_48998.0_LYSMD4_118456.0	1.2265324767554548	1.0710424443070734	1.2265324767554548
peak_HP_55806_enhancer_MEF2A_53192.5_LYSMD4_114261.5	0.7927781667659314	0.5422167606583319	0.5293531170412007
peak_PP_55817_enhancer_LYSMD4_274525.5_ADAMTS17_333986.0	1.4379433125212602	0.86734539061195	1.4379433125212602
peak_HP_55819_enhancer_LYSMD4_298392.0_ADAMTS17_310119.5	1.7227006449706543	0.7344816526419596	0.6320241651429981
peak_SKM_55822_enhancer_ADAMTS17_216302.0_LYSMD4_392209.5	1.0889566896316971	-0.35879667201530496	-0.4407856850444944
peak_PP_55824_enhancer_ADAMTS17_172017.5_CERS3_358968.0	1.1130001900194553	0.7671269527376092	1.1130001900194553
peak_HP_MN_SKM_55838_enhancer_ADAMTS17_8188.5_CERS3_178762.0	3.3616861085909737	2.0240156810378833	3.3616861085909737
peak_HP_SKM_55839_enhancer_ADAMTS17_41993.0_CERS3_144957.5	3.0378027940013035	2.4972941216327436	2.0189294944830287
peak_HP_55850_enhancer_ASB7_25334.5_LINS1_25742.0	0.7866994000916482	0.5221881039698605	0.7866994000916482
peak_CM_55857_enhancer_ALDH1A3_119995.0_ALDH1A3_138313.0	1.8600455389619703	1.1875163707087806	1.0291819977633907
peak_SKM_55861_enhancer_ALDH1A3_36902.0_ALDH1A3_55220.0	2.733900794193936	2.0649953921823005	1.7270466699116138
peak_PP_55862_enhancer_ALDH1A3_34838.0_ALDH1A3_53156.0	4.59793276693854	2.531563124049625	0.7003900258797731
peak_HP_PP_55872_enhancer_LRRK1_9865.0_ALDH1A3_31063.0	2.6674970598231384	2.379242284742608	2.6674970598231384
peak_HP_PP_55874_enhancer_LRRK1_67449.5_ALDH1A3_88647.5	1.405601367402222	1.2571876451071031	1.405601367402222
peak_SKM_55888_enhancer_CHSY1_124016.0_SELENOS_149514.0	3.9879244835786434	3.764165941121044	3.9879244835786434
peak_CM_55889_enhancer_CHSY1_101854.5_SELENOS_127352.5	3.682507973556545	3.5795705218240075	3.682507973556545
peak_CM_HP_MN_PP_SKM_55896_enhancer_CHSY1_50346.0_SELENOS_75844.0	2.4344890114420283	2.1167356026730415	2.4344890114420283
peak_HP_PP_55918_enhancer_PCSK6_11640.0_TM2D3_174413.5	1.5819562706366852	1.3616258259534963	1.5819562706366852
peak_SKM_55921_enhancer_PCSK6_10588.5_TM2D3_152185.0	2.1535251856197903	2.1160121191487185	2.1535251856197903
peak_HP_55923_enhancer_PCSK6_45266.5_TM2D3_117507.0	2.687875087998255	1.666495608792326	1.539812882689265
peak_HP_55931_enhancer_TARS3_13533.5_TM2D3_58561.5	0.6151491204339878	0.299001548680393	0.6151491204339878
peak_PP_55932_enhancer_TARS3_5680.0_TM2D3_66415.0	1.1664941303174956	0.638550759886555	0.5294086208070816
peak_HP_55947_enhancer_HBZ_6702.5_NPRL3_7424.5	2.4150491873477984	2.159009990428802	2.0151792065021943
peak_PP_55949_enhancer_HBM_2977.0_HBA1_3860.5	1.7272790097612891	1.4786683653733341	1.7272790097612891
peak_HP_PP_55950_enhancer_HBA1_2731.0_HBA2_2731.0	1.7272790097612891	1.2405656094693083	1.0565509234528772
peak_CM_55963_enhancer_RGS11_15724.5_FAM234A_20005.5	3.3024193002921964	3.045078435144971	3.3024193002921964
peak_MN_56096_enhancer_CACNA1H_11984.0_C1QTNF8_44948.0	3.053593098884801	2.7650073997966986	2.6112566996102644
peak_PP_56163_enhancer_JPT2_22164.5_CRAMP1_42853.0	5.5651436075543295	4.788727088301854	5.5651436075543295
peak_CM_HP_56301_enhancer_CCNF_6207.0_TEDC2_36906.0	2.692858898222588	2.4642734846175647	2.4414149432570627
peak_MN_56319_enhancer_TBC1D24_11919.5_NTN3_15664.0	5.768246320193329	4.844245999506548	4.1336358874088655
peak_MN_56396_enhancer_FLYWCH1_12952.0_KREMEN2_39190.5	1.4914097906998771	-0.4933759132495714	-1.4285800246020235
peak_MN_56413_enhancer_PKMYT1_10916.5_CLDN9_21586.0	4.9363696482402215	4.862065676331111	4.9363696482402215
peak_HP_PP_56419_enhancer_CLDN9_2973.0_CLDN6_8292.5	2.711503274878195	2.3502309541521544	2.711503274878195
peak_CM_56446_enhancer_IL32_10506.5_ZSCAN10_23256.5	-0.8895468644467841	-1.356698609780302	-0.8895468644467841
peak_CM_HP_56447_enhancer_ZSCAN10_12130.0_IL32_21633.0	2.2626448263738377	1.9312866316547965	2.2626448263738377
peak_CM_HP_MN_PP_SKM_56472_enhancer_CASP16P_5992.5_ZNF213_15155.5	2.688447968193331	1.9668392658437175	1.5901595232172197
peak_MN_PP_SKM_56481_enhancer_OR1F1_21035.5_CASP16P_38956.5	1.412317057697846	0.29251348114688613	1.412317057697846
peak_HP_PP_56536_enhancer_TRAP1_21433.5_DNASE1_41363.0	-1.1314032511898346	-1.7415597469646973	-2.101596943920085
peak_HP_56550_enhancer_CREBBP_29428.5_TRAP1_192597.5	0.1868973451249456	-0.03653400009403388	-0.1038919791674027
peak_SKM_56570_enhancer_ADCY9_12392.0_SRL_137996.0	0.7550987949322769	-0.0018115208131976868	0.7550987949322769
peak_MN_56575_enhancer_ADCY9_8503.0_SRL_117101.0	-0.5409237684417983	-0.5727741480106805	-0.5984685718645685
peak_CM_MN_PP_SKM_56585_enhancer_SRL_23833.0_TFAP4_54709.0	1.9552549684419416	1.0964665990795697	1.9552549684419416
peak_CM_HP_PP_SKM_56605_enhancer_TFAP4_26350.5_GLIS2_35570.5	-0.7770426026094821	-1.085835845144185	-0.7770426026094821
peak_HP_PP_56626_enhancer_MGRN1_22174.5_UBALD1_32035.5	-1.1106762162598371	-2.324559004916429	-3.497856046839822
peak_HP_MN_PP_SKM_56647_enhancer_ZNF500_1623.0_SEPTIN12_19526.0	-2.4270303735979084	-3.730809941503549	-4.07999175256113
peak_CM_56655_enhancer_GLYR1_20182.5_UBN1_20368.5	1.7020252595543324	0.2091772253863915	1.7020252595543324
peak_PP_56693_enhancer_EEF2KMT_9351.5_ALG1_16826.5	1.172422312002518	-0.4570067505517754	-0.7878649991690204
peak_PP_56700_enhancer_EEF2KMT_45062.0_ALG1_71240.0	-1.6114590169597112	-2.044744658050365	-1.6114590169597112
peak_HP_56701_enhancer_EEF2KMT_46046.5_ALG1_72224.5	-1.6114590169597112	-2.589674154752835	-3.059217420893535
peak_CM_HP_PP_56703_enhancer_EEF2KMT_90635.5_ALG1_116813.5	-3.1877696740637846	-3.3895650563680344	-3.1877696740637846
peak_MN_56705_enhancer_EEF2KMT_127989.5_ALG1_154167.5	1.5056221592047785	1.185746676390384	0.8688513999376141
peak_HP_56712_enhancer_EEF2KMT_331125.0_ALG1_357303.0	-0.4872834822251486	-0.8606737876950215	-0.4872834822251486
peak_CM_HP_MN_PP_56717_enhancer_EEF2KMT_404634.0_ALG1_430812.0	-2.9140689893048486	-4.166650512505101	-4.360965068610152
peak_SKM_56718_enhancer_EEF2KMT_406300.0_ALG1_432478.0	-0.1579354234550551	-0.45570864790616344	-0.1579354234550551
peak_MN_56719_enhancer_EEF2KMT_414104.5_ALG1_440282.5	-1.1843538555747548	-1.6895356661020484	-1.1843538555747548
peak_MN_SKM_56723_enhancer_EEF2KMT_492253.0_ALG1_518431.0	-0.1356428802080022	-1.163819356772077	-0.1356428802080022
peak_MN_56724_enhancer_EEF2KMT_506915.5_ALG1_533093.5	-1.5584424770278005	-2.541969165750321	-3.110927918819453
peak_PP_56730_enhancer_EEF2KMT_743914.5_ALG1_770092.5	-0.1357689518069087	-0.2780191042327726	-0.3331410382977949
peak_HP_56732_enhancer_EEF2KMT_818894.5_ALG1_845072.5	-2.816685681706826	-3.0360315843897174	-3.1701016371730235
peak_MN_56740_enhancer_EEF2KMT_930042.0_ALG1_956220.0	0.5256809321769382	-0.30312121595800495	0.5256809321769382
peak_HP_56744_enhancer_RBFOX1_1051680.5_EEF2KMT_1183110.0	-1.3762321854362292	-1.704230543971593	-1.7698302156786656
peak_MN_56751_enhancer_RBFOX1_686492.0_EEF2KMT_1548298.5	-5.911598579193237	-6.532149475092707	-5.911598579193237
peak_MN_56754_enhancer_RBFOX1_580612.0_EEF2KMT_1654178.5	-3.829760654579178	-3.846836205695525	-3.829760654579178
peak_HP_MN_PP_SKM_56767_enhancer_RBFOX1_245733.0_TMEM114_1485154.5	-4.747783484747304	-4.999816598750591	-4.747783484747304
peak_MN_56780_enhancer_RBFOX1_105970.5_TMEM114_1133451.0	-5.599256896712849	-5.6772798744928945	-5.693912155718103
peak_SKM_56781_enhancer_RBFOX1_108992.5_TMEM114_1130429.0	-4.1149585924258885	-6.97834201053905	-7.343880319234347
peak_MN_56782_enhancer_RBFOX1_110043.5_TMEM114_1129378.0	-4.1149585924258885	-5.800484762367468	-4.1149585924258885
peak_SKM_56792_enhancer_RBFOX1_412244.5_TMEM114_827177.0	-7.680412903705803	-7.9560477060811845	-7.680412903705803
peak_MN_56794_enhancer_RBFOX1_439026.0_TMEM114_800395.5	-0.8568797660031497	-1.296923604303001	-1.3141802254127992
peak_MN_56796_enhancer_TMEM114_592433.5_METTL22_641919.5	0.9838668556281318	0.4665665611652028	0.3544042543283808
peak_HP_56803_enhancer_TMEM114_309832.5_METTL22_359318.5	-2.955998361506003	-2.9671545721844916	-2.955998361506003
peak_PP_56805_enhancer_TMEM114_234941.0_METTL22_284427.0	-3.136694863880978	-3.2152743473674112	-3.136694863880978
peak_MN_56806_enhancer_TMEM114_113560.0_METTL22_163046.0	-2.8240173376900337	-2.9833439281670326	-2.994377625568487
peak_MN_56808_enhancer_TMEM114_78064.0_METTL22_127550.0	-3.482245610051576	-5.408888318258237	-5.874569731142312
peak_HP_MN_SKM_56811_enhancer_TMEM114_4350.0_METTL22_53836.0	-3.5102483491072456	-3.6826023223151245	-3.78751343644166
peak_MN_56830_enhancer_ABAT_11502.5_ABAT_27469.5	1.334220468921938	-0.056627555275179875	-0.3976953828649189
peak_PP_SKM_56852_enhancer_CARHSP1_17149.5_USP7_77723.0	0.1122785363209426	-0.6413094997601825	-0.9593374782898316
peak_CM_HP_PP_56873_enhancer_C16orf72_57039.5_C16orf72_68569.5	-0.8900129285796728	-2.7276316558946343	-3.3854327766740457
peak_MN_56879_enhancer_C16orf72_234667.5_C16orf72_246197.5	-2.241962998092024	-2.3988448473043453	-2.241962998092024
peak_SKM_56881_enhancer_C16orf72_266867.5_C16orf72_278397.5	-1.8132306929845583	-2.3238762015399375	-1.8132306929845583
peak_HP_56882_enhancer_C16orf72_270885.5_C16orf72_282415.5	-1.7554649026221985	-2.482651792675072	-1.7554649026221985
peak_CM_56883_enhancer_C16orf72_298661.0_C16orf72_310191.0	-2.1091828543602897	-2.1428538147109237	-2.1091828543602897
peak_PP_56885_enhancer_C16orf72_334708.5_C16orf72_346238.5	-2.342648651020508	-2.5304826999163796	-2.342648651020508
peak_MN_56886_enhancer_C16orf72_360043.5_C16orf72_371573.5	-2.471845550967798	-2.560213877824486	-2.471845550967798
peak_SKM_56887_enhancer_C16orf72_386898.0_C16orf72_398428.0	-0.8706757712465636	-2.43114435860253	-0.8706757712465636
peak_HP_56888_enhancer_C16orf72_442803.5_C16orf72_454333.5	-0.9637533655314192	-1.1983563146625689	-0.9637533655314192
peak_SKM_56889_enhancer_C16orf72_464897.5_C16orf72_476427.5	-1.3004832679012472	-1.7586624815549876	-1.892171656394488
peak_PP_56891_enhancer_GRIN2A_513365.0_C16orf72_566118.0	-2.220012277801124	-2.2696861896847476	-2.220012277801124
peak_HP_56892_enhancer_GRIN2A_478545.5_C16orf72_600937.5	-4.593840977775772	-4.802924449667444	-4.932860939284333
peak_CM_56893_enhancer_GRIN2A_445747.5_C16orf72_633735.5	-4.283193708685774	-4.388702224509712	-4.283193708685774
peak_MN_56900_enhancer_GRIN2A_331534.0_ATF7IP2_534936.0	-0.952925663384642	-1.8347467063996605	-0.952925663384642
peak_PP_56902_enhancer_GRIN2A_307814.5_ATF7IP2_511216.5	-0.6500343554213086	-0.7086639298885098	-0.6500343554213086
peak_HP_PP_SKM_56908_enhancer_GRIN2A_102308.0_ATF7IP2_305710.0	-2.6160675486940805	-3.073519215929879	-3.112114723124047
peak_PP_56920_enhancer_GRIN2A_67187.0_ATF7IP2_136215.0	-0.8009741659079502	-1.0795470464083232	-0.8009741659079502
peak_MN_56921_enhancer_GRIN2A_74462.0_ATF7IP2_128940.0	-0.1180617502071701	-0.5105074367363013	-0.1180617502071701
peak_HP_PP_56923_enhancer_ATF7IP2_62759.0_GRIN2A_140643.0	-4.405308401763809	-5.106075548384736	-5.1546435684475735
peak_SKM_56947_enhancer_NUBP1_19820.5_TEKT5_29097.5	0.1021578632459269	-0.15429153376838267	-0.3769362375398969
peak_PP_SKM_56948_enhancer_NUBP1_6866.0_TEKT5_42052.0	-0.0082103942062433	-1.8789330276032603	-3.4575025041473424
peak_PP_56953_enhancer_NUBP1_33137.5_TVP23A_41745.5	4.476622765472068	3.161921013497582	2.0957024105217106
peak_PP_56954_enhancer_TVP23A_19789.0_NUBP1_55094.0	2.490450838676583	1.862518827119821	2.490450838676583
peak_MN_SKM_56956_enhancer_TVP23A_9979.0_CIITA_48516.0	4.258472738107328	2.987021370196971	3.721883380202063
peak_CM_MN_PP_SKM_56975_enhancer_CLEC16A_19549.5_DEXI_21624.5	3.39986266209306	3.2336156261097067	3.39986266209306
peak_MN_56986_enhancer_SOCS1_148154.5_TNP2_161532.0	1.8490238200486249	1.7056181839208235	1.8490238200486249
peak_SKM_56990_enhancer_SOCS1_104093.5_TNP2_117471.0	2.505008795106441	2.1030493606869216	2.505008795106441
peak_MN_56991_enhancer_SOCS1_103075.0_TNP2_116452.5	2.7122185538135657	1.2965605936699875	0.8971710574283636
peak_MN_56993_enhancer_SOCS1_91901.0_TNP2_105278.5	2.8811933658323152	2.0291994267287596	2.8811933658323152
peak_PP_56996_enhancer_SOCS1_53936.5_TNP2_67314.0	3.999489902629026	3.6887568579963492	3.999489902629026
peak_PP_56997_enhancer_SOCS1_31695.5_TNP2_45073.0	2.3170518361562884	2.1094866637669054	2.0900040122068915
peak_PP_57009_enhancer_RMI2_25630.0_PRM1_38484.5	1.7483675060971955	1.3734974406217748	1.7483675060971955
peak_HP_57015_enhancer_RMI2_19376.0_PRM1_83490.5	0.3848347320931305	-1.2320997732116228	-1.7177724085046255
peak_PP_57031_enhancer_LITAF_80081.5_RMI2_161419.0	0.9824219630139556	0.3408814679770311	0.2419009344570485
peak_PP_57033_enhancer_LITAF_50877.0_SNN_132395.5	1.0471622562492355	-0.38493303012083224	-1.3032925470946533
peak_SKM_57034_enhancer_LITAF_28996.5_SNN_110515.0	4.055618121428748	3.353989476168284	2.978579315420065
peak_HP_57088_enhancer_SNX29_35950.0_TNFRSF17_122955.0	0.8618854329437659	0.4961488926882606	0.4345079027575575
peak_CM_MN_PP_57090_enhancer_SNX29_37741.5_TNFRSF17_124746.5	3.5444794874092507	2.1640313406431	3.5444794874092507
peak_HP_57091_enhancer_SNX29_45643.5_TNFRSF17_132648.5	6.026414433304571	2.433265760470982	2.1038080025034325
peak_PP_57092_enhancer_SNX29_47750.0_TNFRSF17_134755.0	3.2605016962640985	2.983437460508016	2.7764819364761
peak_HP_MN_57094_enhancer_SNX29_68573.0_TNFRSF17_155578.0	2.1089361431411384	1.7135567227377515	2.1089361431411384
peak_PP_57098_enhancer_SNX29_138885.5_TNFRSF17_225890.5	0.4830659570907854	0.22944357060843948	0.0471257944670898
peak_MN_57101_enhancer_SNX29_227890.5_TNFRSF17_314895.5	-1.1249911710808498	-1.5121876187028165	-1.1249911710808498
peak_PP_57103_enhancer_SNX29_268049.5_TNFRSF17_355054.5	1.2629718895410271	1.1124849115040307	1.2629718895410271
peak_MN_57122_enhancer_CPPED1_128739.0_SHISA9_226513.0	3.4640984778039865	2.432214069405066	1.7934284832533531
peak_PP_57124_enhancer_CPPED1_78691.0_SHISA9_176465.0	1.6774450767604991	1.6113640109850214	1.5950539260480714
peak_HP_57126_enhancer_CPPED1_30869.0_SHISA9_128643.0	2.044690628003188	1.460001421594065	0.96279688447309
peak_HP_57132_enhancer_SHISA9_34737.5_CPPED1_63036.5	-2.153451516293532	-2.2961360228746077	-2.153451516293532
peak_MN_PP_57136_enhancer_SHISA9_111465.5_CPPED1_209239.5	0.3240632346630947	-0.15830310633485908	0.3240632346630947
peak_MN_57143_enhancer_SHISA9_267013.5_CPPED1_364787.5	-0.6172403292645432	-2.4800287659698546	-2.5450097579479465
peak_HP_57144_enhancer_SHISA9_368556.5_CPPED1_466330.5	-1.8634952968433256	-1.9672042046826648	-2.0076805230300323
peak_SKM_57148_enhancer_ERCC4_324347.5_ERCC4_336200.5	-1.4031729134949855	-2.340161973072322	-2.342779260948236
peak_SKM_57149_enhancer_ERCC4_126174.0_ERCC4_138027.0	-1.960327597304358	-2.9088780649848225	-1.960327597304358
peak_MN_57152_enhancer_ERCC4_33331.5_ERCC4_45184.5	6.3459527247159855	5.811201050461743	6.3459527247159855
peak_CM_HP_MN_PP_SKM_57162_enhancer_ERCC4_25594.0_ERCC4_37447.0	-0.2220673295104606	-0.4190819235569875	-0.2220673295104606
peak_HP_PP_57170_enhancer_MRTFB_18058.5_MRTFB_26087.0	1.5613295634770072	0.27580761135814547	-0.0699815213320547
peak_CM_HP_MN_PP_SKM_57174_enhancer_MRTFB_107409.5_MRTFB_115438.0	2.730074859933914	2.5234335979495532	2.730074859933914
peak_HP_57175_enhancer_MRTFB_140812.5_MRTFB_148841.0	-0.6625928892544097	-1.1453313894855408	-1.4381864483341722
