gene	dEE	ASE	humallele	chpallele
STATH	0	0	0	0
STAU2	0.177056754960795	-0.181874757899024	259.5	294.5
STBD1	0.0682225473623305	0.151897009027127	376.75	339
STC1	0.0816707813998391	-0.304030890360805	145	179.25
STC2	0.35941251124365	1.35505090447133	1331.75	520
STEAP1	0.0893504419489449	-0.632268215499513	9	14.5
STEAP1B	0.0645367150178001	0.245112497836531	7	5.75
STEAP2	0.149594243138015	-1.12990932259443	81.25	179
STEAP3	0.139098396868559	0.524266569033602	63	43.5
STEAP4	1	1.51457317282976	14	4.25
STIL	0.0778035945004996	-0.118753982348326	345.75	375.5
STIM1	0.156221479576207	0.33911216319878	785.5	620.75
STIM2	0.264731307406106	0.334984247712809	692.75	549
STIMATE	0.319228960154947	0.121186346520057	526.5	484
STIP1	0.17288567736983	0.0905992569444908	1013.5	951.75
STK10	0.764440633479213	0.484966710744435	782.75	559
STK11	0.109492524314082	0.15362563665517	1654.75	1487.5
STK11IP	0.111740837493345	-0.0135809975081149	977	986.25
STK16	0.0410246648063181	-0.0309381771726742	345	352.5
STK17A	0.222243403624372	1.25938662881865	97.75	40.25
STK17B	0.200508477554809	-0.473790086562933	101.25	141
STK24	0.355027667859421	-0.245108165308401	2600.5	3082.25
STK25	0.214459660616545	-0.157128021984453	3701.25	4127.25
STK26	0.626091599438566	0.284907649191829	477.5	391.75
STK3	0.37778838457179	-0.292781749227846	149	182.75
STK31	1	-0.83683480026765	42.25	76.25
STK32A	0.914276947713774	1.43238474284274	61.75	22.25
STK32B	1	-0.669175504624241	29.5	47.5
STK32C	0.130347108190361	0.146735374070423	120.5	108.75
STK33	0.172967004456403	2.91439813227746	215.75	27.75
STK36	0.109448702580099	0.0750913609229228	817.25	775.75
STK38	0.0351209227591212	0.0676899124820644	506.25	483
STK38L	0.5658952326683	-0.154477699610755	348.5	388
STK39	0.281942504353527	0.525072045039535	462	320.75
STK40	0.666771866195773	-0.159664933084396	1661	1855.5
STKLD1	0.229914608201629	1.35967018887891	52.25	19.75
STMN1	0.898287242312741	-0.179838096378023	2311.5	2618.5
STMN2	0.258726313677331	1.82361997642039	54.75	14.75
STMN4	0.623974034067098	-0.584962500721156	0.5	1.25
STMND1	0.159201309045613	-1	0.25	1.5
STMP1	0.0756468623877153	0.143285876343941	549	497
STN1	0.18505016921208	0.227834506404696	331	282.5
STOM	1	-0.217094540281068	1480	1720.5
STOML1	0.298224684502131	0.15233432867573	241	216.75
STOML2	0.259642328955498	0.40099782599849	689.25	521.75
STOML3	0.447908518096938	0.584962500721156	1.25	0.5
STON1	0.190081945401029	-0.185807419676978	937.5	1066.5
STON1-GTF2A1L	0.0901612754968754	0.0242652783776364	343.75	338
STON2	0.213832918796049	-0.497014801445454	61	86.5
STOX1	0.801597172042715	-0.350186354928876	21.75	28
STOX2	1	0.278112591017011	528	435.25
STPG1	0.229934333450925	1.63966839281129	106.5	33.5
STPG2	1	-0.662965012722429	2	3.75
STPG3	0.800680951419171	-0.602664502454615	12.5	19.5
STPG4	0.507778585013894	0.584962500721156	1.25	0.5
STRA6	0.180713236304975	-0.375174946332122	1730.5	2244.75
STRA8	0	0	0	0
STRADA	0.172653963595444	-0.039491682856856	530.5	545.25
STRADB	0.384336994292624	-0.501332774099052	253.5	359.25
STRAP	0.277201272116343	-0.125575057261562	1359.75	1483.5
STRBP	0.392158088823815	-0.117932869146248	145.75	158.25
STRC	0.511919158816307	1.39854937649027	6.25	1.75
STRIP1	0.273229776614225	-0.202492863898743	765.5	881
STRIP2	1	-1.24542634117858	196.5	467.25
STRN	0.14491146528743	0.102810805583776	471.5	439
STRN3	0.121988633810173	-0.144225742853331	417.5	461.5
STRN4	0.446902023107338	-0.214355373633882	3181.25	3691
STS	0.187016024690761	0.519636252843213	90.75	63
STT3A	0.473488321236938	0.299681308245531	916	744
STT3B	0.879176066802632	-0.0618052844734718	815.75	851.5
STUB1	0.130378116265537	-0.152547275653733	1059.25	1177.5
STUM	0.194237385922755	-0.473140453842412	53.75	75
STX10	0.350606403434393	-0.233213540972554	373.75	439.5
STX11	0.104353506420488	-0.199434243605035	91.75	105.5
STX12	0.194771819885461	0.0864640907494692	179.5	169
STX17	0.126541092896967	0.0463442385409113	774	749.5
STX18	0.233726525594199	0.300886459071488	522.25	423.75
STX19	0.471624399466057	0.584962500721156	0.5	0
STX1A	0.156675526574953	0.352588647589158	132.75	103.75
STX1B	0.212494693395653	0.0456775743946444	183.5	177.75
STX2	0.163782754157748	0.129264961703511	623.25	569.75
STX3	0.339579490366742	0.417166938840191	451	337.5
STX4	0.294896949018505	-0.154496025510973	403.75	449.5
STX5	0.228324767885181	-0.23539772918875	985	1159.75
STX6	0.0207988367807631	-0.0111310070966863	289.5	291.75
STX7	0.54805367945935	-0.79453088170002	451	783
STX8	0.279778630381329	0.334241356326214	87.25	69
