gene	dEE	ASE	humallele	chpallele
A1BG	0.479641478627551	0.845614255243956	180.5	100
A1CF	0.178746921660801	0.415037499278844	2	1.25
A2M	0.144930649677157	0.425386187571305	127.25	94.5
A2ML1	0.547510722681612	0.9567159022712	196	100.5
A3GALT2	0	0	0.5	0.5
A4GALT	0.283413411514194	1.22358843801915	401.25	171.25
A4GNT	0.196036612003273	2.24792751344359	3.75	0
AAAS	0.187794821020816	-0.404106039696732	901.5	1193.25
AACS	0.0289436734991695	0.01419771907347	662.75	656.25
AADAC	0.851287718920496	1.95419631038688	6.75	1
AADACL2	1	-0.444784842672896	8	11.25
AADACL3	0.0772488105637673	-0.321928094887362	0	0.25
AADACL4	0	0	0	0
AADAT	0.227254215967386	-0.790706839477196	350.75	607.5
AAGAB	0.405712752538281	0.312503082098094	666.5	536.5
AAK1	0.145268535685174	-0.22358325511507	734.25	857.5
AAMDC	0.0697362158520069	-0.0573874821575199	85.25	88.75
AAMP	0.236390625723771	0.334321490469089	1445.75	1146.5
AANAT	0.374102276363077	-1.85798099512757	1	6.25
AARD	0.126446552906013	1.43063435432986	14.5	4.75
AARS2	0.226090641097054	0.710659200291651	592.25	361.5
AARSD1	0.268847561845433	-0.276623470581749	316	383
AASDH	0.367484479298405	0.173625170284904	182	161.25
AASDHPPT	0.0691200334080898	-0.106884127090315	828	891.75
AASS	0.23040775482682	1.3229777942237	1545.75	617.25
AATK	0.542008550426428	-0.368410230453741	889.25	1148.25
ABAT	0.253840419033323	0.726800135107568	753.25	454.75
ABCA1	0.287931922333169	-0.293763465843591	1175.75	1441.5
ABCA10	0.0689730033160527	-0.371968777386958	16	21
ABCA12	0.278311901046094	1.6407761554524	598.5	191.25
ABCA13	0.366752538480613	1.20858662181142	25	10.25
ABCA2	0.00642831645493877	-0.0208637090346614	3380	3429.25
ABCA3	0.158136689665452	0.641006804621934	694.5	445
ABCA4	0.155121589031233	0.294085151792757	393.5	320.75
ABCA5	0.152441942126782	0.48099174221447	388.75	278.25
ABCA6	0.350481152718598	1.41503749927884	3	0.5
ABCA7	0.275835227781983	0.433133446125571	2278.75	1687.5
ABCA8	0.397856451397183	-2.16542360920737	52.5	239
ABCA9	0.0493763042043409	-0.15200309344505	5.75	6.5
ABCB1	0	0	29.5	29.5
ABCB10	0.133724155041581	0.372103703273508	156.25	120.5
ABCB11	0.320354131086337	-1.58496250072116	0	2
ABCB4	0.139686856972932	0.547487795302493	3.75	2.25
ABCB5	0.0370502900791734	0.14086253583985	9.75	8.75
ABCB6	0.227158309987673	-0.992340622671973	329.5	656.5
