RNA18_MN_Hyb2_total	RNA30_MN_Hyb1_total	RNA31_MN_Hyb2_total	RNA32_MN_Hyb1_total	gene	mean	bins
0.0237479803885813	0	0	0	HTN1	0.00593699509714533	1
0.0239920859138677	0	0	0	SLA	0.00599802147846693	1
0	0	0.0240035902742672	0	CNGA1	0.0060008975685668	1
0.0240145264004253	0	0	0	SERPINB5	0.00600363160010632	1
0.0240659769122634	0	0	0	OR2H1	0.00601649422806585	1
0	0	0.0240706394091115	0	FCGR2C	0.00601765985227787	1
0.0240917849303999	0	0	0	MC2R	0.00602294623259998	1
0.0243562427945227	0	0	0	DTHD1	0.00608906069863068	1
0	0	0	0.0244516737380208	IYD	0.0061129184345052	1
0	0.0245009016745502	0	0	IL20RA	0.00612522541863755	1
0	0.0141414600269216	0.0105153006814666	0	ACSM2A	0.00616419017709705	1
0	0	0.0247197042698276	0	C2orf83	0.0061799260674569	1
0.0103005912185226	0	0	0.0145213344379511	MUC5AC	0.00620548141411842	1
0.0103041345935548	0	0	0.0145263297370354	KYNU	0.00620761608264755	1
0.0249479061050504	0	0	0	FMO1	0.0062369765262626	1
0	0.025122320598444	0	0	HTR1A	0.006280580149611	1
0	0	0.0251416160713696	0	SAMD9	0.0062854040178424	1
0	0	0.0252114947585194	0	PPP3R2	0.00630287368962985	1
0	0	0.0252410337096131	0	REG4	0.00631025842740328	1
0	0	0.025263233387458	0	SLC2A2	0.0063158083468645	1
0	0.0252702278501139	0	0	SELE	0.00631755696252847	1
0.0130556963228812	0	0.0125196700689553	0	HLA-DQA1	0.00639384159795912	1
0	0.0255882678120164	0	0	SLC34A1	0.0063970669530041	1
0.0256896391624904	0	0	0	DPEP2	0.0064224097906226	1
0	0	0.0257232504730206	0	SLC10A2	0.00643081261825515	1
0.00497990345194744	0.0064222369033318	0.0143263323498951	0	OAS3	0.00643211817629359	1
0	0	0.0258312017639746	0	RXFP2	0.00645780044099365	1
0	0.0260191434487253	0	0	OR10H1	0.00650478586218133	1
0	0.0261158906863374	0	0	MYOCD	0.00652897267158435	1
0	0	0.0261209121202241	0	FAM47C	0.00653022803005603	1
0	0.0261660114970924	0	0	PTH2R	0.0065415028742731	1
0	0	0.0263284109638311	0	GAPT	0.00658210274095777	1
0.0136113840942732	0	0.0130525430300847	0	IL5RA	0.00666598178108947	1
0.0202134717980936	0	0.00646118985413655	0	XIRP2	0.00666866541305754	1
0	0.0269134382072974	0	0	TCP10L2	0.00672835955182435	1
0.0269371576110286	0	0	0	LAX1	0.00673428940275715	1
0.0154553157926489	0.00664388378837484	0.00494025621077906	0	PKHD1	0.0067598639479507	1
0	0.0270832589204539	0	0	SIGLEC6	0.00677081473011347	1
0.0271651625726698	0	0	0	FAM216B	0.00679129064316745	1
0	0	0.0272612746234164	0	GGT6	0.0068153186558541	1
0.0276244567446639	0	0	0	IL33	0.00690611418616597	1
0	0	0.0277350785595813	0	AICDA	0.00693376963989533	1
0	0	0.0280328201316263	0	G6PC2	0.00700820503290658	1
0.02805568460518	0	0	0	KBTBD13	0.007013921151295	1
0.0143229770147261	0	0.0137349201601242	0	PSG4	0.00701447429371257	1
0	0.0161360714175191	0.0119984529496824	0	SLC14A1	0.00703363109180037	1
0.0123794403899148	0.0159649076898502	0	0	SULT1B1	0.00708608701994125	1
0	0	0.0283556726175121	0	HOXB13	0.00708891815437802	1
0	0	0.0284117669253608	0	ERVV-2	0.0071029417313402	1
0.0288390108441565	0	0	0	ZG16	0.00720975271103912	1
0	0	0.0288444817019646	0	CD33	0.00721112042549115	1
0	0.0289795611204357	0	0	KRT7	0.00724489028010893	1
0	0.029074075494386	0	0	CEACAM5	0.0072685188735965	1
0.0291997913210046	0	0	0	TFAP2B	0.00729994783025115	1
0	0.0294583794917698	0	0	OR56A4	0.00736459487294245	1
0.0296575438252117	0	0	0	MYCT1	0.00741438595630292	1
0.0298050937944914	0	0	0	TRIM60	0.00745127344862285	1
0	0.017102902142949	0.0127173685189816	0	C5AR2	0.00745506766548265	1
0	0	0.0298485933788082	0	CPA6	0.00746214834470205	1
0	0	0.0298589359267565	0	HSFY1	0.00746473398168913	1
0.0298744540526568	0	0	0	C9	0.0074686135131642	1
0.013093742939005	0.0168860942620752	0	0	BEST3	0.00749495930027005	1
0	0	0.0304175393874406	0	PSG2	0.00760438484686015	1
0.030544649146972	0	0	0	ETNPPL	0.007636162286743	1
0.030544649146972	0	0	0	TLCD2	0.007636162286743	1
0.0308328556494739	0	0	0	LGSN	0.00770821391236848	1
0.0157570327530057	0	0.0151100980334244	0	GABRR3	0.00771678269660753	1
0	0.0308708750454508	0	0	CD300E	0.0077177187613627	1
0	0	0.0308752737673304	0	PRR23C	0.0077188184418326	1
0.0308805353231586	0	0	0	CMTM5	0.00772013383078965	1
0.0308805353231586	0	0	0	KRT23	0.00772013383078965	1
0	0	0.0310756902577062	0	BRS3	0.00776892256442655	1
0	0	0.0311318240912642	0	CR1L	0.00778295602281605	1
0.0312456042386619	0	0	0	ADRB3	0.00781140105966547	1
0.0159670145327632	0	0.0153114586148932	0	SLC26A9	0.0078196182869141	1
0.0314754318004874	0	0	0	OR4E2	0.00786885795012185	1
0	0.031577456381641	0	0	CLEC1B	0.00789436409541025	1
0	0	0.0317863847600956	0	FCGR2A	0.0079465961900239	1
0.0320593499073819	0	0	0	S1PR5	0.00801483747684547	1
0	0.0322901267541439	0	0	CDH16	0.00807253168853598	1
0.0325470328831552	0	0	0	CXCL9	0.0081367582207888	1
0.0325883437136506	0	0	0	RASSF9	0.00814708592841265	1
0	0	0.0325918642528817	0	LINGO4	0.00814796606322042	1
0	0.032690906888751	0	0	CPLX4	0.00817272672218775	1
0.032732767529283	0	0	0	MYO3B	0.00818319188232075	1
0.0328684556658345	0	0	0	TNFSF11	0.00821711391645863	1
0	0.0190013551271721	0.0141290193613083	0	CYTH4	0.0082825936221201	1
0.0332577193894861	0	0	0	SERPINB10	0.00831442984737153	1
0	0.0336398446794259	0	0	DLX6	0.00840996116985647	1
0	0	0.0337734231176246	0	C18orf63	0.00844335577940615	1
0.0337955463672025	0	0	0	CD3E	0.00844888659180063	1
0	0	0.0338065473066376	0	MYOZ2	0.0084516368266594	1
0.033884750298036	0	0	0	ZFP42	0.008471187574509	1
0.0340774963179338	0	0	0	SERPINB7	0.00851937407948345	1
0.0342332791582444	0	0	0	ZPBP	0.0085583197895611	1
0	0.0345731697257227	0	0	TMPRSS11B	0.00864329243143067	1
0.00723995792703767	0	0.00694270778960838	0.0204131681657566	PTPRQ	0.00864895847060066	1
0.0349931299806821	0	0	0	UGT2A2	0.00874828249517053	1
0	0.035022443312367	0	0	GDF2	0.00875561082809175	1
0	0	0.0350866812233791	0	TRAT1	0.00877167030584478	1
0	0	0.0357267367680842	0	HORMAD1	0.00893168419202105	1
0	0.035757255452213	0	0	IL1RN	0.00893931386305325	1
0	0	0	0.0358067048153436	ITGAX	0.0089516762038359	1
0.0361037998354325	0	0	0	TDGF1	0.00902594995885812	1
0	0.0361588970111146	0	0	PLEK	0.00903972425277865	1
0	0.0362040815122219	0	0	C4BPB	0.00905102037805548	1
0.0185781182117824	0	0.0178153585041594	0	ANKRD62	0.00909836917898545	1
0.0365442691298868	0	0	0	CXCR1	0.0091360672824717	1
0.0159982833879992	0.0206318791028347	0	0	RNF17	0.00915754062270848	1
0	0	0.0367318367794626	0	SOX17	0.00918295919486565	1
0	0	0.0367945726236632	0	SIGLEC12	0.0091986431559158	1
0.0369347956392896	0	0	0	NOTO	0.0092336989098224	1
0	0.0369662727019529	0	0	DCANP1	0.00924156817548822	1
0	0	0.0370848755205648	0	POTEM	0.0092712188801412	1
0.0371485563416253	0	0	0	TSPAN8	0.00928713908540632	1
0	0	0.0371514934617888	0	KLK3	0.0092878733654472	1
0	0	0.0371595037018625	0	KRT3	0.00928987592546563	1
0	0.0214928161944774	0.0159816188955154	0	NANOG	0.0093686087724982	1
0	0.037589771300883	0	0	LMNTD1	0.00939744282522075	1
0.0192013585022204	0	0.0184130104881665	0	GCSAML	0.00940359224759672	1
0	0	0.0376465220990036	0	KCNK13	0.0094116305247509	1
0.0376623460982362	0	0	0	LRIT1	0.00941558652455905	1
0	0.0379840265226557	0	0	SERF1B	0.00949600663066393	1
0.0256896391624904	0	0.012317451269957	0	POU2AF1	0.00950177260811185	1
0	0	0.0380118610871721	0	KIF2B	0.00950296527179302	1
0.0380934115262363	0	0	0	APOBEC3A	0.00952335288155907	1
0.0382718729942042	0	0	0	LIPF	0.00956796824855105	1
0	0.0384375671378515	0	0	SH2D1A	0.00960939178446287	1
0.0197282893063428	0	0.0189183071535937	0	SLC9A4	0.00966164911498412	1
0.0387337749096515	0	0	0	BEND2	0.00968344372741287	1
0.0395346932645805	0	0	0	PGLYRP4	0.00988367331614512	1
0.0173680629668325	0.0223983890453464	0	0	CAPN8	0.00994161300304473	1
0	0	0.0398763947638219	0	CD300LF	0.00996909869095547	1
0	0	0.0399503426447006	0	KRTAP10-4	0.00998758566117515	1
0.018860815991267	0.0121617446658225	0.00904322479637099	0	HSD17B2	0.0100164463633651	1
0.0204791152667255	0	0.01963830653706	0	ITGAD	0.0100293554509464	1
0	0	0.0204088313928995	0.0200022296734326	MUC2	0.010102765266583	1
0	0.0232756105484279	0.0173072683439685	0	SLC36A3	0.0101457197230991	1
0	0	0.0407051908760601	0	KLK2	0.010176297719015	1
0	0.0127870754629397	0	0.0279563327014643	RGSL1	0.010185852041101	1
0.0208159272157497	0	0.0199612900358163	0	CTAGE1	0.0101943043128915	1
0.0408403383383085	0	0	0	ADGRF5	0.0102100845845771	1
0.0208691030632586	0	0.0200122826485414	0	AQP2	0.01022034642795	1
0	0	0.0409372394701279	0	SLC15A1	0.010234309867532	1
0	0.0411392491730999	0	0	IL22RA1	0.010284812293275	1
0	0.0165721814558305	0.024645470923672	0	OR2AG1	0.0103044130948756	1
0.0414494270250884	0	0	0	LRRC38	0.0103623567562721	1
0.041564457812392	0	0	0	OMD	0.010391114453098	1
0	0	0.0415691698430387	0	SOAT2	0.0103922924607597	1
0.0420703922239661	0	0	0	MB	0.0105175980559915	1
0	0.0422799215325146	0	0	HYAL4	0.0105699803831286	1
0.0424680329822266	0	0	0	HOXD11	0.0106170082455567	1
0	0.0426376986462923	0	0	NAA11	0.0106594246615731	1
0	0.0427162789976492	0	0	SIX3	0.0106790697494123	1
0.0428528172581743	0	0	0	PDCD1	0.0107132043145436	1
0	0	0.0429468672238321	0	KRT77	0.010736716805958	1
0.00883950007774853	0.0341990748339433	0	0	FGD2	0.010759643727923	1
0	0.0430975325104583	0	0	OR13A1	0.0107743831276146	1
0.043120133296733	0	0	0	SULT1E1	0.0107800333241832	1
0	0.0431939116364601	0	0	C12orf77	0.010798477909115	1
0.043348942494159	0	0	0	GPR55	0.0108372356235397	1
0.0067282388282713	0.0173538881282753	0.0193559948527896	0	RGPD6	0.0108595304523341	1
0.0435590682454637	0	0	0	CCK	0.0108897670613659	1
0.0435801929148359	0	0	0	CD79B	0.010895048228709	1
0	0	0.0436539458382063	0	KCNK16	0.0109134864595516	1
0	0	0.0438092979586269	0	DAND5	0.0109523244896567	1
0	0	0.0438092979586269	0	PRSS21	0.0109523244896567	1
0.0297754664646758	0	0.0142764892452981	0	KCNMB1	0.0110129889274935	1
0.022488077525123	0	0.021564787058213	0	TBX4	0.011013216145834	1
0.018066416926094	0	0.025986999120814	0	TMPRSS4	0.011013354011727	1
0.0440934042151087	0	0	0	IFI44	0.0110233510537772	1
0.0445967036180603	0	0	0	CRP	0.0111491759045151	1
0	0	0	0.0446936396672025	NRAP	0.0111734099168006	1
0	0	0.0449285135999057	0	CD3G	0.0112321283999764	1
0.0451569637137646	0	0	0	PNOC	0.0112892409284411	1
0.0452935271120925	0	0	0	CGA	0.0113233817780231	1
0.0455922667632631	0	0	0	SERPINB4	0.0113980666908158	1
0.0457082186115929	0	0	0	HSFX2	0.0114270546528982	1
0.0261468477155497	0.0112399267659786	0.00835777984429651	0	PKHD1L1	0.0114361385814562	1
0	0	0.0459343758446797	0	RAPSN	0.0114835939611699	1
0	0.0459513342270509	0	0	HHEX	0.0114878335567627	1
0.0460360439499957	0	0	0	INSL4	0.0115090109874989	1
0.00963981525320656	0	0.00924403444374804	0.0271796012951482	ITPRID1	0.0115158627480257	1
0	0.0460792305847405	0	0	FAM71B	0.0115198076461851	1
0	0	0.0462053024582408	0	ZNF723	0.0115513256145602	1
0.0236293341547177	0	0.0226591872428659	0	PIWIL3	0.0115721303493959	1
0.0465849444221833	0	0	0	KRT81	0.0116462361055458	1
0.0315306518562777	0	0.0151180507165999	0	TAL1	0.0116621756432194	1
0	0.0467295423067026	0	0	HEPACAM2	0.0116823855766756	1
0	0.0467861384419146	0	0	ACSM4	0.0116965346104787	1
0	0.0469377338682148	0	0	CLEC10A	0.0117344334670537	1
0	0	0.0471663322849585	0	CA7	0.0117915830712396	1
0.0319737974703403	0	0.0153305264338408	0	CD96	0.0118260809760453	1
0	0.0271849084965101	0.0202141424078394	0	LCN10	0.0118497627260874	1
0	0	0.0474389700438311	0	IL15RA	0.0118597425109578	1
0	0.0478485817178457	0	0	MAGEA2B	0.0119621454294614	1
0	0.0482469878936813	0	0	CBLIF	0.0120617469734203	1
0	0	0.0485207708809793	0	OR5K1	0.0121301927202448	1
0	0	0.0487127694090555	0	KLK12	0.0121781923522639	1
0	0	0	0.0487621715306719	TMCO5A	0.012190542882668	1
0	0.0488160340861931	0	0	ETV7	0.0122040085215483	1
0.0249617660528865	0	0.0239369136346164	0	FGG	0.0122246699218757	1
0	0	0.0492416509054967	0	APOF	0.0123104127263742	1
0	0	0.0494110602549422	0	IDO1	0.0123527650637355	1
0.0494836771973522	0	0	0	MILR1	0.0123709192993381	1
0	0.0495253268891549	0	0	NXF2	0.0123813317222887	1
0.0496477114864042	0	0	0	OR5B12	0.012411927871601	1
0.0497852397730701	0	0	0	FASLG	0.0124463099432675	1
0.0336563137791729	0	0.0161372451469324	0	C1QTNF7	0.0124483897315263	1
0.0471556976769109	0.00264406262652572	0	0	MUC16	0.0124499400758592	1
0.0499790643995504	0	0	0	GABRA6	0.0124947660998876	1
0	0.0364890632621607	0.0135662608760421	0	ZNF662	0.0125138310345507	1
0.0501184371390918	0	0	0	TUBAL3	0.012529609284773	1
0	0.050146804379326	0	0	MS4A10	0.0125367010948315	1
0	0	0	0.0502316104824289	TESPA1	0.0125579026206072	1
0	0.0502773383603568	0	0	LRRC74A	0.0125693345900892	1
0	0.0503210008339654	0	0	FBXO47	0.0125802502084914	1
0	0	0.0503935023886662	0	CD200R1L	0.0125983755971666	1
0.0105497015485315	0	0.0101165636398942	0.0297450391257773	OR56A1	0.0126028260785508	1
0	0	0.0507197699144315	0	HTR3C	0.0126799424786079	1
0	0	0.0507496402147345	0	ST6GALNAC1	0.0126874100536836	1
0.0120863964748341	0.0155869892294045	0.0231803333112627	0	MLPH	0.0127134297538753	1
0	0	0.0509296034779073	0	KRT28	0.0127324008694768	1
0	0	0.0509898751979995	0	MRGPRX3	0.0127474687994999	1
0	0	0	0.0511855036915901	NLRP12	0.0127963759228975	1
0.051467558871931	0	0	0	CCKAR	0.0128668897179828	1
0.0176859590219232	0	0.0339196571874116	0	SLC5A1	0.0129014040523337	1
0.0349999446116423	0	0.0167814779132657	0	SNTN	0.012945355631227	1
0	0.0519449865175358	0	0	VGLL2	0.0129862466293839	1
0.052003679276847	0	0	0	C1orf105	0.0130009198192118	1
0.0521394591183009	0	0	0	CLCA4	0.0130348647795752	1
0.0268165794659479	0	0.02571557418222	0	TEX11	0.013133038412042	1
0	0.0211438177195078	0.0314442215233057	0	PARP15	0.0131470098107034	1
0.0269371576110286	0	0.0258312017639746	0	TMEM71	0.0131920898437508	1
0.0110736115576576	0	0.0106189635347651	0.0312222111242602	IGF1	0.0132286965541707	1
0.0074760696996998	0.00964136979372899	0.0358456277390263	0	CASR	0.0132407668081138	1
0.0271078002384288	0	0.025994838336235	0	RASSF6	0.0132756596436659	1
0.0359449431161566	0	0.0172345778169238	0	SERPINA3	0.0132948802332701	1
0	0	0.0534239857933163	0	KLF1	0.0133559964483291	1
0	0	0.0538412302934203	0	AFP	0.0134603075733551	1
0	0	0.0539930382735709	0	LCN2	0.0134982595683927	1
0	0.0540276293336235	0	0	ANHX	0.0135069073334059	1
0.0275990042353782	0	0.0264658750259887	0	CLEC12A	0.0135162198153417	1
0	0.0542298853161546	0	0	DYNAP	0.0135574713290387	1
0	0	0.0545398032181134	0	FSHR	0.0136349508045284	1
0	0.0314403865764033	0.0233784289431956	0	PRDM9	0.0137047038798997	1
0.055029000484012	0	0	0	TMEM275	0.013757250121003	1
0	0.0555557358200491	0	0	OR4P4	0.0138889339550123	1
0.0283925301075487	0	0.0272268211957723	0	NKX2-1	0.0139048378258302	1
0	0	0.0556313034761906	0	CBLL2	0.0139078258690477	1
0	0.0319254173335048	0.0237390879020989	0	HABP2	0.0139161263089009	1
0.055815129062355	0	0	0	PRKACG	0.0139537822655888	1
0.0146666162543482	0	0	0.0413527408639418	ARHGAP15	0.0140048392795725	1
0	0.0560664077990432	0	0	CA5A	0.0140166019497608	1
0	0	0.0566554168866661	0	TUBA3C	0.0141638542216665	1
0	0.0569480417300356	0	0	AMY1A	0.0142370104325089	1
0.0291005044658004	0	0.0279057283305114	0	MEP1A	0.0142515581990779	1
0	0.0571727996648359	0	0	AADACL4	0.014293199916209	1
0	0	0.0574103191769615	0	RTP4	0.0143525797942404	1
0	0	0.0574485927230795	0	ATP4B	0.0143621481807699	1
0	0	0.0574869173346359	0	CCL5	0.014371729333659	1
0	0.0330074807520998	0.024543688147143	0	CAGE1	0.0143877922248107	1
0.035081927694863	0.022621367347379	0	0	FOXL2NB	0.0144258237605605	1
0	0.0581092754072986	0	0	SLC22A2	0.0145273188518246	1
0.0581257165526465	0	0	0	JCHAIN	0.0145314291381616	1
0	0	0.0584222976844876	0	IFNE	0.0146055744211219	1
0	0	0	0.0591705378966303	SPIB	0.0147926344741576	1
0	0	0	0.0592258633177586	SYCP1	0.0148064658294397	1
0.0594721097222975	0	0	0	IZUMO2	0.0148680274305744	1
0.0450437883661111	0.0145224642757672	0	0	CFH	0.0148915631604696	1
0	0	0.0599672157860955	0	VAV1	0.0149918039465239	1
0.0156119454118123	0	0.0224564512902934	0.0220090551835798	CHST9	0.0150193629714214	1
0	0.0602335056759992	0	0	C9orf62	0.0150583764189998	1
0.0143298290209522	0.0184801889524195	0.0274829816886044	0	ATP1A4	0.015073249915494	1
0	0.0606432574152917	0	0	GFRAL	0.0151608143538229	1
0.0313400457301993	0	0	0.0294545737355698	JAML	0.0151986548664423	1
0	0	0	0.0608327114701972	OR6J1	0.0152081778675493	1
0.0134122922075211	0.0345938104240664	0.0128616252365103	0	POU2F3	0.0152169319670245	1
0	0	0.0609426372592781	0	IGSF23	0.0152356593148195	1
0.041221265041464	0	0.0197644241019769	0	WNT2	0.0152464222858602	1
0	0.0612684456360679	0	0	MCHR2	0.015317111409017	1
0.0613813919333276	0	0	0	PROP1	0.0153453479833319	1
0	0.0614471181975729	0	0	NANOGP8	0.0153617795493932	1
0	0.0615613625076347	0	0	NR2E1	0.0153903406269087	1
0	0.0131827169742489	0.0196047978807005	0.0288213221787477	MYO7B	0.0154022092584243	1
0.0621347331307807	0	0	0	ITGB6	0.0155336832826952	1
0.00971484949085314	0.0250571383612157	0	0.027391161434959	GPR179	0.015540787321757	1
0.0622746762234176	0	0	0	KLK9	0.0155686690558544	1
0	0	0.0623989059265888	0	C8orf86	0.0155997264816472	1
0	0.035823574936823	0.0266376782332671	0	AQP9	0.0156153132925225	1
0	0.0358401932644572	0.0266500352820842	0	XIRP1	0.0156225571366353	1
0.0624912084773238	0	0	0	APOL5	0.0156228021193309	1
0.0626655214716817	0	0	0	HEPN1	0.0156663803679204	1
0	0.0628126097130745	0	0	REG3G	0.0157031524282686	1
0.01614487204283	0.0312313865219069	0.015482013849195	0	TG	0.015714568103483	1
0	0.0629149103803596	0	0	UBE2U	0.0157287275950899	1
0	0.0197797004472815	0	0.0432442811526491	FAM9C	0.0157559953999826	1
0.0632833505566138	0	0	0	ALDH1A1	0.0158208376391534	1
0.0217637098063433	0	0.0417403192466065	0	CLEC5A	0.0158760072632375	1
0.0324178779907617	0	0.0310869008241772	0	MAB21L4	0.0158761947037347	1
0	0.0635706335274945	0	0	GSX1	0.0158926583818736	1
