RNA11_HP_Hyb1_total	RNA12_HP_Hyb2_total	RNA22_HP_Hyb1_total	RNA23_HP_Hyb2_total	gene	mean	bins
0.355936897129731	0.728531690707098	0.61951151107175	0.705924257279145	CCDC170	0.602476089046931	1
0.693738509224506	0.697063456214671	0.626089534664705	0.398281364804104	SLCO1B1	0.603793216226996	1
0.617828201244448	0.236491171669289	0.819303454917494	0.746253191408183	SMIM2	0.604969004809853	1
0.528202965166487	0.909830629888907	0.131334602823313	0.850663982150811	CYS1	0.605008045007379	1
0.476688664992283	0.922467166415142	0.399476083587576	0.621979874769723	FIBCD1	0.605152947441181	1
0.525508052078903	0.704035606461654	0.569116612234356	0.62533929640253	CHRM4	0.605999891794361	1
0.393128161097194	0.782500643517686	0.351896531228876	0.896931011714356	NCKAP5	0.606114086889528	1
0.348679659989263	0.80374597677149	0.261791468182655	1.01160507568046	CCSER1	0.606455545155967	1
0.895115382041064	0.339398297077269	0.842668417831906	0.349059799908503	TRPM2	0.606560474214686	1
0.558887330792099	0.561565963625147	0.623556824491314	0.686600061238695	ANO4	0.607652545036814	1
0.365918954566183	0.958177415966672	0.231594682092271	0.875032646860922	RIPK3	0.607680924871512	1
0.50018088868418	0.502578153530019	0.725474610473363	0.704842944465471	GNAT2	0.608269149288258	1
0.40207316430817	0.727200393962302	0.501532017350826	0.802671838388957	GFOD1	0.608369353502564	1
0.308217635136091	0.72262133839694	0.536455687572413	0.868665838301061	SOWAHA	0.608990124851626	1
0.431066145309816	0.945015615940795	0.36376953835629	0.699485692364158	CD7	0.609834247992765	1
0.849494387174296	0.474203244598293	0.273806102986212	0.842394676085307	RIIAD1	0.609974602711027	1
0.460345053621119	0.616735191260409	0.356104394512354	1.0091001488264	C14orf178	0.61057119705507	1
1.02654413926516	0.437590853920649	0.541427185401059	0.438358014259947	CMTM2	0.610980048211704	1
0.629542946128516	0.519419365093166	0.677033585449833	0.620274553634982	RPS6KA5	0.611567612576624	1
0.600761022850968	0.648354447570497	0.529269607586979	0.668901186171823	CFAP221	0.611821566045067	1
0.369859232546862	1.06309244345896	0.234088533298674	0.783374559910308	RYR1	0.612603692303701	1
0.443248332234915	0.692802025945897	0.342879059365403	0.971623251964896	PAEP	0.612638167377778	1
0.400289466754805	0.815826100078853	0.583060239984151	0.656091121184306	BCL2	0.613816732000529	1
0.844828001027521	0.40422718528304	0.980287378151985	0.226764078387955	IL36A	0.614026660712625	1
0.61410923243341	0.588256747709936	0.648443483232432	0.605771628990749	LRRK1	0.614145273091632	1
0.205153103242222	1.07046250191962	0.187932053798739	0.994087400331595	TMPRSS4	0.614408764823044	1
0.207062835363716	0.988262414911258	0.390427709646075	0.875363984524105	GABRA3	0.615279236111289	1
0.830412414726924	0.472822366705249	0.77084832209864	0.390065770709857	CTAGE15	0.616037218560167	1
0.595640549971873	0.354663901320424	0.767939236471496	0.746099925195119	SLC10A6	0.616085903239728	1
0.792722109556662	0.4386639950673	0.749858844533073	0.485689145913556	CRACR2A	0.616733523767648	1
0.743259730256002	0.532217992935293	0.535303671063667	0.674178099907878	GUCY2C	0.62123987354071	1
1.45810650468228	0.542627744950083	0.187988745217683	0.304404268122594	CLDN24	0.62328181574316	1
0.539768069572501	0.665288883034679	0.601261691236939	0.689636282615027	ASB2	0.623988731614787	1
0.0579206502264372	1.22216329354651	0.100811435491499	1.11547873016669	KCNG3	0.624093527357784	1
1.22914763204622	0.457421735412467	0.554644479691842	0.256605250814088	IBSP	0.624454774491154	1
0.179543975596672	1.06460923149329	0.254627979732414	0.99954202818191	TMEM132B	0.624580803751072	1
0.153375315342591	1.02740274603114	0.118644967234007	1.20073792102142	HDGFL1	0.625040237407289	1
0.375835709744324	0.755274027085875	0.523316464993662	0.847389908041763	PITX3	0.625454027466406	1
1.22215500961359	0.40933751632328	0.551489106545681	0.31893177902225	KCNK7	0.6254783528762	1
0.536398730811124	0.553940957610091	0.531637334712056	0.881860304842047	GABRE	0.625959331993829	1
0.985686100484726	0.417014860064995	0.541767130023625	0.560475813161246	GRM6	0.626235975933648	1
0.797874435245517	0.467657449268958	0.771504413985292	0.46847732071792	OSTN	0.626378404804422	1
0	0.985036501287108	0.0775585177842712	1.44426281412615	FGF3	0.626714458299382	1
0.757197302028695	0.54344742432312	1.00412115270352	0.203242728867351	SBSN	0.627002151980672	1
1.10735923551472	0.309074050603011	0.749532445494216	0.346769810593264	GUCA1C	0.628183885551303	1
0.343449547066116	0.805223138069812	0.398518107367942	0.967961773454579	APOBEC3H	0.628788141489612	1
0.730998950906233	0.662492432565558	0.598734370276976	0.525152199149047	SH2D2A	0.629344488224453	1
0.329490324677692	0.367855005012173	0.892081560894956	0.928619768858649	RNF151	0.629511664860868	1
0.439860138595117	0.730720920030078	0.571633589880601	0.776866617442109	RIMBP3	0.629770316486976	1
0.989989362626062	0.331578059817424	0.738465334242209	0.465023110058248	ATOH7	0.631263966685986	1
0.626441558193591	0.545518102689514	0.823802934427879	0.529659875939206	SYP	0.631355617812547	1
0.682715121895727	0.533545628032487	0.704161232086575	0.605745145835056	PIGW	0.631541781962461	1
0.614127623943229	0.861940461512869	0.475064397797586	0.576942638860724	PRSS36	0.632018780528602	1
0.320596736884679	1.07377763856006	0.388175047223433	0.746414592306057	CA8	0.632241003743557	1
0.610739706296675	0.664805761723492	0.575790687644353	0.681339830408727	SLC26A9	0.633168996518312	1
0.327572027805435	0.877712036356187	0.380094793144597	0.951189494319311	GABRA5	0.634142087906382	1
0.672131286362646	0.584088799434854	0.463724647005771	0.819157908737818	FRMPD1	0.634775660385272	1
0.715456344437795	0.287554152230653	0.774827501381232	0.761754108794351	AVPR2	0.634898026711008	1
1.27982454623744	0.367416709687052	0.636441896575271	0.257642591189719	VCX3B	0.635331435922371	1
0.755644509223752	0.513017675019353	0.639830122281917	0.63314582966577	CFAP65	0.635409534047698	1
0.89140121033135	0.995192793642892	0.517164058420431	0.139571251566584	MT1H	0.635832328490314	1
0.539018871952979	0.706771768758815	0.545600903400841	0.754185462501046	PPP2R2C	0.63639425165342	1
0.437887671605902	0.58664850371285	0.660527922964211	0.863885166137561	RGS9BP	0.637237316105131	1
0.784042670400932	0.365356719671881	0.791091958612021	0.608470416620171	CLEC18B	0.637240441326251	1
0.643126662472352	0.563964250662686	0.59699626338888	0.746993360768508	COLCA1	0.637770134323106	1
0.847242724055797	0.470639269975559	0.671378042751263	0.562983922969711	SYT5	0.638060989938082	1
0.473710455765943	0.819744802790082	0.778692079143148	0.482113264782918	SLC22A4	0.638565150620523	1
0.803209661193017	0.413876554388157	0.931995970682318	0.406310097312902	EPS8L3	0.638848070894098	1
0.807083496914634	0.660775445637161	0.499461832343258	0.589722912154349	SLC17A7	0.63926092176235	1
0.607839062986656	0.814336415299381	0.403028417394742	0.734187658806596	DYDC1	0.639847888621844	1
0.675464374374196	0.412248462576247	0.975355803862792	0.507652394602437	A2ML1	0.642680258853918	1
0.574405592753624	0.84649928212213	0.666505551226331	0.485663173231957	PCDHB7	0.64326839983351	1
1.19992354757431	0.498899808030377	0.528120924064932	0.349842116311155	NNMT	0.644196598995194	1
0.652514016814981	0.756509288345128	0.582413729342635	0.589427657024766	CCDC62	0.645216172881877	1
1.29231095496374	0.229147894841978	0.529242199912203	0.535615790247558	RHBDL2	0.64657920999137	1
0.931089286283849	0.481950930916658	0.736622565480637	0.437356250476375	TMEM151A	0.64675475828938	1
0.506459526276853	0.601141230624409	0.546425388221041	0.934893015704828	MCTP1	0.647229790206783	1
0.301724286081258	1.11162475952836	0.225065979677752	0.951599257520882	CHRNB4	0.647503570702063	1
0.62771927788373	0.816235987058293	0.556986935383709	0.589711327949425	SECTM1	0.647663382068789	1
0.663048431141529	0.409086316490146	0.87059310224349	0.655685606774788	CNNM1	0.649603364162488	1
0.680449702185062	0.703245557455308	0.721876781635903	0.493134914358602	MRO	0.649676738908719	1
0.702051280032207	0.515065700762143	0.698243910808537	0.690949370500491	CD80	0.651577565525844	1
0.633635239764793	0.679116932330166	0.676413491228044	0.619079845905766	SFTPD	0.652061377307192	1
0.342478928780929	1.23049098546159	0.216759196659694	0.81897983093157	INSC	0.652177235458446	1
1.03406831138318	0.432926829003496	0.599935201344519	0.546444123913213	NKAPL	0.653343616411102	1
0.555419865972961	0.707633233407377	0.549699828292668	0.803146726988465	AKAP6	0.653974913665368	1
0.574815443337109	0.564735518219188	0.622515709279534	0.864017251938408	S1PR5	0.65652098069356	1
0.616470648788612	0.693756298708908	0.486414404809115	0.833967065145784	C2orf91	0.657652104363105	1
0.478529161768315	0.98301520436517	0.333153799439832	0.839168522932556	KCNIP1	0.658466672126468	1
0.273317673905668	1.19005306201648	0.792853295669999	0.385152728559694	CLPSL1	0.66034419003796	1
0.635209023328963	0.851004600595873	0.294823271624657	0.865283983322459	SLC26A3	0.661580219717988	1
0.681412297639182	0.590047851765464	0.752100415456232	0.624539779561441	PPP5D1	0.66202508610558	1
0.784042670400932	0.652951705089274	0.614699832705286	0.597218474349812	GFI1	0.662228170636326	1
0.834822636100474	0.497080752886916	0.968677757093191	0.348566545363178	TNFAIP8L2	0.66228692286094	1
1.16754180266226	0.481287217260074	0.833689217921899	0.168745844285351	RIPPLY1	0.662816020532396	1
0.883891364711396	0.437015205405919	0.976775376797209	0.35587387693721	SYNPO2L	0.663388955962933	1
0.853055029873681	0.238095430113769	1.23729190680997	0.33391798438994	IZUMO2	0.66559008779684	1
0.603682466957927	0.725102098251902	0.748785403189736	0.586686133038604	PNPLA1	0.666064025359542	1
0.319525570188184	0.856151975968838	0.494344226392955	1.00059509055667	IL1A	0.667654215776662	1
0.5872694757582	0.885126207623235	0.393133859991559	0.806346454745099	FAM47E	0.667968999529523	1
0.405613561378031	1.08682022490105	0.556222106086924	0.623542831406632	NOTUM	0.668049680943159	1
0.608289830174201	0.882852012029215	0.23527425781845	0.952430532162717	C22orf15	0.669711658046146	1
0.120509176340607	1.37231652505588	0.0932210456838623	1.09438684801666	MEOX1	0.670108398774252	1
1.12611289998715	0.541577497701793	0.636584468684719	0.379768873214236	ABCG5	0.671010934896974	1
0.623592718983615	0.678796594154538	0.723579321215233	0.659063957869201	FAM170A	0.671258148055647	1
0.364361756597448	0.715944666471453	0.591896720865174	1.01548974723597	FAM241A	0.671923222792511	1
0.661415306926895	0.443056890273282	0.920959640980226	0.66279155916348	MOGAT3	0.672055849335971	1
1.10981095337933	0.584115740800141	0.551896109576342	0.446834014240472	C15orf48	0.673164204499071	1
0.861129472204718	0.521461365109226	0.671464161022525	0.640719052936208	KCNT1	0.673693512818169	1
0.0847780945895246	1.17838445843955	0.122964224624432	1.31413989389389	DMBX1	0.675066667886849	1
0.65317708733548	0.482801016433675	1.01925455757887	0.550148959309842	HCAR1	0.676345405164467	1
1.12565900522697	0.31901524739387	0.854019003364976	0.406731216778073	ASCL1	0.676356118190972	1
0.2707433100363	0.925893682819974	0.363757473831935	1.15126841070669	GRIA1	0.677915719348725	1
0.968205397329677	0.152603264009292	1.05736193492533	0.535047798953552	CYP3A7-CYP3A51P	0.678304598804463	1
1.17026758118987	0.475949985473338	0.872940733629506	0.196322986152996	LRRC14B	0.678870321611427	1
0.418971607391234	0.666551116834344	0.303843340027606	1.32841072736776	CCDC185	0.679444197905236	1
0.523669452068761	0.846013764896938	0.393175198988403	0.95498436797451	BHMT	0.679460695982153	1
1.01470569624088	0.631161745441939	0.672801824989603	0.40854257037506	C5AR1	0.681802959261871	1
1.12619363071336	0.452636498711624	0.682422797032645	0.470223741298415	GRIN2C	0.682869166939011	1
0.350357746708109	1.19301407387965	0.203266982461523	0.987431512849969	TCF21	0.683517578974813	1
1.31677330403012	0.544799429813594	0.629137022935112	0.25468545310203	RPGRIP1	0.686348802470214	1
0.719690759430001	0.964186787006781	0.730699971989336	0.338057001281876	TIMP4	0.688158629926998	1
0.790291937546985	1.05877286053289	0.229251756123833	0.680570302703273	ODAM	0.689721714226745	1
0.713239348239892	0.716657758768736	0.662079883555505	0.670053219672244	C12orf60	0.690507552559094	1
0.841581450861277	0.751657759001108	0.748665546049738	0.421666293581154	SYCP3	0.690892762373319	1
0.949364799134462	0.408820676024892	0.708162148177976	0.700763992240555	ZAR1L	0.691777903894471	1
1.0597213195668	0.2971535853268	1.04376130317662	0.37043942597734	MYO1G	0.69276890851189	1
0.838414888012044	0.540021307267946	0.636091608330383	0.757355260302011	ITIH2	0.692970765978096	1
0.698936589348834	0.744849264807257	0.552957134335953	0.776001297529914	FAM133A	0.693186071505489	1
0.923379068265207	0.380637799201884	0.88599291410331	0.58387345361091	RBM44	0.693470808795328	1
0.906749603139548	0.501343538386683	0.801628544527341	0.567897712055591	CACNA2D4	0.694404849527291	1
0.197937062367803	0.79554293712952	0.612464560586358	1.1776967338883	OCA2	0.695910323492995	1
1.18792961062493	0.314111345956262	0.7980220715207	0.484579524320011	MOV10L1	0.696160638105476	1
0.858452314444977	0.646925025797632	0.373536078159812	0.907282851092666	TAC4	0.696549067373772	1
0.817723676905377	0.717307258278223	0.519601300675086	0.73162961669487	C2	0.696565463138389	1
0.599758245877022	0.612198364097898	0.662784036582419	0.912241559694166	ALOXE3	0.696745551562876	1
0.331191407667567	0.913206776102642	0.402168665823144	1.14325128004138	ILDR2	0.697454532408683	1
0.637281790833152	0.576302537072171	0.739463293262082	0.838172772682859	ANGPTL3	0.697805098462566	1
0.74868199235907	0.53101430981831	0.56211640790183	0.951590956252857	GJA9	0.698350916583017	1
0.89540236998016	0.784348485198126	0.639366658951325	0.485299847143186	PABPC3	0.701104340318199	1
0.0425008622441022	1.51838436255091	0	1.25106059073703	ERG	0.702986453883011	1
0.798492272039109	0.724316018851598	0.501866190190866	0.789214147680551	CFAP54	0.703472157190531	1
1.36074547388665	0.227877874838895	0.986829280121329	0.239691246752114	APOC2	0.703785968899747	1
0.224280708206098	1.23528276650256	0.202410277601562	1.15495183687501	PRKG1	0.704231397296308	1
0.687888862279396	0.829422927727736	0.558729277332864	0.743173340474133	GPER1	0.704803601953532	1
0.818751097029645	0.717204023844314	0.548093835001424	0.739592603947815	GPR182	0.705910389955799	1
1.16053374862467	0.431887388837822	0.74811847586629	0.48456189619515	FXYD4	0.706275377380983	1
0.469179024394722	0.823427055685325	0.500854437988023	1.04021855124937	APBA1	0.70841976732936	1
0.924595229952596	0.403924620024594	1.16613527394577	0.339891517194521	LMOD2	0.70863666027937	1
0.228905372072302	1.49501604700845	0.19920597455406	0.913942596166691	ERP27	0.709267497450376	1
0.977044646684959	0.777200875854031	0.566851793425009	0.516310479786105	MYBPHL	0.709351948937526	1
0.916998295920997	0.725946221765583	0.532014714347133	0.665685003106278	HSD17B3	0.710161058784998	1
0.92238428245491	0.485469328634753	0.611588001207069	0.825271027459742	C10orf105	0.711178159939118	1
0.186871687273709	1.33940691908503	0.10841730869809	1.21134151477073	HLA-DPA1	0.71150935745689	1
0.827169329938937	0.79155598438263	0.34278475819396	0.888096940661297	VSIG8	0.712401753294206	1
1.60135320640374	0.330057059543032	0.571727238895981	0.347167482394403	HIGD1B	0.712576246809289	1
0.847844676844007	0.554416462731746	0.936940710989091	0.512041045260529	FAM107A	0.712810723956343	1
0.195653635418812	0.851895907782289	0.79458630833813	1.01093821831424	RPRML	0.713268517463368	1
1.30152200952514	0.41027762782826	0.71068589068752	0.431546749319914	KRTAP5-7	0.713508069340208	1
0.484064199391292	1.00519405515629	0.505510970127947	0.864033475786462	CXCL3	0.714700675115498	1
0.645351817901356	0.798085978291922	0.748827265179069	0.676231180033867	VSTM4	0.717124060351553	1
1.50229155027871	0.301898345372228	0.784425764135605	0.282265775895496	PDZK1IP1	0.71772035892051	1
0.757197302028695	0.579677252611328	0.627575720439697	0.914592279903081	ALKAL2	0.7197606387457	1
0.735323852545582	0.757792932916072	0.590694493266938	0.797077526719115	TM4SF19	0.720222201361927	1
0.364114731677721	0.487813145629702	1.68998695700778	0.342067847059796	CCDC92B	0.72099567034375	1
0.374264271236682	0.989964763957713	0.512220204739471	1.00973123084568	PTPRE	0.721545117694886	1
0.778361201774838	0.52139448536508	0.65684605048392	0.930658898785875	TUBA3E	0.721815159102428	1
0.147495840501102	0.247004596568421	1.11244421217385	1.38565073645918	KRT13	0.723148846425638	1
0.592355767527175	1.05812410265266	0.687333849702154	0.556489052661617	FABP6	0.723575693135902	1
1.31664634302505	0.430730107921323	0.88823074457899	0.258891144225701	SFRP4	0.723624584937766	1
1.33551850961722	0.351455074948575	0.940861965962924	0.268854391339183	CYP4Z1	0.724172485466976	1
0.16128205081821	1.38647092129363	0.0623806496893513	1.28789058033399	LIX1	0.724506050533795	1
0.29536346245168	1.4113493988819	0.137088767823271	1.05442178704133	LDB2	0.724555854049545	1
0.323157149458248	1.1064055467483	0.458299153893553	1.01196738976406	ATP1A3	0.72495730996604	1
0.786194663091877	0.592472050158673	0.85523699505483	0.669348223146514	TTC23L	0.725812982862973	1
0.524897047687742	0.660781518987407	0.808578096900155	0.909711988578858	TEX15	0.725992163038541	1
0.245685832216212	1.10265631557309	0.413364547609834	1.14250817399146	COL25A1	0.726053717347649	1
0.845512010744078	0.498411101249491	0.941837819239223	0.619567156867594	ZNF662	0.726332022025097	1
0.451271277575581	0.808624196082425	0.667625610970015	0.985677070064648	CNTNAP3	0.728299538673167	1
0.949220977774193	0.546828362699962	0.70490795661689	0.713397065271403	CD163L1	0.728588590590612	1
0.516412720408306	0.657257856070789	0.479371300305092	1.261375186033	KCNK17	0.728604265704297	1
0.374264271236682	0.573040828116524	1.11670367617114	0.853892609758526	AMBN	0.729475346320718	1
0.730706434319236	0.815787290026996	0.800763850093917	0.572052238563718	SKAP1	0.729827453250967	1
1.57174681030872	0.492824924523158	0.543247675314612	0.314165675226152	HAVCR2	0.730496271343161	1
0.684835701806797	0.670473928703894	0.978020897140354	0.593879440211711	P2RY4	0.731802491965689	1
0.702051280032207	0.832029208923461	0.584853874010569	0.811744714993584	VSTM2A	0.732669769489955	1
1.02879525995497	0.714674810730993	0.795834581563615	0.393760256725448	MSTN	0.733266227243756	1
0.710677619011809	0.78209172804762	0.677372489561543	0.763024687203326	FAM86B1	0.733291630956074	1
0.280015239428904	1.10667202811326	0.389895322458782	1.15746628123987	CD3G	0.733512217810204	1
0.466205928146388	0.687045858319611	0.649148635829812	1.1387414873909	TEX12	0.735285477421678	1
0.650353836730866	0.835971717821478	0.815817627748806	0.644001076816062	TTC22	0.736536064779303	1
1.06394234431625	0.861172402158915	0.565828278527677	0.458113975942649	EIF2S3B	0.737264250236373	1
0.723209606522437	0.761279412104064	0.559445826582409	0.905893048000615	LYL1	0.737456973302381	1
0.85557733837379	0.746790942832823	0.45125466357467	0.901199746719207	POM121L2	0.738705672875122	1
0.792095781843027	0.720092884186063	0.459550048225055	0.983321187953036	TSPAN32	0.738764975551795	1
0.404407658208424	0.98797827036401	0.469250217189245	1.09506660178267	NAALADL2	0.739175686886087	1
0.77150816061	0.683514828126882	0.664189151025127	0.841696138965486	CCDC190	0.740227069681874	1
0.154330238282942	1.36461522204171	0.429781165790772	1.01489957496908	PSMB8	0.740906550271126	1
0.783273030982504	0.514594641424686	0.803993935163216	0.8632044464789	DPYD	0.741266513512327	1
0.572899738279762	0.702482680336391	0.732360782422351	0.957833263666352	ATP8B4	0.741394116176214	1
1.15498758973041	0.433261998161434	0.857713810438358	0.520825883265238	KLHL10	0.74169732039886	1
0.952480696730516	0.754036039294602	0.854019003364976	0.406731216778073	PRDM12	0.741816739042042	1
1.10150929548869	0.313031120486431	1.23939379072044	0.313579909517215	SUPT20HL2	0.741878529053194	1
0.62333940253556	0.751592329182253	0.491834063915623	1.10092170368711	TFAP2E	0.741921874830136	1
0.650821510651564	1.06146906820372	0.591005712704908	0.664581236055321	DERL3	0.741969381903878	1
0.840312399467121	0.734208561024296	0.847867605981795	0.54917014902117	ATP6V0D2	0.742889678873595	1
1.18720566460183	0.492306161444713	0.655981779364862	0.637326409785094	RNF223	0.743205003799125	1
0.176958559876322	1.58050387655972	0.273776030926576	0.942048464033431	CABCOCO1	0.743321732849012	1
0.590105908399291	0.790578887331913	0.490295659834562	1.10532877126603	MUC19	0.744077306707949	1
0.880441359384653	0.55403020576051	0.99065305974624	0.551420846353224	P2RX5	0.744136367811157	1
0.525318679807883	1.01863169727695	0.433099939271782	1.00000915649463	PLAT	0.744264868212811	1
0.973049433924861	0.941501466275746	0.250903951845644	0.812561770569823	SERPINA4	0.744504155654019	1
0.639533640805938	0.800920237161891	0.774340386721142	0.770604566150111	NTNG2	0.74634970770977	1
0.533914281199369	0.829094981472985	0.619521879291714	1.00317231243474	EDAR	0.746425863599702	1
0.889315498356133	1.06193304470685	0.672983466950993	0.363246993817998	COLEC11	0.746869750957993	1
1.30868777049449	0.659178936635527	0.529717058327311	0.495591308452708	STAB1	0.748293768477509	1
0.688496471451893	0.91677069911687	0.594296007413332	0.796678769885612	FLG	0.749060486966927	1
0.345919103776002	0.910891509579505	0.512110150908938	1.23265981533486	PYGO1	0.750395144899826	1
0.304916723688827	1.20694413773542	0.321642678914384	1.17185823734679	LRRN3	0.751340444421355	1
0.263868059122286	1.11290279562049	0.464934770380518	1.16600599491359	GALNT5	0.751927905009221	1
0.784758691104495	0.722809889300632	1.13823322446871	0.368621058932018	PDE6G	0.753605715951464	1
0.962901748944361	0.558367870064504	0.900504824228457	0.594064845442354	GRIK4	0.753959822169919	1
0.501753501970557	1.03417088006297	0.53741949585048	0.942745377990887	PTH1R	0.754022313968724	1
0.64349308570694	0.397893671780909	1.09128766060237	0.883543909110672	SPATC1	0.754054581800223	1
0.750191939234416	0.867997676588724	0.633074479133073	0.768838208629637	SLC39A2	0.755025575896462	1
1.5763038174308	0.553093521162957	0.609682576209131	0.282068525178588	HAMP	0.755287109995369	1
1.01470569624088	0.77681445592854	0.504601368742202	0.726297902888996	HPD	0.755604855950154	1
0.876132510970046	0.74339115857925	0.745514909664254	0.658466655025383	MS4A12	0.755876308559733	1
0.649210136375047	1.00566257145117	0.506126276079982	0.867202885477404	NRXN2	0.757050467345901	1
0.419913392669772	0.843851903601029	0.584690561748196	1.18346381801376	CHST4	0.757979919008189	1
0.18519628593953	0.333996732667551	1.2562834076961	1.25802936325838	DCT	0.75837644739039	1
0.911913794036473	0.610856273738713	0.612601393598107	0.901787443097765	C6orf118	0.759289726117764	1
0.873283299552258	0.404985585255428	0.623572423161095	1.13594763470139	AMY2A	0.759447235667543	1
0.853549308924183	0.696832659606372	0.711855072218636	0.77680915355397	RBM46	0.75976154857579	1
0.25697092307399	1.20494515038916	0.372716920093672	1.20705759428995	CFC1	0.760422646961693	1
0.628466165926524	0.79385840399618	0.354199456260198	1.26517069812738	SLFN11	0.760423681077571	1
0.81853294374382	1.02183927890392	0.733917958901457	0.489345413355372	MGP	0.765908898726142	1
0.996176796142474	0.638287765148542	0.904620034446705	0.528963787691258	DNAJC28	0.767012095857245	1
0.406590607121199	1.33703775118396	0.0428893799309442	1.28481436705357	TMEM100	0.767833026322418	1
0.854428319221016	0.981169622459742	0.778978362995774	0.458681885830181	CITED1	0.768314547626678	1
1.10332313492139	0.667550792395848	0.702061347696655	0.601848995323896	CDKN2C	0.768696067584447	1
1.14146558084487	0.453590663601105	0.920406711320655	0.563438483674683	SLC38A11	0.769725359860328	1
0.925316690695716	0.413222908717192	1.16315505745241	0.579526287911787	IL17C	0.770305236194276	1
1.45232349709205	0.272399714906797	0.539260305372953	0.818631813542238	TSSK3	0.77065383272851	1
0.905172858243772	1.0105679632076	0.700205270108561	0.472425163308239	DEFB134	0.772092813717043	1
0.299536658797902	1.24401874422299	0.139025697801811	1.40699964978583	CPA2	0.772395187652133	1
1.27339840624309	0.528620356509729	0.790814567876825	0.505476781846585	MSANTD1	0.774577528119057	1
0.945484968141457	0.791680403745155	0.666086497123076	0.697900134365947	CRYGN	0.775288000843909	1
0.0378617715350468	1.52172941093509	0.0878650250823573	1.4583400106409	CUZD1	0.776449054548349	1
0.769908104448873	0.890809952624179	0.568498544671112	0.876716028519895	MATN1	0.776483157566015	1
0.744712634324539	0.762954083805019	0.864119554383567	0.740774986903555	MYADML2	0.77814031485417	1
0.417060166355767	1.08955353144433	0.314555425166222	1.29296466360983	CSF1R	0.778533446644037	1
0.627888869239661	0.811154844455235	1.09284647167674	0.589870650670964	FAM72C	0.78044020901065	1
0.332183309438698	0.794703324280772	0.564402259912997	1.4377503777182	ACVR1C	0.782259817837667	1
0.531621425507801	0.997821347157732	0.476388002655327	1.12743094983299	CSMD3	0.783315431288462	1
0.563007803005986	0.888966861232712	0.513291620693584	1.17117576239679	GPR17	0.784110511832268	1
1.01998463504239	0.676205006570395	0.732079518821286	0.721138628138298	FAM106A	0.787351947143092	1
0.271628157517378	1.23323933065559	0.455261307960441	1.19084591881733	USH1G	0.787743678737685	1
0.929070704206714	0.737928139796321	0.754626265400577	0.735659320162579	CATSPER2	0.789321107391548	1
1.18588534690791	0.82493242143112	0.635090639894644	0.514191158637656	HSPA6	0.790024891717833	1
0.496957647663248	0.745046184639328	0.851229936210407	1.06712507476685	POU4F1	0.790089710819958	1
0.701641825185577	0.805719601320026	0.596068827860991	1.05936094009537	PPFIA2	0.790697798615491	1
1.08865384302292	0.972330256491636	0.421069385403121	0.681824424882702	LYPD2	0.790969477450095	1
0.331232123750878	1.36297571636845	0.494153675204368	0.977982523091664	LRRC10B	0.79158600960384	1
1.09049589690282	0.505718040471245	1.02200987882304	0.551636161014041	SULT1A3	0.792464994302786	1
0.272264640182824	1.04321188017789	0.492834328814116	1.37097657855356	MME	0.794821856932098	1
0.260024714853478	1.44094893204548	0.30171697158287	1.17698740950262	PDK4	0.794919506996112	1
0.779271991854144	0.538843446611794	1.22507245479326	0.637624713744741	SLC17A8	0.795203151750985	1
0.52308471937999	1.22995622188686	0.520247922811727	0.912622873615606	CACNA1G	0.796477934423546	1
0.680983807131832	0.892056160928928	0.649697366713861	0.966734433927798	GRM2	0.797367942175605	1
0.345012352820967	1.23258996112002	0.533775323680188	1.08040701159143	CD52	0.797946162303151	1
0.78332795511342	0.721492095518862	1.13615804994826	0.551923508929662	CXCL17	0.798225402377551	1
0.371674207075874	1.49382226256846	0.287512198568221	1.0475088050101	CBLN1	0.800129368305664	1
0.579389881433709	0.784659571432392	0.701518976056232	1.13594763470139	BCL11B	0.800379015905931	1
0.88092273792997	1.14085332445656	0.408867812179302	0.772411267554379	C6orf99	0.800763785530053	1
0.0311796359491807	1.75442812027634	0.0723579321215233	1.34741964719926	DLX6	0.801346333886576	1
0.79241104296211	0.632449628457281	1.03684453275846	0.744431125331043	ZNF534	0.801534082377223	1
0.995374075114157	0.869691043276161	0.55237788834511	0.792806321600112	POU5F1B	0.802562332083885	1
0.425612068726806	0.641477910672045	1.29636815238524	0.84966332491574	SLC17A1	0.803280364174958	1
0.687448613407537	0.729118048334528	0.963855894480104	0.834189456363157	C11orf45	0.803653003146331	1
0.84828308663319	1.13646497895962	0.533160577502866	0.697305137392378	SRARP	0.803803445122014	1
1.30152200952514	0.512847034785325	0.57743228618361	0.827131269529835	NDUFA4L2	0.804733150005978	1
0.777927574364379	0.701486173903436	0.590200876698748	1.15245420896608	CNGA1	0.805517208483161	1
0.797134291984621	0.989213399235532	0.658134994853002	0.777671015222285	MUC4	0.80553842532386	1
1.3396284629186	0.346709598261473	0.883195422897703	0.657860074348276	SLC22A7	0.806848389606513	1
0.867969376245531	0.779149321245334	0.640165422791044	0.940862833825772	NEB	0.80703673852692	1
0.935142306524895	0.854203866011647	0.575422613477949	0.865209202924626	GPR37L1	0.807494497234779	1
0.78332795511342	0.705094547893433	0.937330391207313	0.804888450522424	FBXW10	0.807660336184147	1
0.901886300210815	0.522498800462676	1.04649438175529	0.763313274452647	CNTNAP3B	0.808548189220357	1
