RNA11_HP_Hyb1_total	RNA12_HP_Hyb2_total	RNA22_HP_Hyb1_total	RNA23_HP_Hyb2_total	gene	mean	bins
0	0.0173588513824804	0	0.0243449975591411	USP26	0.0104259622354054	1
0.0251378061888434	0.0168388577066186	0	0	BRINP3	0.0104941659738655	1
0.0422722730597905	0	0	0	SIGLEC9	0.0105680682649476	1
0	0	0.0424366830368825	0	MPIG6B	0.0106091707592206	1
0	0	0.042523554445351	0	CEACAM3	0.0106308886113377	1
0	0.0425754076806989	0	0	MRGPRX3	0.0106438519201747	1
0.034976830297925	0.00780988157824607	0	0	LOXHD1	0.0106966779690428	1
0.0428626679349273	0	0	0	UGT2B4	0.0107156669837318	1
0	0	0.0429929417313984	0	MAGEA10	0.0107482354328496	1
0	0.0430337553710413	0	0	LCN6	0.0107584388427603	1
0	0.0433448427592657	0	0	CSH1	0.0108362106898164	1
0.0434697878773483	0	0	0	OPN4	0.0108674469693371	1
0.0437352792528207	0	0	0	TRAT1	0.0109338198132052	1
0	0	0.0437782009411043	0	PHOX2B	0.0109445502352761	1
0	0	0.0438861049575084	0	TMEM233	0.0109715262393771	1
0	0.0235948316053061	0.0204355694506188	0	CYTH4	0.0110076002639812	1
0.0264045835410343	0.0176874235448331	0	0	CA1	0.0110230017714668	1
0	0.0445250241215229	0	0	KRT33B	0.0111312560303807	1
0	0	0	0.0445322219252603	KRT40	0.0111330554813151	1
0	0.0445525937959016	0	0	KRT31	0.0111381484489754	1
0.0112052833136791	0.00750599196540591	0.0260038677403138	0	COL6A5	0.0111787857548497	1
0	0	0	0.0447494522761153	KRT14	0.0111873630690288	1
0	0.02400014642441	0.0207866140892802	0	CPNE6	0.0111966901284225	1
0	0.0451395476664875	0	0	GDPD4	0.0112848869166219	1
0.0453605767926215	0	0	0	ANGPTL5	0.0113401441981554	1
0.0454181166363331	0	0	0	B3GALT4	0.0113545291590833	1
0	0.0455395183420133	0	0	REG3A	0.0113848795855033	1
0.0273039770831031	0.0182898929792529	0	0	OR56A4	0.011398467515589	1
0.0456109748810733	0	0	0	MINDY4B	0.0114027437202683	1
0.0456885775605817	0	0	0	SIGLECL1	0.0114221443901454	1
0.0458250195584163	0	0	0	LRRC10	0.0114562548896041	1
0	0	0	0.045951737196102	KCNJ18	0.0114879342990255	1
0	0.0461233583207571	0	0	NEUROG3	0.0115308395801893	1
0	0.0468745530816815	0	0	TRIM64	0.0117186382704204	1
0	0.0196055692044635	0	0.0274959168617547	CLEC1B	0.0117753715165546	1
0	0.0472283813458359	0	0	GPR151	0.011807095336459	1
0	0	0	0.0475318016404333	ZNF492	0.0118829504101083	1
0	0.0475875919182414	0	0	HSD11B1	0.0118968979795603	1
0.0481460537180312	0	0	0	CFAP299	0.0120365134295078	1
0.0102778533963188	0.00688474203237786	0.0119258002180962	0.0193110735590163	C4orf54	0.0120998673014523	1
0	0	0	0.0486079069762235	OR56B1	0.0121519767440559	1
0	0	0	0.0488668352942566	POLR2J2	0.0122167088235642	1
0	0	0	0.0489854441177864	CCT8L2	0.0122463610294466	1
0	0.0179298377723352	0.0310581953848303	0	KRT77	0.0122470082892914	1
0.0490026669000582	0	0	0	HEMGN	0.0122506667250146	1
0.0294688191618457	0.0197400381290483	0	0	DNAJB8	0.0123022143227235	1
0.0254655869712963	0	0	0.023923664030972	TLR10	0.0123473127505671	1
0	0.0495028819954462	0	0	OR51E2	0.0123757204988616	1
0	0.0499322963083838	0	0	LRRC72	0.0124830740770959	1
0	0.0267879519658902	0.0232011426059799	0	CYSLTR2	0.0124972736429675	1
0.0231745082729078	0	0.0268902994777398	0	BRDT	0.0125162019376619	1
0	0.0294585215886923	0	0.0206571166597011	CD28	0.0125289095620984	1
0.0501933859088447	0	0	0	CTLA4	0.0125483464772112	1
0	0.0209499021634535	0	0.0293812825397117	FREM3	0.0125827961757913	1
0	0	0.0503378586750096	0	CFHR4	0.0125844646687524	1
0	0.0122118871317687	0.0211535197011751	0.0171266148816429	KIF25	0.0126230054286467	1
0	0.00815509905705328	0.0423789656849112	0	FYB1	0.0126335161854911	1
0.0303000975585127	0.0202968798252133	0	0	CPLX4	0.0126492443459315	1
0	0	0.0360221208321745	0.014582372092867	SLC6A5	0.0126511232312604	1
0.0507387084765837	0	0	0	TBC1D3F	0.0126846771191459	1
0.0104224573884075	0.0209448201961133	0	0.0195827702081583	GPR26	0.0127375119481698	1
0	0.0212186490652849	0	0.0297581878155824	CETP	0.0127442092202168	1
0	0	0.0513118724081202	0	OR2L5	0.01282796810203	1
0	0.0514865395208451	0	0	SH2D1B	0.0128716348802113	1
0	0.0515418617337973	0	0	GGTLC2	0.0128854654334493	1
0.051765708840929	0	0	0	TPRX1	0.0129414272102323	1
0.0235530853732985	0.0078886568337223	0.0204971831070043	0	SLC6A1	0.0129847313285063	1
0.0519409312596362	0	0	0	HTR3D	0.012985232814909	1
0	0.0125923064368885	0.0218124847881211	0.0176601356112425	IL31RA	0.013016231709063	1
0	0.0208316268038162	0.0120282318161864	0.0194769378271839	IYD	0.0130841991117966	1
0.0356856630714045	0	0	0.0167624609439601	IL7R	0.0131120310038411	1
0	0.0525968121201616	0	0	SSMEM1	0.0131492030300404	1
0	0	0.0527227318440456	0	IL12B	0.0131806829610114	1
0	0	0	0.0529155820045306	GYPB	0.0132288955011327	1
0	0.0220307529027499	0	0.0308971264184446	HOXC12	0.0132319698302986	1
0	0	0.0292849008645028	0.0237100598878383	MAGEC1	0.0132487401880853	1
0	0.0311819887238921	0	0.02186565869613	SLC17A6	0.0132619118550055	1
0	0	0.0530820008855723	0	LIPF	0.0132705002213931	1
0	0	0.0378374432541967	0.015317245732034	CHAT	0.0132886722465577	1
0	0.0141221666301042	0	0.039611389551576	TEX13C	0.0134333890454201	1
0.0538685285079878	0	0	0	MAGEC2	0.013467132126997	1
0	0.0541402851620625	0	0	OR52N4	0.0135350712905156	1
0	0.0225981278204714	0	0.0316928438701758	C5orf58	0.0135727429226618	1
0	0	0	0.0543110952005597	TCL1B	0.0135777738001399	1
0.036994608522448	0	0	0.0173773058175719	ENAM	0.013592978585005	1
0.0408029803779402	0.0136661802431873	0	0	CNR2	0.0136172901552819	1
0.00552426691241142	0.025903470112254	0.0128200512321872	0.0103795530634273	NALCN	0.01365683533007	1
0.0546913675381505	0	0	0	TEX55	0.0136728418845376	1
0	0	0	0.0553538205609654	GSX1	0.0138384551402413	1
0	0.0554333120033752	0	0	IL20	0.0138583280008438	1
0.0554537149431738	0	0	0	PRAMEF8	0.0138634287357934	1
0.0332344820064751	0.0222625120607615	0	0	PRDM13	0.0138742485168091	1
0.0555110314444071	0	0	0	KLK4	0.0138777578611018	1
0	0.0297693169136868	0.0257833136283252	0	NSMCE3	0.013888157635503	1
0	0	0	0.0557822083375566	CD1A	0.0139455520843892	1
0	0.0559941159380397	0	0	HOXA6	0.0139985289845099	1
0.0134519531427586	0.0270328512136685	0.0156088338233342	0	KCNA1	0.0140234095449403	1
0.0561641024025766	0	0	0	TRIM10	0.0140410256006441	1
0.0562081872553258	0	0	0	GFRAL	0.0140520468138315	1
0.0158684954712554	0.010629699952782	0	0.0298153390109735	C22orf34	0.0140783836087527	1
0	0	0	0.0564689506897817	LILRA5	0.0141172376724454	1
0	0.0566554637640796	0	0	IL27	0.0141638659410199	1
0	0.0566554637640796	0	0	TBC1D21	0.0141638659410199	1
0.0339487502670442	0.0227409731290711	0	0	LRFN2	0.0141724308490288	1
0.0200698516152705	0.0134440282100861	0.0232878434378408	0	C8orf74	0.0142004308157993	1
0	0.0334196186625086	0	0.0234347456764143	TCP10L2	0.0142135910847307	1
0	0.0236763537283255	0	0.0332050065424942	HOXB13	0.0142203400677049	1
0	0	0.0570941539529656	0	TXNDC8	0.0142735384882414	1
0.0572568474653133	0	0	0	DMRTC1	0.0143142118663283	1
0.0572568474653133	0	0	0	HTR2A	0.0143142118663283	1
0.0572873844506281	0	0	0	OR6K3	0.014321846112657	1
0	0.0128624309939902	0.0445607930208523	0	PLEKHS1	0.0143558060037106	1
0	0	0	0.0574331331147637	C9orf57	0.0143582832786909	1
0	0.0239124090994952	0	0.0335360634372349	CYP2F1	0.0143621181341825	1
0	0	0.0318112654617978	0.025755491292149	UBASH3A	0.0143916891884867	1
0	0	0.0576220703094424	0	TRIM49	0.0144055175773606	1
0	0.0578861134194538	0	0	AIF1	0.0144715283548635	1
0	0.0581668868070987	0	0	CLEC4F	0.0145417217017747	1
0	0.0584503972220805	0	0	PRSS56	0.0146125993055201	1
0.0585042733360173	0	0	0	IFNL4	0.0146260683340043	1
0	0.0587366848819437	0	0	SMIM9	0.0146841712204859	1
0	0	0.0589019556140472	0	TBC1D3K	0.0147254889035118	1
0.035275483036101	0.0236297008145751	0	0	C2orf78	0.014726295962669	1
0.0305239686970525	0	0	0.0286757643883603	TRIM31	0.0147999332713532	1
0.0592138069707429	0	0	0	MAGEA9	0.0148034517426857	1
0	0	0.0594923809447847	0	SLC6A18	0.0148730952361962	1
0	0.0595632773016399	0	0	EBLN1	0.01489081932541	1
0	0	0	0.0597808145039336	CARD16	0.0149452036259834	1
0	0	0	0.0598162506713929	MTRNR2L5	0.0149540626678482	1
0	0.0219166734634118	0.037964221163364	0	KLHL38	0.014970223656694	1
0	0.0601106424230418	0	0	GH1	0.0150276606057605	1
0.0601421309322103	0	0	0	TNP2	0.0150355327330526	1
0.0602095548458115	0	0	0	PRAMEF6	0.0150523887114529	1
0	0.0220510079621149	0.0381969163589715	0	IL1RAPL2	0.0150619810802716	1
0	0.0220814604819337	0.0382496664352689	0	RORC	0.0150827817293006	1
0.0184686805097881	0.0123714647490339	0.00714331373677922	0.0231338869515451	MUC5AC	0.0152793364867866	1
0.0612859523649264	0	0	0	VWC2L	0.0153214880912316	1
0.0367101318677128	0.0245907173548807	0	0	FBXO39	0.0153252123056484	1
0	0.0360754269142046	0	0.0252970706649887	LTF	0.0153431243947983	1
0.0615199575285955	0	0	0	LUZP4	0.0153799893821489	1
0.0615552125185832	0	0	0	CCL16	0.0153888031296458	1
0	0	0.0340258089214643	0.0275484616114223	DNAJC5B	0.0153935676332216	1
0	0.061761750197752	0	0	FCER1A	0.015440437549438	1
0	0	0	0.0618321169624019	TMPRSS11D	0.0154580292406005	1
0	0	0.0620699890833286	0	PRR30	0.0155174972708321	1
0	0.062242594273686	0	0	HNRNPCL2	0.0155606485684215	1
0	0	0	0.0622709132259425	IL1RN	0.0155677283064856	1
0	0.0622964839656979	0	0	KCNK18	0.0155741209914245	1
0	0.0106187188577894	0.0367876440611936	0.0148922690204604	C5AR2	0.0155746579848608	1
0	0	0.0623806496893513	0	OPN1MW	0.0155951624223378	1
0.0625044200436006	0	0	0	CD86	0.0156261050109002	1
0.0268870702991058	0.0360212460477502	0	0	ANKRD22	0.015727079086714	1
0.0330453302091763	0.0110679032426367	0.0191719024887439	0	MS4A4A	0.0158212839851392	1
0.063296314581572	0	0	0	CEACAM16	0.015824078645393	1
0	0	0	0.0633856877403517	CASP5	0.0158464219350879	1
0.0211278217633611	0.0424581661961336	0	0	OPN5	0.0158964969898737	1
0	0	0.0636225309235956	0	KCNA10	0.0159056327308989	1
0	0	0	0.0638468933139133	GGT6	0.0159617233284783	1
0.0222067078447235	0	0	0.0417242153742567	ANKRD62	0.015982730804745	1
0	0.0640146254273853	0	0	GPRC5D	0.0160036563568463	1
0	0.0235755042530737	0.0408376599211415	0	TSPYL6	0.0161032910435538	1
0	0.0207684915515604	0	0.043690293642361	TPH2	0.0161146962984803	1
0.0644740971458149	0	0	0	PATE2	0.0161185242864537	1
0.0276982583406209	0.0371080139145854	0	0	SIGLEC5	0.0162015680638016	1
0.0390170162894761	0.0261360112533168	0	0	GNA15	0.0162882568856982	1
0	0.0272083338931295	0	0.0381584476773076	PRR27	0.0163416953926093	1
0	0.0272272095031714	0	0.0381849198597275	TRPM8	0.0163530323407247	1
0.0251142964332307	0.0168231094179053	0	0.0235936438818424	SLC6A7	0.0163827624332446	1
0	0.0352967569194903	0.0305706495166357	0	GAB4	0.0164668516090315	1
0.023285030532176	0.0155977539519577	0.0270185428309828	0	HTR1A	0.0164753318287791	1
0	0.0276208978811444	0	0.0387370498589788	RPE65	0.0165894869350308	1
0	0.0276421202383331	0	0.0387668132472685	FAM177B	0.0166022333714004	1
0	0.017459946367479	0	0.0489735573320262	C21orf62	0.0166083759248763	1
0.0667996553761988	0	0	0	PSG7	0.0166999138440497	1
0	0	0.0673347045269173	0	RNASE11	0.0168336761317293	1
0	0.0674975975425713	0	0	IL26	0.0168743993856428	1
0.0258766190905632	0.0173337602939969	0	0.0243098084516116	SKOR2	0.0168800469590429	1
0	0	0	0.0675435173243908	CCL3	0.0168858793310977	1
0	0.067624472725922	0	0	CYLC1	0.0169061181814805	1
0.031306862677041	0	0.036326592270278	0	PNMA6E	0.0169083637368297	1
0	0.0281724506579409	0	0.0395105774794988	SP9	0.0169207570343599	1
0.051076483996637	0.0171070943843036	0	0	CYP11B1	0.0170458945952352	1
0.0683729126956892	0	0	0	GPR21	0.0170932281739223	1
0	0.0685261323622677	0	0	PVALB	0.0171315330905669	1
0	0	0.0688219426169651	0	CALML3	0.0172054856542413	1
0	0	0	0.0692112584928943	KRT6C	0.0173028146232236	1
0.0471630497672569	0	0	0.0221536805450362	SLC9A4	0.0173291825780733	1
0.0296314057503249	0.0396978973684861	0	0	FPR2	0.0173323257797027	1
0.0695685530083728	0	0	0	IFNA6	0.0173921382520932	1
0.00773791347080126	0.0310999988389069	0.00897860736082728	0.0218081651585145	MGAT4C	0.0174061712072625	1
0	0	0.0697462440287207	0	GSX2	0.0174365610071802	1
0	0.0698567368741564	0	0	IL17F	0.0174641842185391	1
0.0157429057372018	0.0210911443588982	0.018267116822413	0.0147896841393287	LCP2	0.0174727127644604	1
0	0.0293563602531134	0	0.0411709567044634	FOXF2	0.0176318292393942	1
0	0.0258728655089468	0.044817165796233	0	CATSPERD	0.0176725078262949	1
0	0	0.070937130380947	0	CCDC105	0.0177342825952367	1
