RNA17_CM_Hyb1_total	RNA19_CM_Hyb2_total	RNA3_CM_Hyb1_total	RNA4_CM_Hyb2_total	gene	mean	bins
0	0	0	0.0550828040436401	DCAF4L2	0.01377070101091	1
0	0.0313859652174972	0	0.0237804657182593	RAX	0.0137916077339391	1
0	0	0	0.0551840902294391	BHLHE22	0.0137960225573598	1
0	0.0390173253368723	0.0164113814695321	0	TIGIT	0.0138571767016011	1
0	0	0.0291688720545433	0.026271620428751	LEP	0.0138601231208236	1
0	0.0556047095523839	0	0	DYNAP	0.013901177388096	1
0	0	0	0.0560254158116551	FGF3	0.0140063539529138	1
0.0299333190705393	0	0.0264239292970975	0	MCHR2	0.0140893120919092	1
0	0.0320721361169891	0	0.0243003625396302	GLRA2	0.0140931246641548	1
0	0	0.0434050041384802	0.0130312408755724	WNT9B	0.0141090612535131	1
0	0.0567194579061787	0	0	SLC6A18	0.0141798644765447	1
0.0568462580541417	0	0	0	KRT39	0.0142115645135354	1
0	0	0	0.0570550337194739	KRTAP10-7	0.0142637584298685	1
0.0291436741844937	0.0152911162415963	0.012863431286954	0	ADGB	0.014324555428261	1
0	0	0.0573833091451894	0	PYHIN1	0.0143458272862974	1
0	0	0	0.0574922370429948	POU1F1	0.0143730592607487	1
0	0	0.0306255283489338	0.0275835916695251	TMPRSS11D	0.0145522800046147	1
0	0	0	0.0583114269490478	IFNA6	0.0145778567372619	1
0	0.0583917760754027	0	0	AMY1B	0.0145979440188507	1
0	0.0317550145145496	0.0267134485651844	0	SERPINB5	0.0146171157699335	1
0.021169890828912	0	0.0373758551246662	0	LILRA2	0.0146364364883945	1
0.0220607336925483	0	0.0194743277870485	0.0175400045215916	PSG6	0.0147687665002971	1
0	0	0	0.0590766687725261	DNASE2B	0.0147691671931315	1
0	0	0	0.0593884190035157	KLRC2	0.0148471047508789	1
0	0	0.031296720266412	0.0281881162208296	NLRP2B	0.0148712091218104	1
0	0	0.0313556225002885	0.0282411678824748	SFTPC	0.0148991975956908	1
0	0.0339603499038138	0	0.0257310212087253	GOLGA6L2	0.0149228427781348	1
0.0161930138772845	0.0169923157891383	0.0142945409024624	0.0128747094536436	OR2AG1	0.0150886450056322	1
0.0603934645567202	0	0	0	KRT83	0.01509836613918	1
0	0.0233727899908427	0.0196620229211093	0.0177090564927871	OPN5	0.0151859673511848	1
0	0	0.0609151276848994	0	ELOA3D	0.0152287819212249	1
0	0.0332291007587932	0.027953502385604	0	P2RY10	0.0152956507860993	1
0	0.0334347958113237	0.02812654038574	0	TNFRSF13B	0.0153903340492659	1
0.0427392889389886	0	0.0188642620364068	0	GPR12	0.0154008877438489	1
0.032946682002866	0	0.0290840048096945	0	CD86	0.0155076717031401	1
0	0	0.0622232956930718	0	IL23R	0.0155558239232679	1
0	0	0.022443135278608	0.0404278595461741	MS4A2	0.0157177487061955	1
0.0633675131750701	0	0	0	C15orf32	0.0158418782937675	1
0	0.0194894643781277	0	0.0443002344805625	CCR3	0.0159474247146726	1
0.064230145231906	0	0	0	OOSP2	0.0160575363079765	1
0	0.0644050213081	0	0	PRAMEF11	0.016101255327025	1
0	0	0	0.0646787666733691	GJA8	0.0161696916683423	1
0.0648555246528352	0	0	0	LUZP4	0.0162138811632088	1
0.016342581331195	0.034298532057568	0.0144265730308731	0	TPH2	0.016266921604909	1
0.0652291163847064	0	0	0	AQP12A	0.0163072790961766	1
0	0.0652538519019464	0	0	NUDT4B	0.0163134629754866	1
0.0469476559054106	0	0	0.0186635247117185	PSG7	0.0164027951542823	1
0.0662209041192107	0	0	0	CD200R1L	0.0165552260298027	1
0.02366515068837	0.0124166420390224	0.0208906425351975	0.00940782060703551	PAX5	0.0165950639674064	1
0	0	0.0350128632332469	0.0315351464831278	OR4E2	0.0166370024290937	1
0	0	0.0237834224437116	0.0428421809228312	EVX2	0.0166564008416357	1
0.0666496445225723	0	0	0	TRIM43	0.0166624111306431	1
0	0.0668319821785402	0	0	KRT35	0.016707995544635	1
0.0668858511777025	0	0	0	TFDP3	0.0167214627944256	1
0.0672832715649734	0	0	0	NEUROG1	0.0168208178912433	1
0	0	0.0673294058358239	0	OR10H1	0.016832351458956	1
0.0377333375687605	0	0	0.0300009474206364	OTOP2	0.0169335712473492	1
0.0360974644704655	0	0.0318653887570672	0	PSG4	0.0169907133068832	1
0.00847841764329517	0.0177938401188147	0.0149688116997484	0.026964014138763	RGPD6	0.0170512709001553	1
0	0	0	0.0682066994010074	PATE3	0.0170516748502519	1
0	0	0.0682798664828688	0	PROP1	0.0170699666207172	1
0.0128474865037271	0	0.0453649759613886	0.0102147541648888	TTC34	0.0171068041575011	1
0.0685458511161321	0	0	0	CALHM3	0.017136462779033	1
0	0.0273197526873076	0	0.0413991691961512	ABCC12	0.0171797304708647	1
0	0	0	0.0690435914181977	CTAGE6	0.0172608978545494	1
0.0368372628639721	0	0.0325184530029017	0	G6PC2	0.0173389289667185	1
0	0	0.0694178642575832	0	ZNRF4	0.0173544660643958	1
0	0	0	0.0698741507251299	HOXD12	0.0174685376812825	1
0	0	0.0151871352979216	0.0547145811056395	PAX2	0.0174754291008903	1
0	0.0700219589354416	0	0	CEACAM16	0.0175054897338604	1
0.0375581247243285	0	0.0331548008394427	0	TRIM60	0.0176782313909428	1
0.0707735912774064	0	0	0	NTSR2	0.0176933978193516	1
0.0389937142024278	0	0.0114740271500138	0.0206686967881841	TMC1	0.0177841095351564	1
0	0	0.0711471348974519	0	CCL18	0.017786783724363	1
0	0	0.0254355533157557	0.0458182408189974	NKX6-1	0.0178134485336883	1
0	0.0405553803117558	0	0.0307279328359487	HEATR9	0.0178208282869261	1
0.0350364313254487	0.0367658614831202	0	0	PRDM13	0.0179505732021422	1
0	0.0389981175954855	0.0328066047032884	0	GPR151	0.0179511805746935	1
0	0.0268051577517357	0.0450989057211459	0	GPR119	0.0179760158682204	1
0.0279048166692583	0	0	0.0443730129173631	LINC02054	0.0180694573966554	1
0	0	0	0.072490211923776	DBX1	0.018122552980944	1
0	0.0394120279646582	0.0331548008394427	0	SH2D1A	0.0181417072010252	1
0.0386213322114087	0	0.0340933576162755	0	IQCJ	0.018178672456921	1
0	0	0	0.0728421061564157	HS3ST6	0.0182105265391039	1
0	0.0733501631564472	0	0	CENPVL2	0.0183375407891118	1
0.0211580242981783	0	0.0186774522666143	0.0336445602426494	C8orf74	0.0183700092018605	1
0	0.0419587797716965	0	0.0317912581953848	MMP13	0.0184375094917703	1
0	0	0	0.0737974124666638	C1QA	0.0184493531166659	1
0.0741084725417868	0	0	0	LRIT2	0.0185271181354467	1
0.0199327136144781	0.0209166105110798	0.0175957973122549	0.0158480625258458	MUCL3	0.0185732959909146	1
0.0287770637976748	0	0	0.0457600219615399	TECTB	0.0186342714398037	1
0.04152465934868	0	0	0.0330153440444921	KLRC1	0.018635000848293	1
0.0416621582206955	0	0	0.0331246663757652	LILRA6	0.0186967061491152	1
0.0215362773000856	0	0.0190113587924914	0.0342460415402548	VWC2L	0.018698419408208	1
0.0749422541653543	0	0	0	IZUMO2	0.0187355635413386	1
0	0.0544829272413776	0	0.0206402666688055	TMPRSS15	0.0187807984775458	1
0	0.0409890528849412	0.0344814503383649	0	MAGEA10	0.0188676258058265	1
0.0324882358467509	0	0.0430189604924343	0	POTEM	0.0188767990847963	1
0	0	0.0397462125371451	0.0357983472005288	FAM71B	0.0188861399344185	1
0.028267035957027	0	0.0249530016302845	0.0224744990537518	MS4A14	0.0189236341602658	1
0	0	0.0757285791900908	0	CCDC166	0.0189321447975227	1
0	0.0431628275748073	0	0.0327035391243479	SUPT20HL1	0.0189665916747888	1
0.0129800259105743	0	0.0114582444441678	0.0516006666720139	MUC5AC	0.019009734256689	1
0.0426829046527894	0	0	0.0339362394305804	CEACAM7	0.0191547860208424	1
0.0428930856226706	0	0	0.0341033497005037	OR10G3	0.0192491088307936	1
0	0	0.0771309602862036	0	BECN2	0.0192827400715509	1
0	0.0771605612424964	0	0	CELA3B	0.0192901403106241	1
0.0771900109365033	0	0	0	TRIM48	0.0192975027341258	1
0	0.0440264039694125	0	0.0333578522450277	ADAD1	0.0193460640536101	1
0.0175290628550852	0	0.0464218534973312	0.0139369726330232	ACTR3C	0.0194719722463599	1
0.0268463124807611	0.0281714709135715	0.0236988441277667	0	ASB5	0.0196791568805248	1
0.0418623830106655	0	0.0369544268136488	0	CCDC197	0.0197042024560786	1
0	0.0448574044218363	0	0.0339874832802302	CATSPER1	0.0197112219255166	1
0	0.0791126926188046	0	0	TERB2	0.0197781731547012	1
0	0	0	0.0792891617871685	PDILT	0.0198222904467921	1
0.0551303534780187	0	0.0243334285615676	0	MRGPRE	0.0198659455098966	1
0.0552514008508662	0	0.0243868564359404	0	OR51M1	0.0199095643217016	1
0	0.0432571038636492	0.0363894155554859	0	C5orf47	0.0199116298547838	1
0	0.0231948593233349	0.039024682619918	0.0175742422817353	FOXL2NB	0.0199484460562471	1
0	0.0798785051851603	0	0	TRPM1	0.0199696262962901	1
0.0799419315523122	0	0	0	PSG2	0.0199854828880781	1
0	0	0.0805493348355519	0	CLDN17	0.020137333708888	1
0	0	0	0.0807469445823586	OR1L6	0.0201867361455897	1
0	0.0569641727293598	0.0239601449019463	0	RIPPLY2	0.0202310794078265	1
0	0.0322068747292166	0	0.0488049021327171	DTHD1	0.0202529442154834	1
0.0810577996018971	0	0	0	TEX13A	0.0202644499004743	1
0	0.0815001812849413	0	0	HLA-DQA2	0.0203750453212353	1
0	0.031477421010184	0.0264799270280583	0.0238497597905509	GABRR1	0.0204517769571983	1
0.025318668763298	0.0132842106554997	0.0335254526095874	0.0100651585477171	GLB1L3	0.0205483726440256	1
0	0.0192277126720784	0.0485251089955922	0.0145684212312831	SLC12A3	0.0205803107247384	1
0	0	0.0701682749760774	0.0126397365168229	MKRN3	0.0207020028732251	1
0.0463709033758601	0	0	0.0368684861627067	CD1C	0.0208098473846417	1
0	0	0	0.0833251672460248	CD300LF	0.0208312918115062	1
0.0464469836110953	0	0	0.0369289758856972	ADAMDEC1	0.0208439898741981	1
0	0	0	0.084142844120869	CAPZA3	0.0210357110302173	1
0	0	0.0581341811752951	0.0261799485924193	IL10	0.0210785324419286	1
0	0.0458438519727795	0.0385654801431018	0	SIX6	0.0211023330289703	1
0	0.0845745653476473	0	0	VSTM1	0.0211436413369118	1
0.0607987898222015	0	0	0.024169890794451	CYP4F11	0.0212421701541631	1
0.0474592397501468	0	0	0.0377337984951089	LRIT1	0.0212982595613139	1
0.0852052265190747	0	0	0	OR52N4	0.0213013066297687	1
0	0	0.0852188614926853	0	IL22	0.0213047153731713	1
0.0246222539777887	0	0.021735534796895	0.0391532260097107	ADIPOQ	0.0213777536960986	1
0.0193271455954686	0.0202811511031651	0	0.0460997661082078	FAM9C	0.0214270157017104	1
0.0595048586672886	0	0.0262642471179506	0	PRAME	0.0214422764463098	1
0.0285833603812832	0	0.0420537335005973	0.0151506677676617	SAG	0.0214469404123856	1
0	0	0.0858040553913475	0	FCER1A	0.0214510138478369	1
0	0.0861067132706119	0	0	RNF113B	0.021526678317653	1
0	0	0	0.0861146276512002	TRIML1	0.0215286569128001	1
0.0184336229926502	0.0193435234109465	0.0488173813434413	0	HHLA1	0.0216486319367595	1
0	0	0.0867346850593665	0	LRRC74A	0.0216836712648416	1
0	0	0	0.0868204852548986	OR10Q1	0.0217051213137247	1
0	0	0	0.0869882543085312	RFPL4A	0.0217470635771328	1
0.0875098501111671	0	0	0	IZUMO3	0.0218774625277918	1
0	0	0	0.0875805867795037	ELANE	0.0218951466948759	1
0	0.0880201957877366	0	0	FGF21	0.0220050489469341	1
0.0881227595671987	0	0	0	HOXA6	0.0220306898917997	1
0.0886054350890847	0	0	0	SSX4B	0.0221513587722712	1
0.0220392654814812	0.0115635718483305	0.0291830647715803	0.0262844034281811	RPH3A	0.0222675763823933	1
0	0.0646503070258131	0	0.0244920683376849	ANKRD66	0.0222855938408745	1
0.0164961389822784	0.0173104034253688	0.0291242550894952	0.0262314351254512	FUT9	0.0222905581556484	1
0	0.0892096578929763	0	0	C1QC	0.0223024144732441	1
0	0	0.0898936371680934	0	CT45A10	0.0224734092920233	1
0	0	0.0904630991230044	0	LCN9	0.0226157747807511	1
0.0337821438078312	0	0.0298215168648329	0.0268594400982488	TMPRSS11B	0.0226157751927282	1
0	0	0.0197124284225833	0.0710178215021336	AADACL2	0.0226825624811792	1
0	0	0	0.0908504976885266	OR1D4	0.0227126244221316	1
0.0157712738222633	0	0	0.0752363592278522	TDRD15	0.0227519082625289	1
0.09110035884461	0	0	0	UCN3	0.0227750897111525	1
0	0	0.0912059530391605	0	OR51Q1	0.0228014882597901	1
0	0	0.0480585214090961	0.0432850207737163	FRG2C	0.0228358855457031	1
0.0342107994090182	0	0.030199916776713	0.0272002547460211	CLCA1	0.0229027427329381	1
0.0258121144389903	0	0.0455717914433188	0.020522644907529	NXPE1	0.0229766376974595	1
0.0221904264244269	0.0698572982442354	0	0	C18orf63	0.0230119311671656	1
0	0	0.0635888832893892	0.0286364005118734	POU4F2	0.0230563209503157	1
0	0.0927975512014404	0	0	SERPINA9	0.0231993878003601	1
0	0.0357160397695956	0.0300456040068891	0.0270612693746107	FCAR	0.0232057282877738	1
0.0934304835345299	0	0	0	OR2B2	0.0233576208836325	1
0.0475389362064863	0.0249427506955173	0.020982729750403	0	MROH5	0.0233661041631016	1
0	0.0937863175323161	0	0	GPR148	0.023446579383079	1
0.0339136705731807	0	0.0598752467989936	0	C1orf94	0.0234472293430436	1
0.0498405572376102	0	0.0439972379097359	0	MAGEA2	0.0234594487868365	1
0	0	0.0946159247808044	0	NOBOX	0.0236539811952011	1
0	0	0	0.0946717594209567	OR4N4	0.0236679398552392	1
0	0	0.0947504497923411	0	VCX	0.0236876124480853	1
0.0660085957702421	0	0.0291348657915826	0	PNMA6E	0.0237858653904562	1
0.095317968050379	0	0	0	ACTL6B	0.0238294920125947	1
0.0245368897169773	0.0514961058779824	0	0.0195087417571679	SLC17A6	0.0238854343380319	1
0.095559279361899	0	0	0	UBE2NL	0.0238898198404747	1
0	0.0956741258562355	0	0	OPN1LW	0.0239185314640589	1
0	0	0	0.0958816221611606	OR51F1	0.0239704055402901	1
0.0469184777476073	0.049234416537578	0	0	HTR3B	0.0240382235712963	1
0.0398818077167822	0	0.0352060546598685	0.021139432545041	OR56A1	0.0240568237304229	1
0.0689633045334046	0	0	0.0274156039005267	C5orf60	0.0240947271084828	1
0.0264945592053931	0.027802354776192	0	0.042130483485882	TMEM196	0.0241068493668668	1
0	0.0970018484191383	0	0	SMIM9	0.0242504621047846	1
0.0541289417035613	0	0	0.0430367319356261	CLDN8	0.0242914184097969	1
0.0363465723138663	0	0.0320852911349446	0.0288983608439512	IL19	0.0243325560731905	1
0	0	0.0974285814141519	0	NPAP1L	0.024357145353538	1
0	0	0.097476084379249	0	MARCO	0.0243690210948122	1
0	0	0	0.0975437087858395	LRRC30	0.0243859271964599	1
0.0975514697138614	0	0	0	C10orf53	0.0243878674284654	1
0	0.0976394940948599	0	0	SPIC	0.024409873523715	1
0	0	0.0348663147997628	0.0628063084822671	GMCL2	0.0244181558205075	1
0	0.0285299554173936	0.048000828106084	0.0216165289818319	OR6J1	0.0245368281263274	1
0	0	0.0982424811114692	0	AMY1A	0.0245606202778673	1
0	0	0.0982907812496754	0	SLC35G4	0.0245726953124188	1
0.0433404443761746	0	0.0382591998970127	0.0172295174068185	C4orf54	0.0247072904200015	1
0	0	0	0.0990460321334762	GLYATL1B	0.024761508033369	1
0.0371514914842029	0	0.0327958413815354	0.0295383343862631	CRYAA2	0.0248714168130004	1
0.0302801709717043	0.0105916092622733	0.026730116195094	0.0321001312806239	CLVS2	0.0249255069274239	1
0	0	0.0997622001306586	0	LIM2	0.0249405500326647	1
0	0	0.0999117686465966	0	RDH8	0.0249779421616491	1
