RNA15_PP_Hyb1_total	RNA16_PP_Hyb2_total	RNA24_PP_Hyb1_total	RNA25_PP_Hyb2_total	gene	mean	bins
0	0	0	0.0346918300935593	OR2L5	0.00867295752338982	1
0	0.0167720612433671	0.0180156837661822	0	ANKRD34C	0.00869693625238733	1
0.0151282975427906	0	0.0198945757754912	0	PNLIPRP1	0.00875571832957045	1
0	0	0	0.0352431849842139	REG1B	0.00881079624605348	1
0	0.0353413582877838	0	0	RTL4	0.00883533957194595	1
0.0358506138537803	0	0	0	MYOC	0.00896265346344507	1
0	0	0	0.0358886095814546	LIPF	0.00897215239536365	1
0	0	0.035926966612314	0	CXCL9	0.0089817416530785	1
0	0.0360589493190078	0	0	SERPINA9	0.00901473732975195	1
0	0	0.0363749009228453	0	KLRC1	0.00909372523071133	1
0.0365276956650623	0	0	0	TBC1D3H	0.00913192391626558	1
0	0	0.0366030829581546	0	RNASE9	0.00915077073953865	1
0	0.0180259553398359	0.0193625521796992	0	TCF23	0.00934712687988377	1
0.0375833042094438	0	0	0	CRISP1	0.00939582605236095	1
0.0376959977752892	0	0	0	RDH8	0.0094239994438223	1
0.0169543024383802	0.0207567923591771	0	0	DCAF8L2	0.00942777369938932	1
0.0382697572543652	0	0	0	SERPINB4	0.0095674393135913	1
0	0.0382864714784325	0	0	HORMAD1	0.00957161786960812	1
0	0	0	0.0389761587868897	TRIM49B	0.00974403969672243	1
0	0	0	0.0390665068601092	KRTAP10-4	0.0097666267150273	1
0.0175703916954004	0.0215110573505658	0	0	PAPOLB	0.00977036226149155	1
0	0.0390969386985517	0	0	PATE1	0.00977423467463793	1
0.0391435866882998	0	0	0	MAGEA9B	0.00978589667207495	1
0.0082726136815479	0	0.021757919459662	0.0092417696092625	LY9	0.0098180756876181	1
0	0	0.0214011553002371	0.0181804650048016	BRDT	0.00989540507625968	1
0	0	0.0214567066443	0.0182276563480977	PPP1R3A	0.00992109074809942	1
0.0118768212168719	0.0145405399474066	0	0.0132682184376091	KLK2	0.0099213949004719	1
0	0	0	0.0398046553128273	TBC1D3F	0.00995116382820683	1
0	0.0191949634599832	0.0206182404524213	0	SLFN12L	0.00995330097810113	1
0	0	0	0.0398800072395908	NOBOX	0.0099700018098977	1
0.0172371324379236	0	0.0226678141719833	0	PASD1	0.00997623665247672	1
0	0.00998345613037612	0.0214474280684538	0.00910988705916275	GPR179	0.0101351928144982	1
0.0407287751341003	0	0	0	CD40LG	0.0101821937835251	1
0	0.0409339402508773	0	0	TCL1A	0.0102334850627193	1
0	0	0	0.0414085775416489	HTN3	0.0103521443854122	1
0.0266112864873359	0	0	0.0148644302870445	FBXO40	0.0103689291935951	1
0	0.0417104648626825	0	0	RTP1	0.0104276162156706	1
0	0	0.0226058237959433	0.0192038412254456	ITGAD	0.0104524162553472	1
0.00885532889743528	0	0.0232905270759801	0.00989275126758106	OR56A1	0.0105096518102491	1
0	0.0423027802134581	0	0	TXNDC8	0.0105756950533645	1
0.0266159814920091	0.0162926904033132	0	0	CD180	0.0107271679738306	1
0.0429309570565474	0	0	0	C9orf57	0.0107327392641368	1
0	0.0207334910655544	0.0222708475115849	0	C12orf40	0.0107510846442848	1
0.043275784020857	0	0	0	KRT37	0.0108189460052143	1
0	0.0209213795210646	0.0224726676068417	0	CD209	0.0108485117819766	1
0	0	0.0437364880143735	0	POTEA	0.0109341220035934	1
0	0	0	0.0440263611793393	ARL14EPL	0.0110065902948348	1
0	0	0	0.0440954763460259	KRT36	0.0110238690865065	1
0	0	0	0.0441879681684612	GYPB	0.0110469920421153	1
0.0441884543341264	0	0	0	SERPINB3	0.0110471135835316	1
0	0	0	0.0444443329626875	PRR23B	0.0111110832406719	1
0.0445538638797128	0	0	0	TFDP3	0.0111384659699282	1
0	0	0.0445617047693617	0	FABP2	0.0111404261923404	1
0.0445801959505637	0	0	0	KRT28	0.0111450489876409	1
0	0	0	0.0449421094918696	KRT83	0.0112355273729674	1
0	0	0	0.0452073258032486	FAM71C	0.0113018314508121	1
0.045248765175977	0	0	0	ARRDC5	0.0113121912939943	1
0.00804583376515773	0.0197006867639422	0	0.0179768437967478	DMBT1	0.0114308410814619	1
0	0	0	0.0457969865745954	PRAMEF4	0.0114492466436488	1
0.0459376927821886	0	0	0	KRTAP24-1	0.0114844231955472	1
0	0.0241429984852233	0	0.0220304458293478	TRIM10	0.0115433610786428	1
0	0	0	0.0462494266175935	ZNF705G	0.0115623566543984	1
0	0	0	0.0462748244356153	DEFB112	0.0115687061089038	1
0	0	0	0.046530345277336	CALML3	0.011632586319334	1
0.0323593700336138	0	0.0141848069235806	0	OR2AG1	0.0116360442392986	1
0	0	0.0467236716046157	0	ZNF492	0.0116809179011539	1
0	0.0468053569214288	0	0	SPAG11A	0.0117013392303572	1
0.0136056442186785	0.0333142024552594	0	0	GIMAP5	0.0117299616684845	1
0	0.0470437948069175	0	0	ZBTB12	0.0117609487017294	1
0	0.0472846744526263	0	0	MAGEB10	0.0118211686131566	1
0	0.0474303899363015	0	0	GPR6	0.0118575974840754	1
0.0227197866109499	0	0	0.0253814624389324	GALNTL5	0.0120253122624706	1
0.0207795293521636	0	0.0273262685445176	0	DDX53	0.0120264494741703	1
0	0	0	0.0482902322620375	CCL16	0.0120725580655094	1
0	0.0253561145540854	0	0.0231374122178076	SOHLH1	0.0121233816929733	1
0.0229758426891117	0	0	0.0256675160820151	KLHL38	0.0121608396927817	1
0	0.0255313710826594	0	0.0232973335076736	C13orf42	0.0122071761475833	1
0	0	0.0493995790919318	0	PRR30	0.012349894772983	1
0.012152358876809	0.014877874851938	0.0159810463696792	0.00678801798753467	FCRL5	0.0124498245214902	1
0	0.0345868798524266	0	0.0157802350743924	C1QTNF7	0.0125917787317048	1
0.00889710917060082	0	0.0117002069847369	0.0298182785906778	ZNF727	0.0126038986865039	1
0	0	0.0506351989875442	0	DNTT	0.012658799746886	1
0	0	0	0.0506408986161391	SPACA1	0.0126602246540348	1
0.0111318907243733	0	0.014639072434563	0.0248720352117047	C5AR2	0.0126607495926602	1
0	0	0	0.050916287188674	CLCA1	0.0127290717971685	1
0	0	0	0.0509316744014841	GDF2	0.012732918600371	1
0	0	0	0.0517925355238202	CD48	0.0129481338809551	1
0.00621178387123065	0.00760495505278589	0.0245065522893681	0.0138790175899292	TRPC5	0.0130505772008285	1
0.0523090787436572	0	0	0	ACTRT1	0.0130772696859143	1
0.0147814406326384	0.018096603802857	0.0194384391174993	0	C18orf63	0.0130791208882487	1
0.0523332735071834	0	0	0	OMD	0.0130833183767958	1
0	0.0524400733708002	0	0	TMEM174	0.0131100183427	1
0	0	0	0.0526665345607847	NTSR2	0.0131666336401962	1
0.0158665737375586	0.0194251092145518	0	0.0177253797427967	LGALS9C	0.0132542656737268	1
0	0	0	0.0531314346136541	IL5	0.0132828586534135	1
0	0	0	0.0534007954988945	KRTAP10-7	0.0133501988747236	1
0.0534583214375292	0	0	0	FGF6	0.0133645803593823	1
0.0536102996079273	0	0	0	ATXN3L	0.0134025749019818	1
0	0.0465341240644893	0	0.00707705175923872	ZNF208	0.013402793955932	1
0.0536866132016753	0	0	0	CCL18	0.0134216533004188	1
0	0.02827525082853	0	0.0258011191969551	HOXC12	0.0135190925063713	1
0.0167733359013462	0	0	0.0374767424048279	PTPN22	0.0135625195765435	1
0.0245579331103219	0	0.0161475427017091	0.0137174760373198	HHLA1	0.0136057379623377	1
0	0.0546755294292357	0	0	GNGT2	0.0136688823573089	1
0.0247391576085122	0.0302876251905474	0	0	ASZ1	0.0137566956997649	1
0.0551789989380788	0	0	0	BOLA2B	0.0137947497345197	1
0	0.0554303536650535	0	0	HOXC9	0.0138575884162634	1
0	0	0	0.0561028330873871	TERB2	0.0140257082718468	1
0	0.0562405415383551	0	0	CDX4	0.0140601353845888	1
0	0.0562748136538569	0	0	ELOA3D	0.0140687034134642	1
0	0.018842474843089	0.0202396153471943	0.0171937268511029	HTR5A	0.0140689542603465	1
0	0.0564468026931413	0	0	CCL14	0.0141117006732853	1
0.0245140369022924	0	0.0322373593814102	0	EFCAB3	0.0141878490709256	1
0	0.0191075872555305	0.0205243854369127	0.0174356414850518	SLAMF7	0.0142669035443737	1
0.0257263613739269	0.0314962377919438	0	0	IQCJ	0.0143056497914677	1
0.0123837943766793	0.015161216418647	0.0162853972773927	0.0138345846818676	TIGIT	0.0144162481886466	1
0	0	0.0577270736081081	0	SPATA31D1	0.014431768402027	1
0	0.0303075054827631	0	0.0276555481776355	GPR151	0.0144907634150996	1
0.0579782410056524	0	0	0	DHRS7C	0.0144945602514131	1
0.03672331623581	0.0224797880248245	0	0	MRGPRE	0.0148007760651586	1
0.0280512054846983	0	0	0.0313374694299946	OR13A1	0.0148471687286732	1
0.0179210481226785	0.0219403585664004	0	0.0200205405790581	NPBWR1	0.0149704868170343	1
0	0.0599655644194669	0	0	MYF5	0.0149913911048667	1
0	0.0315177369303683	0	0.0287598823540121	HEATR9	0.0150694048210951	1
0	0	0	0.0603627903275469	ACTL9	0.0150906975818867	1
0	0	0	0.0603627903275469	GGTLC2	0.0150906975818867	1
0	0.0315932156024561	0	0.0288287565163378	SLC15A5	0.0151054930296985	1
0.0186845904256512	0	0	0.0417470672763218	SERPINB12	0.0151079144254932	1
0	0	0.0606693301630575	0	KRT34	0.0151673325407644	1
0.028735120589849	0	0	0.0321015067799068	ZPBP	0.0152091568424389	1
0.0223230812513624	0.0136648371124562	0	0.0249382821240768	GABRG1	0.0152315501219739	1
0	0	0	0.060930191827372	SMR3B	0.015232547956843	1
0.0173282084880206	0.0212145575938385	0.0227875843824027	0	TLR8	0.0153325876160655	1
0	0	0	0.0614186991962503	PDHA2	0.0153546747990626	1
0	0.0218935441455617	0	0.0399556449963279	TLR10	0.0154622972854724	1
0	0	0	0.0620062217051181	LILRA6	0.0155015554262795	1
0	0.0220661814112256	0	0.0402707074299907	GIMAP8	0.0155842222103041	1
0	0.042832546013905	0	0.0195423133806251	SPATA31A6	0.0155937148486325	1
0	0.0327007681324289	0	0.0298393963517194	CCDC196	0.0156350411210371	1
0	0.0628638319986243	0	0	CCL3L1	0.0157159579996561	1
0.0636269013482528	0	0	0	HOXC10	0.0159067253370632	1
0	0.0637535168836583	0	0	PSKH2	0.0159383792209146	1
0	0.0333623443663219	0	0.0304430835611472	CR1L	0.0159513569818673	1
0.0197874322005125	0	0	0.0442111517824006	OR3A3	0.0159996459957283	1
0.0643049373813757	0	0	0	IL22	0.0160762343453439	1
0	0	0	0.0646711092074102	KRT33A	0.0161677773018526	1
0.0279472736377746	0	0.0367522618809185	0	ADAD1	0.0161748838796733	1
0	0.0312934494090068	0.0336138105105385	0	MRLN	0.0162268149798863	1
0	0	0	0.0650204130380058	BECN2	0.0162551032595015	1
0	0	0.0652165383409593	0	TUBA3C	0.0163041345852398	1
0.0139839991747041	0.0513609394916458	0	0	TIGD5	0.0163362346665875	1
0.065648121452005	0	0	0	KRTAP10-2	0.0164120303630013	1
0	0.0233789795458175	0	0.04266655964418	FCRL1	0.0165113847974994	1
0	0	0	0.0667192836874548	PRR32	0.0166798209218637	1
0	0	0.0673569634336345	0	NLRP10	0.0168392408584086	1
0.0674081247080909	0	0	0	IL2	0.0168520311770227	1
0.0255867339037835	0	0	0.0428764189097297	CNGB3	0.0171157882033783	1
0	0.0358350676003023	0	0.032699439385819	CTAGE9	0.0171336267465303	1
0	0	0.0687179458376162	0	CPA6	0.0171794864594041	1
0	0	0.0488882971003445	0.0207655138731531	LINC02054	0.0174134527433744	1
0.0386224739110874	0	0.0169302534249188	0.014382395510711	FAM9C	0.0174837807116793	1
0.043613582855365	0.0266975915599824	0	0	RBMXL3	0.0175777936038368	1
0	0.0703595955855079	0	0	TBX21	0.017589898896377	1
0	0.0706556765156688	0	0	OR1E1	0.0176639191289172	1
0.0270002475414701	0.0220372197126785	0.0118356228154873	0.0100544631067003	POU5F2	0.017731888294084	1
0	0	0	0.0716551490622921	MOGAT1	0.017913787265573	1
0.0161174554590499	0.019732258377346	0	0.0360113056825878	GCSAML	0.0179652548797459	1
0.0719748965156047	0	0	0	DUXA	0.0179937241289012	1
0	0	0.0721413489575266	0	TCEAL6	0.0180353372393816	1
0	0	0	0.0726434959459099	HBZ	0.0181608739864775	1
0	0	0.039316034410067	0.0333993084808781	HTR3E	0.0181788357227363	1
0.072738371792048	0	0	0	OR10Q1	0.018184592948012	1
0	0	0.0729370256004405	0	BAGE2	0.0182342564001101	1
0.0225905036083719	0.00691426843411044	0.037134753974468	0.00630925840800056	RGPD6	0.0182371961062377	1
0	0	0.0729906952292855	0	NAA11	0.0182476738073214	1
0	0.0730015566845685	0	0	SPP2	0.0182503891711421	1
0	0.0382230832806205	0	0.0348784997091289	HOXD13	0.0182753957474373	1
0.0454669629586219	0.0278321185069256	0	0	GPR82	0.0183247703663869	1
0.0220104148083904	0.0269468833399414	0	0.0245889860803197	LEP	0.0183865710571629	1
0	0	0.0738053235242552	0	C11orf53	0.0184513308810638	1
0.0162040153702156	0.0396764636760383	0	0.0181023534473159	ZNF541	0.0184957081233924	1
0.0337304378080956	0.0309715939203954	0	0.00942050925626109	GLB1L3	0.018530635246188	1
0	0	0	0.0743090434720066	HNRNPCL1	0.0185772608680017	1
0.0230742403023413	0	0	0.051554882408844	DCAF4L2	0.0186572806777963	1
0	0.0749569555243337	0	0	CARD17	0.0187392388810834	1
0	0	0.0526369619615808	0.0223577753508239	SMIM35	0.0187486843281012	1
0.0750544194510982	0	0	0	CCL11	0.0187636048627745	1
0	0.0756942370540812	0	0	DMRTB1	0.0189235592635203	1
0	0	0	0.0766058684520504	KRTAP10-10	0.0191514671130126	1
0.0344427815289286	0.042167565847479	0	0	GLYATL3	0.0191525868441019	1
0.0768123131856963	0	0	0	TEX55	0.0192030782964241	1
0	0.0529512438107678	0	0.0241589608076994	IDO1	0.0192775511546168	1
0	0.0403438048082041	0	0.0368136545641133	KLK15	0.0192893648430793	1
0	0.0775373377044325	0	0	CEBPE	0.0193843344261081	1
0.0368129290133498	0	0	0.041125649242194	GPX5	0.019484644563886	1
0	0	0.0781057911941725	0	TBC1D21	0.0195264477985431	1
0.0203662203802593	0.0249339310249246	0.017855162418612	0.0151681136346423	MAS1	0.0195808568646096	1
0	0	0	0.0786067680011711	NFE4	0.0196516920002928	1
0.0354296343580807	0.043375748805063	0	0	SPATA16	0.0197013457907859	1
0	0.0789290335093839	0	0	NXF2	0.019732258377346	1
0	0	0	0.0790492075959244	CSN2	0.0197623018989811	1
0.0793161845934319	0	0	0	IFNL2	0.019829046148358	1
0	0	0.0793554838532792	0	FAM237A	0.0198388709633198	1
0	0.0794724347727875	0	0	CCDC70	0.0198681086931969	1
0	0	0.0559787555398414	0.0237772165059976	NXF3	0.0199389930114597	1
0.0798197794162473	0	0	0	OR51I1	0.0199549448540618	1
0.0799043342673239	0	0	0	MROH9	0.019976083566831	1
0	0.0799540858926226	0	0	GKN1	0.0199885214731556	1
0.0582768670216485	0	0	0.0217013791648868	DAO	0.0199945615466338	1
0.0171158819034159	0.0628638319986243	0	0	TTC34	0.0199949284755101	1
0	0.0419187331847386	0	0.0382507740795531	CD1E	0.0200423768160729	1
0	0	0	0.0804069229935644	OPRPN	0.0201017307483911	1
0	0.042052353918934	0	0.038372702776528	KCNJ18	0.0201062641738655	1
0.080501271663131	0	0	0	KRTAP11-1	0.0201253179157827	1
0.0517350422142344	0	0	0.0288979613502248	KRT6C	0.0201582508911148	1
0.0363516585775199	0.044504563472761	0	0	TPRX1	0.0202140555125702	1
0	0	0.081041139556045	0	TMEM95	0.0202602848890112	1
0.081369678045689	0	0	0	IL31	0.0203424195114222	1
0	0	0.0303904273335169	0.051633857412534	TMPRSS11D	0.0205060711865127	1
0	0	0.0575957931871674	0.0244640601821035	OR1A1	0.0205149633423177	1
0.023187731800908	0.0283882475271992	0.0304931923813707	0	DMRT1	0.0205172929273695	1
0	0.0829712212093253	0	0	OR4C15	0.0207428053023313	1
0	0.0835719178334652	0	0	LCN9	0.0208929794583663	1
0.083671316193404	0	0	0	MYOD1	0.020917829048351	1
0	0	0.0590354737786633	0.0250755706880689	DIPK2B	0.0210277611166831	1
0	0.084566821617197	0	0	CSAG1	0.0211417054042993	1
0	0	0.0846368215158695	0	PRSS47	0.0211592053789674	1
0	0	0	0.08486047864779	CTAG2	0.0212151196619475	1
0.0262729681464137	0	0	0.0587018149057858	TAAR1	0.0212436957630499	1
0	0.0292468627730733	0.0157077363130006	0.0400315702124729	OASL	0.0212465423246367	1
0.0402077247059455	0	0	0.0449181531435264	DMRTC1	0.021281469462368	1
0	0	0	0.0852467934216039	CEACAM21	0.021311698355401	1
0	0.0446552075464116	0	0.0407478023681119	HTR3D	0.0213507524786309	1
0	0.0859841426498874	0	0	GIMAP1-GIMAP5	0.0214960356624718	1
0	0.086144560826473	0	0	ZC2HC1B	0.0215361402066182	1
0.0185422053953672	0.0227008282217254	0.0243840596894295	0.0207144678705151	CA1	0.0215853902942593	1
0	0	0	0.0865158678616586	CCDC179	0.0216289669654147	1
0.0402864651317538	0.0164406211867508	0	0.0300040787955334	RNF17	0.0216827912785095	1
0	0	0.0868602056187382	0	RESP18	0.0217150514046845	1
0	0	0.0870889857915707	0	FMR1NB	0.0217722464478927	1
0.0126242161587203	0.0463666790992364	0	0.0282063448693742	CD33	0.0217993100318327	1
0.0401863034354575	0.0245996188614755	0	0.0224471111606967	CD300E	0.0218082583644074	1
0	0	0.0873189743103865	0	OR51F2	0.0218297435775966	1
0	0.0879494944818848	0	0	MYL10	0.0219873736204712	1
0.0415819688800186	0	0	0.0464533932178916	MAGEA9	0.0220088405244775	1
0.0249189598772229	0.0305077532890582	0.0327698562327714	0	AKAP4	0.0220491423497631	1
0.0397416709949177	0.0486548836701681	0	0	RFPL4B	0.0220991386662714	1
0	0	0	0.088608260039175	GZMH	0.0221520650097938	1
0	0.0892241248366948	0	0	RFPL4A	0.0223060312091737	1
0.0205530494682163	0	0	0.0688826610059309	CLEC1B	0.0223589276185368	1
0	0.0896572516562904	0	0	CCT8L2	0.0224143129140726	1
0	0	0	0.0897406339693881	OR51B2	0.022435158492347	1
0	0	0	0.0897406339693881	OR8S1	0.022435158492347	1
0	0	0.0901766861969082	0	KRTAP4-4	0.0225441715492271	1
0	0.0149428752760484	0.0481525994255335	0.0272706975072024	WBP2NL	0.0225915430521961	1
0.0429309570565474	0	0	0.0479604184958768	CCDC105	0.0227228438881061	1
0	0	0	0.0914945225811677	C17orf99	0.0228736306452919	1
0.039574864401025	0	0.0520432081933888	0	MC5R	0.0229045181486034	1
0.0434002828241391	0	0	0.0484847268683863	TPSB2	0.0229712524231314	1
0	0	0	0.0920944866636672	GSTA3	0.0230236216659168	1
0.0414221260562074	0.0507122291081708	0	0	CRYAA	0.0230335887910946	1
0.0426036100244867	0.0260793474176727	0	0.0237973609989425	C1QTNF8	0.0231200796102755	1
0	0.0485270463510137	0	0.0442808488162141	PRAME	0.023201973791807	1
0	0	0.0930528656816126	0	IL26	0.0232632164204031	1
0	0	0.0931402392644122	0	OR52D1	0.0232850598161031	1
0.0649136760312855	0	0.0284550644912791	0	C2orf83	0.0233421851306412	1
0	0.0239675497549907	0.0257447066744353	0.0437406983115782	VNN1	0.0233632386852511	1
0	0.093468592313744	0	0	IFNA5	0.023367148078436	1
0	0.0330992721168384	0	0.060406061144986	DYTN	0.0233763333154561	1
0	0	0	0.09352547757742	LEUTX	0.023381369394355	1
0.0404448748248545	0	0.0531873216174794	0	PRAMEF15	0.0234080491105835	1
0	0	0	0.0943105263539513	LILRA5	0.0235776315884878	1
0.028261405600732	0.0345998385934729	0	0.0315722949783647	HOXA11	0.0236083847931424	1
0.0283570268978773	0.0347169057165335	0	0.0316791185328028	TKTL2	0.0236882627868034	1
0	0.0318218363907578	0.0341813765736041	0.0290373726041542	C10orf53	0.023760146392129	1
0	0.0428855894145414	0	0.052177371701087	ACTR3C	0.0237657402789071	1
0	0	0.0951048464205168	0	TAS2R40	0.0237762116051292	1
0	0	0.0515563174722448	0.0437975339382825	C9orf62	0.0238384628526318	1
0	0	0.0957782634212414	0	PGLYRP2	0.0239445658553104	1
0	0.0502979135108819	0	0.0458967621444746	IFNL4	0.0240486689138391	1
0.0962522648426462	0	0	0	SIGLECL1	0.0240630662106616	1
0	0.0194210240180818	0.041722126105825	0.03544330401567	CD300LG	0.0241466135348942	1
0	0	0.0965865188087625	0	TAS2R43	0.0241466297021906	1
0	0.0665084401915586	0	0.0303444203447085	ZNF728	0.0242132151340668	1
0	0.0970031189138436	0	0	FTMT	0.0242507797284609	1
0	0.0971051200904092	0	0	OR4N4	0.0242762800226023	1
0.0060199274978734	0.0442204162199421	0	0.0470762320096399	NOX5	0.0243291439318639	1
0.0438289898595896	0.0536589013399065	0	0	RHEX	0.024371972799874	1
0.028442568457147	0	0.0374036028720208	0.0317746814846363	KRT73	0.024405213203451	1
0	0.0166271100478896	0.0357199693253868	0.0455166305170627	ASB18	0.0244659274725848	1
0.0269873672802697	0	0.0709798603338812	0	SH2D1B	0.0244918069035377	1
0.0441109307300314	0.0540040755590521	0	0	CD200R1L	0.0245287515722709	1
0	0.0414297753279404	0	0.0567069012767533	S100A7A	0.0245341691511734	1
