RNA26_RPE_Hyb1_total	RNA27_RPE_Hyb1_total	RNA28_RPE_Hyb2_total	RNA29_RPE_Hyb2_total	gene	mean	bins
0.0436556255848017	0	0	0	CHRNB3	0.0109139063962004	1
0	0.0437932093281899	0	0	RHAG	0.0109483023320475	1
0.0237531237468531	0	0.0203976212534604	0	ATP1B4	0.0110376862500784	1
0	0	0.0443341740631905	0	KCNJ18	0.0110835435157976	1
0	0.0443499026671076	0	0	TPTE	0.0110874756667769	1
0.0444777009194704	0	0	0	CEACAM8	0.0111194252298676	1
0	0	0	0.044514017074569	B3GNT6	0.0111285042686422	1
0	0	0.0445166192239443	0	NXPE4	0.0111291548059861	1
0	0	0.0450313812408725	0	TRIM49B	0.0112578453102181	1
0	0.0454529598593807	0	0	SLC17A2	0.0113632399648452	1
0.0116149635942762	0	0.00997416722085506	0.0239511953360964	BSND	0.0113850815378069	1
0	0	0	0.0456438144622485	SERPINA9	0.0114109536155621	1
0	0.0458329408136191	0	0	SAMD7	0.0114582352034048	1
0.0459002670622389	0	0	0	C4BPA	0.0114750667655597	1
0.0461055956257544	0	0	0	CXCR1	0.0115263989064386	1
0.0461807167591568	0	0	0	SLC22A10	0.0115451791897892	1
0	0	0.0210959580157673	0.0253291026734168	ENPP6	0.011606265172296	1
0.0464836652905822	0	0	0	BTNL3	0.0116209163226455	1
0	0.0465934226320564	0	0	OPN4	0.0116483556580141	1
0	0	0.046874263958963	0	TBC1D3	0.0117185659897407	1
0.0469747916485312	0	0	0	HTR3B	0.0117436979121328	1
0	0	0.047146656776158	0	TBC1D3H	0.0117866641940395	1
0	0.0473211456324748	0	0	NOTO	0.0118302864081187	1
0.0235655081362981	0.0239310636715467	0	0	SLFN12L	0.0118741429519612	1
0	0	0.0478416934853888	0	AMY1A	0.0119604233713472	1
0	0	0.0480186664575913	0	AADACL3	0.0120046666143978	1
0	0.0480518978813904	0	0	PADI6	0.0120129744703476	1
0	0	0.0219472151133377	0.0263511742195262	ZAN	0.012074597333216	1
0.0240555187022555	0.0244286754347149	0	0	FGF23	0.0121210485342426	1
0.0490582689933925	0	0	0	FFAR1	0.0122645672483481	1
0	0	0.0491086235776879	0	OR51B5	0.012277155894422	1
0.0264212676867234	0	0.0226888478775964	0	IL12RB1	0.0122775288910799	1
0	0.0492228932551566	0	0	KDM4E	0.0123057233137892	1
0	0	0	0.0494893348170272	PATE1	0.0123723337042568	1
0	0	0.0500554479397256	0	SULT1A4	0.0125138619849314	1
0.0246518068370798	0	0	0.025417223056712	ADIPOQ	0.0125172574734479	1
0	0	0	0.0500830372055777	OLAH	0.0125207593013944	1
0	0.0501666001410942	0	0	DAOA	0.0125416500352735	1
0.0173966026766503	0	0.0149390588066236	0.0179367513944788	RORC	0.0125681032194382	1
0.0251327110715429	0.0255225775490604	0	0	GPR65	0.0126638221551508	1
0.0165581509630101	0	0	0.034144533032808	POTEI	0.0126756709989545	1
0.0507491762057879	0	0	0	OR5B2	0.012687294051447	1
0	0	0	0.0509785472471951	POTEH	0.0127446368117988	1
0.0511498577233161	0	0	0	GPR119	0.012787464430829	1
0	0	0	0.0513593184700432	CYLC2	0.0128398296175108	1
0.0514633044229369	0	0	0	TFAP2D	0.0128658261057342	1
0.0516979752137392	0	0	0	CEACAM20	0.0129244938034348	1
0	0.0517914292954617	0	0	CFHR1	0.0129478573238654	1
0	0	0.0519241846628087	0	KRT83	0.0129810461657022	1
0.0519347959888823	0	0	0	TXNDC8	0.0129836989972206	1
0.0259080575054228	0.0263099513994084	0	0	PASD1	0.0130545022262078	1
0	0	0	0.0523014804643482	SLC7A13	0.0130753701160871	1
0	0	0.0526543246310256	0	PSMB11	0.0131635811577564	1
0.0527810333536918	0	0	0	ZNF280A	0.013195258338423	1
0	0	0.0115175495377696	0.0414860317654626	TPO	0.0132508953258081	1
0	0	0.0531719531637172	0	CXorf49B	0.0132929882909293	1
0	0	0	0.0534249583353831	MAGEB4	0.0133562395838458	1
0.0535792342361673	0	0	0	TBC1D3D	0.0133948085590418	1
0.0276689834395924	0	0.0118801520735529	0.0142640401266404	ACSM2A	0.0134532939099464	1
0.0265015567189645	0	0	0.0273244059929449	SYCP1	0.0134564906779773	1
0.0109412912221318	0.0222220319096335	0.00939566167175895	0.011281008380411	IYD	0.0134599982959838	1
0	0	0.0539976961967644	0	MYOD1	0.0134994240491911	1
0.0199566378531473	0	0.0342748974626884	0	MUCL3	0.0135578838289589	1
0.0292350850035405	0	0.0251051692219614	0	LILRA1	0.0135850635563755	1
0	0	0.0159917618664202	0.038401382666826	OR8A1	0.0135982861333116	1
0	0	0.0247478002650651	0.0297137287335583	OR56A4	0.0136153822496559	1
0	0.0544876229644161	0	0	NOBOX	0.013621905741104	1
0	0	0	0.0545468076704705	DDO	0.0136367019176176	1
0	0.0546947018165374	0	0	TBC1D3C	0.0136736754541343	1
0	0	0.0554114093584327	0	C9orf57	0.0138528523396082	1
0	0	0.0554114093584327	0	CCDC105	0.0138528523396082	1
0.0559317511809226	0	0	0	AADACL4	0.0139829377952306	1
0	0	0	0.056525052629506	HTR3D	0.0141312631573765	1
0	0	0	0.0566620498486759	CCK	0.014165512462169	1
0	0.0568554801599068	0	0	MNDA	0.0142138700399767	1
0.0568574020279489	0	0	0	MAGEB1	0.0142143505069872	1
0	0	0.0570344734872679	0	F8A2	0.014258618371817	1
0.0254657815911343	0.00862027158758695	0.0145788928186233	0.00875215699594327	RGPD6	0.014354275748322	1
0.05766717174147	0	0	0	HSFX2	0.0144167929353675	1
0	0	0.0447005721959441	0.013417562997913	TMC1	0.0145295337984643	1
0	0.058118297488042	0	0	OTOP1	0.0145295743720105	1
0	0.0587709787257842	0	0	KCNA10	0.014692744681446	1
0.0206058996080934	0	0.0176949920470313	0.0212456940817554	LILRB1	0.01488664643422	1
0	0.0602471728539044	0	0	GFRAL	0.0150617932134761	1
0.0604659518099894	0	0	0	OR6K3	0.0151164879524973	1
0	0	0.0604707119520287	0	PRKACG	0.0151176779880072	1
0	0.0606598247227668	0	0	OR4E1	0.0151649561806917	1
0	0	0	0.060755617899074	C9orf62	0.0151889044747685	1
0.0327953889626063	0	0.0281625242241152	0	PIRT	0.0152394782966804	1
0	0	0.0611544260318883	0	CASP5	0.0152886065079721	1
0	0	0.0615021138615074	0	TPSAB1	0.0153755284653768	1
0.0615158218359903	0	0	0	NKX2-8	0.0153789554589976	1
0.0616161193715924	0	0	0	PRAMEF4	0.0154040298428981	1
0	0.0619991100289775	0	0	UGT2B28	0.0154997775072444	1
0	0	0.0621300869449689	0	GZMK	0.0155325217362422	1
0	0	0.0282442257739386	0.0339117519111744	CLCA4	0.0155389944212782	1
0	0	0	0.062610502859035	ACCSL	0.0156526257147587	1
0	0.0627082501763678	0	0	ANXA10	0.015677062544092	1
0	0	0.0185231823140727	0.0444801403492459	TDRD1	0.0157508306658296	1
0	0.0315863778666149	0	0.0320696320542711	DNAJB8	0.0159140024802215	1
0.0234582370460853	0	0.0402887838786535	0	SLAMF7	0.0159367552311847	1
0	0	0.0638831012091642	0	DNASE2B	0.015970775302291	1
0	0	0.064135603585485	0	CRISP2	0.0160339008963712	1
0.0643072374609927	0	0	0	OOSP2	0.0160768093652482	1
0.034639064969059	0	0.0297457519837355	0	GAPT	0.0160962042381986	1
0.0165171415564875	0.0167733606240984	0.0141838354083284	0.0170299838050435	MYPN	0.0161260803484895	1
0	0	0	0.0645109320297011	SLC25A31	0.0161277330074253	1
0	0	0	0.0647611129295392	FASLG	0.0161902782323848	1
0.0430669172435822	0.0218674923691949	0	0	CNR2	0.0162336024031943	1
0	0.0649364621115687	0	0	MAGEA3	0.0162341155278922	1
0	0.0322228791838263	0	0.032715871491133	C1orf127	0.0162346876687398	1
0	0	0	0.0654134352757797	LILRA5	0.0163533588189449	1
0	0	0	0.0654500609394279	TNP2	0.016362515234857	1
0.0215621262160004	0.021896604664095	0	0.02223161065763	VWC2L	0.0164225853844314	1
0	0	0.0298552119726361	0.0358460008702295	PRH2	0.0164253032107164	1
0.0658766180381929	0	0	0	RHEX	0.0164691545095482	1
0.0659532633180512	0	0	0	CLEC4G	0.0164883158295128	1
0.0461619135357207	0	0.0198204084370452	0	ASB15	0.0164955804931915	1
0	0	0.0660500992149025	0	OR1S1	0.0165125248037256	1
0	0.0660541292735578	0	0	KRT37	0.0165135323183895	1
0.0661456590686873	0	0	0	TMEM150B	0.0165364147671718	1
0.066222932034889	0	0	0	DGAT2L6	0.0165557330087223	1
0	0	0.0663652666958189	0	ART1	0.0165913166739547	1
0	0.0664352840876003	0	0	KRT26	0.0166088210219001	1
0.0330439112922559	0	0	0.0340698947355926	TERB1	0.0167784515069621	1
0	0	0.0675158434415855	0	ACTRT1	0.0168789608603964	1
0	0	0.0675626969068468	0	LRRC72	0.0168906742267117	1
0.0133239698723387	0.0405919663851726	0	0.0137376670393487	OR2C3	0.016913400824215	1
0.0678072127055802	0	0	0	LCN6	0.016951803176395	1
0.00686988181807732	0.0139528991484956	0.011798805822307	0.0354159270550258	AGBL1	0.0170093784609764	1
0.0367380621010143	0	0.0315482327423092	0	EVI2A	0.0170715737108309	1
0	0	0.0311445445434313	0.0373940527312279	PZP	0.0171346493186648	1
0.0688782865393257	0	0	0	CLEC6A	0.0172195716348314	1
0	0.0692317181742702	0	0	S1PR4	0.0173079295435675	1
0.0694266133764422	0	0	0	TMEM275	0.0173566533441105	1
0.0697254979358733	0	0	0	PGK2	0.0174313744839683	1
0	0	0	0.0701222608505209	ARRDC5	0.0175305652126302	1
0	0	0	0.0701643510431082	PATE2	0.017541087760777	1
0	0	0.0703961288812482	0	RNF133	0.0175990322203121	1
0.0348520318609684	0	0	0.0359341558062768	C4orf17	0.0176965469168113	1
0	0	0.0321844119810798	0.0386425814339895	CCR4	0.0177067483537673	1
0.0105268021953324	0.0427603889782029	0.0180794514842649	0	ADH1B	0.01784166066445	1
0.0370078862881443	0	0.0158899700086121	0.019078473778002	ARHGAP15	0.0179940825186896	1
0	0.0725929049960979	0	0	IL5	0.0181482262490245	1
0.0484502818990299	0.0246009289153443	0	0	GCSAML	0.0182628027035935	1
0	0.0741115850169368	0	0	AICDA	0.0185278962542342	1
0	0.0403124465419507	0.0340888817376633	0	SPATA3	0.0186003320699035	1
0.0744899209222931	0	0	0	KRTAP5-11	0.0186224802305733	1
0	0.0745675824636084	0	0	IFNA6	0.0186418956159021	1
0.0758098693705985	0	0	0	CCRL2	0.0189524673426496	1
0	0	0.0344751580179767	0.0413929917980943	CCDC196	0.0189670374540178	1
0	0.0759448201344402	0	0	KLRC2	0.0189862050336101	1
0	0	0	0.0760037768776452	SULT1C3	0.0190009442194113	1
0	0.0534380818397825	0.0225940696780613	0	THEMIS	0.019008037879461	1
0.0761919755670229	0	0	0	CABP2	0.0190479938917557	1
0	0.0455608814102934	0.0192635231980147	0.0115644844517034	SPTA1	0.0190972222650029	1
0	0	0.0348494855898221	0.0418424324678982	POU5F2	0.0191729795144301	1
0.0768114225228523	0	0	0	CEACAM18	0.0192028556307131	1
0	0.077218207460638	0	0	ACTL7A	0.0193045518651595	1
0	0.0287399768656543	0.0486060141002328	0	MS4A14	0.0193364977414718	1
0	0	0.0352107943011813	0.0422762418943285	P2RY13	0.0193717590488774	1
0.077813081430151	0	0	0	CCL24	0.0194532703575378	1
0	0.0607238118796473	0.017116358340852	0	ITGAM	0.0194600425551248	1
0.0198796527518376	0	0.0170713389869834	0.0409937958400204	GABRR3	0.0194861968947104	1
0.038694081789669	0.0392943164927684	0	0	HEATR9	0.0194970995706093	1
0	0.0781618108104625	0	0	TMEM207	0.0195404527026156	1
0.0782787063132774	0	0	0	MS4A7	0.0195696765783193	1
0.0163834768271286	0	0.0281381058505105	0.0337843378143984	SLC6A5	0.0195764801230094	1
0	0	0.0784511250948962	0	CLDN17	0.019612781273724	1
0.0785408102831521	0	0	0	IL13	0.019635202570788	1
0	0.0391606623550379	0	0.039759798924428	ATP6V0D2	0.0197301153198665	1
0	0	0.0790242258464012	0	SSX4	0.0197560564616003	1
0.0258430954282494	0	0	0.0532910001540088	NXPE1	0.0197835238955646	1
0.0793377604224843	0	0	0	GPR152	0.0198344401056211	1
0.0526584578001533	0.0267376561365098	0	0	AQP2	0.0198490284841658	1
0.0404472563837781	0.0273831245864696	0.0115778149890315	0	OR5AU1	0.0198520489898198	1
0	0	0	0.0800642526286427	VN1R2	0.0200160631571607	1
0.0800661438161935	0	0	0	FOLR2	0.0200165359540484	1
0	0	0.0804388704842464	0	SEC14L3	0.0201097176210616	1
0	0.0805121309956722	0	0	PDZK1IP1	0.020128032748918	1
0.0163621965137437	0	0.0140507787909895	0.0506106835782155	TPH2	0.0202559147207372	1
0.0568431484801855	0	0.0244065796547421	0	LTF	0.0203124320337319	1
0	0	0.0813348757249509	0	GH1	0.0203337189312377	1
0	0	0.0452126220941639	0.036190033695919	ACTR3C	0.0203506639475207	1
0.0404761369667012	0.0411040154672657	0	0	RGS18	0.0203950381084917	1
0	0.057638221438704	0.0243699239656486	0	F11	0.0205020363510881	1
0	0	0.0513355371699268	0.0308182991926755	MUC21	0.0205384590906506	1
0.0822144014820377	0	0	0	RPL3L	0.0205536003705094	1
0	0.0824730281689193	0	0	GGTLC2	0.0206182570422298	1
0	0	0	0.0828446554484892	FGF6	0.0207111638621223	1
0.0408112525715371	0	0	0.0420784049092219	C17orf77	0.0207224143701897	1
0.0273123728363599	0.0277360509091331	0	0.0281603972146033	SKOR2	0.0208022052400241	1
0.0205797167623398	0.062696867302856	0	0	KLHL33	0.0208191460162989	1
0.0449717015643515	0	0.0386187410721009	0	FAM71F1	0.0208976106591131	1
0	0	0.0380304086885806	0.0456616440772728	ADORA3	0.0209230131914633	1
0	0	0.029951652435861	0.0539426898190209	MS4A4A	0.0209735855637205	1
0	0.0839157050465097	0	0	LRRC52	0.0209789262616274	1
0.0416661740697281	0.0423125127981666	0	0	CD300LB	0.0209946717169737	1
0.0415592594001943	0.0211019698174141	0	0.0214248183353773	OR52K1	0.0210215118882464	1
0.0286008223117382	0.0435667308238438	0.0122802530578666	0	TRPM8	0.0211119515483621	1
0	0	0.085028686674905	0	KLRC3	0.0212571716687262	1
0.0851153600928904	0	0	0	NBPF7	0.0212788400232226	1
0	0	0.0250728421948922	0.0602079880699554	DAO	0.0213202075662119	1
0.0424620448103858	0.0431207293347608	0	0	LGALS9B	0.0213956935362866	1
0	0.0427207225691322	0	0.043374326099376	NPSR1	0.0215237621671271	1
0	0	0	0.0865880065465321	FGF21	0.021647001636633	1
0	0	0.0645364511078943	0.0221389789465565	NCKAP1L	0.0216688575136127	1
0	0.0867613770337689	0	0	TEX36	0.0216903442584422	1
0.0223132571627101	0.045318774778119	0.0191611584811585	0	SLC5A1	0.0216982976054969	1
0	0.0611105877514922	0.0258380695973371	0	TRPC7	0.0217371643372073	1
0.0468099337917961	0	0.0401972940721578	0	OR2T8	0.0217518069659885	1
0	0	0	0.0872993344569218	IGLL5	0.0218248336142304	1
0.0471604241446464	0	0.0404982721475733	0	SERPINA12	0.0219146740730549	1
0	0	0.0487113973863073	0.0389905966770575	CPNE6	0.0219254985158412	1
0	0	0.0877097713898795	0	CSF3	0.0219274428474699	1
0.030370656213161	0	0.0260803231295918	0.0313136375134793	CYP2B6	0.021941154214058	1
0.0225754001680068	0.0458511936773442	0.0193862696620403	0	C1orf141	0.0219532158768478	1
0	0	0.0881066481834989	0	OR10G2	0.0220266620458747	1
0	0.0478323005084384	0.0404477965279461	0	TBPL2	0.0220700242590961	1
0	0	0	0.0888926302949189	ICOS	0.0222231575737297	1
0.0330150435770909	0	0.0567022983359151	0	C3orf85	0.0224293354782515	1
0.0897653678889391	0	0	0	PRR32	0.0224413419722348	1
0	0.0446768906960851	0	0.0453604225214662	CTAGE9	0.0225093283043878	1
0	0	0	0.090405111243479	NBPF6	0.0226012778108697	1
0	0.090512851669663	0	0	STRA8	0.0226282129174157	1
0	0.0317343845986249	0.0268351285123391	0.0322199032077779	NR1H4	0.0226973540796855	1
0	0	0.0649485298484098	0.0259937311180383	PTPN22	0.022735565241612	1
0	0	0.0268203433175665	0.0644043023899825	DDX53	0.0228061614268872	1
0	0.04944485605489	0.0418114005766658	0	SPATA31C1	0.0228140641578889	1
0	0	0.0913300621414317	0	CSN2	0.0228325155353579	1
0.0304358817835517	0.0618160254087577	0	0	CYP4F11	0.0230629767980773	1
0	0.0926245754817468	0	0	UCN3	0.0231561438704367	1
0	0.0929236055882254	0	0	GNAT3	0.0232309013970564	1
0	0.0462007814301008	0	0.0469076279445499	SLC22A24	0.0232771023436627	1
0.0490264474135049	0	0.0315755177003566	0.0126371685230074	GPR179	0.0233097834092172	1
0.0343660683976144	0	0.0590226409474182	0	FAM47C	0.0233471773362582	1
0.0937747391594128	0	0	0	C17orf64	0.0234436847898532	1
0.0253037963717733	0.025696316777996	0.0434584739394113	0	B4GALNT2	0.0236146467722952	1
0.0948733553504017	0	0	0	C11orf86	0.0237183388376004	1
0.0482509545937282	0.0163331461659542	0.0138115826702747	0.016583034308103	CYP4F8	0.023744679434515	1
0	0.0949936859107354	0	0	OR2B2	0.0237484214776838	1
0	0	0.0594551732780252	0.0356927660573491	FCRLA	0.0237869848338436	1
0	0.0669958378375393	0.0283264027473862	0	CD86	0.0238305601462314	1
0	0	0	0.0958145974080478	C1QA	0.023953649352012	1
0	0	0.0368454066769646	0.0589851438566006	ZNF99	0.0239576376333913	1
0	0.0335564987828071	0.0283759388641114	0.0340698947355926	PLCZ1	0.0240005830956278	1
0.0640348261190229	0.0325140771883116	0	0	C1QTNF8	0.0241372258268336	1
0	0	0.0439737336236523	0.0527975649673976	RTP1	0.0241928246477625	1
0.0197240187271625	0.0400599677535878	0.0169376907172523	0.0203364316001772	HLA-DPA1	0.024264527199545	1
0.0146629151117085	0.0297807416771369	0.0377746428774313	0.0151181853127028	CHIT1	0.0243341212447449	1
0	0	0.0975529521470604	0	CTAG1B	0.0243882380367651	1
0	0	0.044415075840678	0.053327467535501	HEMGN	0.0244356358440447	1
0.0128629066988575	0.0522497605281649	0.0331374561752098	0	TTC34	0.0245625308505581	1
0	0	0	0.0986445644200998	UBE2NL	0.024661141105025	1
0.0485748327522408	0	0	0.0500830372055777	TGM7	0.0246644674894546	1
0.0986715923792255	0	0	0	KRTAP10-2	0.0246678980948064	1
0.0225507030619055	0.0343507749350009	0.0193650614107939	0.0232508819170201	NAIP	0.0248793553311801	1
0	0	0.0995479000437283	0	OR52E2	0.0248869750109321	1
0	0	0	0.100424234396751	IFNK	0.0251060585991877	1
0	0	0.0359453004403789	0.0647372026054006	KCNS2	0.0251706257614449	1
0.0519824207444888	0.0263943941595166	0.0223195429258978	0	TMPRSS15	0.0251740894574758	1
0	0	0	0.100879230927999	BRDT	0.0252198077319997	1
0	0.0374901814795869	0.0634046540167804	0	ARHGAP36	0.0252237088740918	1
0.0211478566766891	0	0.0363207783035875	0.0436089568505198	MEI4	0.0252693979576991	1
0	0	0	0.101119211797421	GH2	0.0252798029493553	1
0.0357044907549013	0	0.040880892816614	0.0245420551832497	GLRA3	0.0252818596886913	1
0	0	0	0.101382314690215	C7orf33	0.0253455786725537	1
0.101407566765411	0	0	0	KRTAP5-2	0.0253518916913528	1
0	0	0.101732336721804	0	TAS2R60	0.025433084180451	1
0	0	0.0462507583101027	0.0555315006355431	CTXN3	0.0254455647364114	1
0	0	0.10226664521299	0	FTMT	0.0255666613032475	1
