RNA20_SKM_Hyb1_total	RNA21_SKM_Hyb2_total	RNA33_SKM_Hyb2_total	RNA7_SKM_Hyb1_total	RNA8_SKM_Hyb2_total	gene	mean	bins
0	0	0	0	0.0498067383504959	CRP	0.00996134767009918	1
0	0	0	0	0.0503565367668085	C9orf62	0.0100713073533617	1
0.0509544621771746	0	0	0	0	SPATA48	0.0101908924354349	1
0.0278070478099751	0	0	0.0231965409392569	0	SOHLH1	0.0102007177498464	1
0	0.0511045284560015	0	0	0	NAA11	0.0102209056912003	1
0.0259569680535996	0	0	0	0.0251972326829649	LTF	0.0102308401473129	1
0.0514873524688682	0	0	0	0	CRISP1	0.0102974704937736	1
0	0	0	0.0515509499176073	0	MEIKIN	0.0103101899835215	1
0.0222863987405664	0.0298541220340082	0	0	0	BEND2	0.0104281041549149	1
0	0	0	0.0527975140570291	0	TMPRSS11D	0.0105595028114058	1
0.0273148226571961	0	0	0	0.0265153441945177	RAX	0.0107660333703428	1
0	0	0	0.0248830753641538	0.0289557350768175	RBMXL3	0.0107677620881943	1
0	0	0	0	0.0538993435962671	CXCR3	0.0107798687192534	1
0	0	0	0.0250711451198131	0.0291745865628632	IL10	0.0108491463365353	1
0	0	0	0	0.0544845699111017	NKX2-8	0.0108969139822203	1
0	0	0.054884946105162	0	0	RNASE9	0.0109769892210324	1
0	0.0558215526464184	0	0	0	TRIM40	0.0111643105292837	1
0	0	0.056000409819757	0	0	PLA2G2D	0.0112000819639514	1
0	0	0.0356134726881508	0.0206425895672946	0	C8orf74	0.0112512124510891	1
0	0	0.0566183747683007	0	0	ZIM3	0.0113236749536601	1
0	0	0.0567479362666263	0	0	RHAG	0.0113495872533253	1
0	0	0	0	0.0568293192390993	CLEC4G	0.0113658638478199	1
0	0	0.034009848889393	0	0.0229395606345713	PIGR	0.0113898819047929	1
0	0	0	0	0.0570879282003694	CCDC105	0.0114175856400739	1
0.0404169678489004	0	0	0.0168578458194208	0	C18orf63	0.0114549627336642	1
0	0	0	0	0.0573161495009991	KRT34	0.0114632299001998	1
0	0	0.0582360426188236	0	0	MMP20	0.0116472085237647	1
0	0.0365224873723006	0	0.0227438658259908	0	GOLGA6L1	0.0118532706396583	1
0	0.0365224873723006	0	0.0227438658259908	0	GOLGA6L6	0.0118532706396583	1
0	0	0	0	0.0593147622791072	KRT28	0.0118629524558214	1
0.032511510615562	0	0	0.0271209871736343	0	NLRP2B	0.0119264995578393	1
0	0.0598243076094013	0	0	0	FFAR1	0.0119648615218803	1
0	0	0	0.0279289958588591	0.0325001871037077	AICDA	0.0120858365925134	1
0.0247988975191862	0	0.0356903547352109	0	0	OR6J1	0.0120978504508794	1
0	0	0	0.0606929902970844	0	C14orf177	0.0121385980594169	1
0	0	0.0608063297470757	0	0	C16orf82	0.0121612659494151	1
0.0613934701647787	0	0	0	0	TAS2R30	0.0122786940329557	1
0	0.0455195635548937	0	0	0.0164931105630648	MROH2B	0.0124025348235917	1
0	0	0.0265275608648768	0	0.0357855509988409	C22orf34	0.0124626223727435	1
0	0	0.0378994113324234	0	0.02556306107393	OR56A4	0.0126924944812707	1
0	0	0.0636956716143383	0	0	FOXI1	0.0127391343228677	1
0.016871182075308	0.0226000770423897	0.0242808565422804	0	0	HHLA1	0.0127504231319956	1
0.0134547896613076	0	0	0.011223937950567	0.0391829429110812	TCP10	0.0127723341045912	1
0	0	0.0382895236467046	0	0.0258261908842639	LILRB2	0.0128231429061937	1
0	0	0.0651743709553632	0	0	KLK15	0.0130348741910726	1
0.0460109496027981	0	0	0.0191910857169909	0	ADAM7	0.0130404070639578	1
0.0652693205539693	0	0	0	0	PRKACG	0.0130538641107939	1
0	0.0653578443207947	0	0	0	CYLC1	0.0130715688641589	1
0	0.0658237985341083	0	0	0	C12orf80	0.0131647597068217	1
0	0	0.0308124019240203	0.0357195026763955	0	SLAMF7	0.0133063809200832	1
0	0	0	0.0309120929075831	0.035971533253136	IQCA1L	0.0133767252321438	1
0.0343991361695183	0	0	0	0.0333923066964729	TIGIT	0.0135582885731982	1
0	0	0.0681287037047135	0	0	HEMGN	0.0136257407409427	1
0	0.0693854068716252	0	0	0	RDH8	0.013877081374325	1
0	0	0	0.0321448897548107	0.0374061042773945	NPBWR1	0.013910198806441	1
0	0.0696996840039074	0	0	0	MAGEB16	0.0139399368007815	1
0	0	0.0444158474301774	0.0257446982722857	0	TMPRSS11B	0.0140321091404926	1
0	0	0	0.0707504013225242	0	DNAJC5B	0.0141500802645048	1
0	0	0	0	0.0719430665062719	CD1B	0.0143886133012544	1
0.0366619162260593	0	0	0	0.0355888573674643	KNCN	0.0144501547187047	1
0	0.0348937445491973	0.037488810504181	0	0	OR1C1	0.0144765110106757	1
0	0	0	0	0.0726198102577781	RNF113B	0.0145239620515556	1
0	0	0	0	0.0736321186913055	TMEM212	0.0147264237382611	1
0	0.0302189116551961	0	0	0.0437968918945011	SLC36A3	0.0148031607099394	1
0	0	0.0741555389439792	0	0	NLRP4	0.0148311077887958	1
0	0	0	0	0.0743962770765377	MS4A4E	0.0148792554153075	1
0.0753546674617254	0	0	0	0	PDHA2	0.0150709334923451	1
0	0	0.0755294867467483	0	0	MAGEB1	0.0151058973493497	1
0.0756302880449797	0	0	0	0	CTSG	0.0151260576089959	1
0	0	0.0759535931041829	0	0	DNTT	0.0151907186208366	1
0.0763000765737914	0	0	0	0	ODF4	0.0152600153147583	1
0	0	0	0.035418784070701	0.0412158430292605	HSD3B1	0.0153269254199923	1
0	0	0	0	0.0769636332639949	HBB	0.015392726652799	1
0	0.0770262914993125	0	0	0	FASLG	0.0154052582998625	1
0.0242862588107793	0.0325330683851924	0	0.0202595112079298	0	TEX13C	0.0154157676807803	1
0	0.0774570873130671	0	0	0	C15orf32	0.0154914174626134	1
0	0	0	0	0.0774985156573354	KRTAP4-1	0.0154997031314671	1
0	0.0775438253727682	0	0	0	TNP2	0.0155087650745536	1
0.0552721752245321	0	0	0.0230539265469546	0	FPR2	0.0156652203542973	1
0	0	0.0468123608277786	0	0.0315748239031774	KLK2	0.0156774369461912	1
0.0785612490558414	0	0	0	0	GPR119	0.0157122498111683	1
0.0428456708485235	0	0	0.0357417070916523	0	UBQLN3	0.0157174755880352	1
0	0.0321106589649348	0	0	0.0465386402857637	VAV1	0.0157298598501397	1
0	0	0.0788098987770626	0	0	NCR1	0.0157619797554125	1
0	0	0	0.0364979852781028	0.0424716791266396	CLEC4E	0.0157939328809485	1
0.0793450527686012	0	0	0	0	KRT33A	0.0158690105537202	1
0	0.0460416463150811	0	0	0.0333645537819978	FSCB	0.0158812400194158	1
0	0	0	0.0795615675388902	0	C16orf78	0.015912313507778	1
0	0	0	0	0.0795880870549162	NCR2	0.0159176174109832	1
0	0	0	0	0.0796512522033725	MAS1L	0.0159302504406745	1
0	0	0.0796536878431982	0	0	GK2	0.0159307375686396	1
0	0.0802394392327717	0	0	0	OTUD6A	0.0160478878465543	1
0	0	0	0.0811333388637413	0	CSN2	0.0162266677727483	1
0	0	0.0696270888587245	0	0.0117408256640441	ZNF727	0.0162735829045537	1
0	0.0815145804095138	0	0	0	HTR3C	0.0163029160819028	1
0	0	0.0347891252960239	0	0.0469303613636892	SLC22A8	0.0163438973319426	1
0	0	0	0	0.081927002266326	OR2T8	0.0163854004532652	1
0.0447561055227218	0	0	0.0373353849403277	0	PRR23A	0.0164182980926099	1
0	0	0	0.0827684637352754	0	TEX47	0.0165536927470551	1
0	0	0	0.0830474137815667	0	OR56B1	0.0166094827563133	1
0	0.0830793473999784	0	0	0	ARRDC5	0.0166158694799957	1
0	0	0	0.0831675402238737	0	OR10Q1	0.0166335080447747	1
0	0.0205662714754624	0.0220957957961233	0.0256147131607238	0.0149035607033337	SCN10A	0.0166360682271286	1
0	0	0.0497469371083565	0	0.0335541884908891	CCRL2	0.0166602251198491	1
0.0834435865677864	0	0	0	0	GNAT3	0.0166887173135573	1
0	0	0	0	0.0835178178443129	TCHHL1	0.0167035635688626	1
0	0.021498489927936	0	0	0.0623164096716854	PLA2G2F	0.0167629799199243	1
0	0	0	0	0.083843423371971	LIPN	0.0167686846743942	1
0	0.0520455738879233	0	0.0324106498354592	0	TKTL2	0.0168912447446765	1
0	0	0	0.0848030867376175	0	TAS2R39	0.0169606173475235	1
0	0	0	0	0.0852681204556069	KRTAP4-8	0.0170536240911214	1
0	0	0.0853660865697615	0	0	C3orf56	0.0170732173139523	1
0	0	0	0	0.0863688276904039	LYPD8	0.0172737655380808	1
0.0863714317105157	0	0	0	0	GH1	0.0172742863421031	1
0	0	0	0	0.0866671656098872	KRTAP5-4	0.0173334331219774	1
0.0867337279844692	0	0	0	0	KRTAP26-1	0.0173467455968938	1
0.0476435962016071	0	0	0.0397441194526069	0	STATH	0.0174775431308428	1
0	0	0.0876026428561049	0	0	CASP14	0.017520528571221	1
0	0	0.0876800759523242	0	0	CEACAM16	0.0175360151904648	1
0.0305741841660468	0.0204780825248801	0.0220010481873568	0	0.014839653670893	C5AR2	0.0175785937098353	1
0	0	0	0	0.088112886546312	FMR1NB	0.0176225773092624	1
0	0	0	0.0883655114878658	0	KRTAP4-7	0.0176731022975732	1
0	0	0.0888316948603548	0	0	PATE2	0.017766338972071	1
0	0	0	0	0.0894479302818621	DAOA	0.0178895860563724	1
0	0	0	0	0.0915698702338041	FRG2B	0.0183139740467608	1
0	0	0.0582816642738324	0.033781723153998	0	NKX6-3	0.0184126774855661	1
0	0	0.054986359531077	0	0.0370881662144307	CCDC197	0.0184149051491015	1
0	0	0	0	0.0922431781031703	FRG2	0.0184486356206341	1
0	0	0.055108551441146	0	0.0371705843615738	TREML4	0.018455827160544	1
0	0	0	0	0.0929264609039346	ASB17	0.0185852921807869	1
0	0	0	0.0932375559050346	0	APCS	0.0186475111810069	1
0	0	0	0	0.093882673317352	IFNA8	0.0187765346634704	1
0	0.0384917376641923	0	0	0.0557868692474982	GABRA6	0.0188557213823381	1
0	0	0	0	0.0943238512934674	OPN1MW	0.0188647702586935	1
0	0	0	0	0.0943238512934674	TENT5D	0.0188647702586935	1
0	0.0944701719752824	0	0	0	AWAT1	0.0188940343950565	1
0.0338196283145199	0	0	0.0282122143317491	0.0328297604763655	LRIT2	0.0189723206245269	1
0	0	0.0949541090562184	0	0	ZNF679	0.0189908218112437	1
0.0552968107100128	0.0246912590685976	0	0.0153761346429233	0	RNF17	0.0190728408843067	1
0	0.0333317141072837	0	0.0622705698282722	0	MAGEC1	0.0191204567871112	1
0	0	0	0	0.095627039329442	ZPBP	0.0191254078658884	1
0	0	0	0.0958274880135078	0	PDCL2	0.0191654976027016	1
0	0	0	0	0.0960388304078941	CDRT15L2	0.0192077660815788	1
0.0254208516738351	0.0340529314275299	0.0365854656727549	0	0	CA1	0.019211849754824	1
0	0.0467566752585294	0.0502339935486476	0	0	MAGEA10	0.0193981337614354	1
0.0237561129957462	0	0.0341895884400492	0.0396345308879398	0	DSPP	0.019516046464747	1
0	0	0.0583731223582167	0	0.0393725295316788	CEACAM8	0.0195491303779791	1
0	0.0472512016771627	0.0507652981545869	0	0	MS4A4A	0.0196032999663499	1
0.0237370230185943	0.0317973302986486	0	0.0198013406525444	0.0230422632938238	ABCC12	0.0196755914527222	1
0	0.0351862988098994	0.0378031221776154	0	0.0254981142724211	SLFN12L	0.0196975070519872	1
0	0	0.0986037699742175	0	0	IZUMO2	0.0197207539948435	1
0	0.0989237657969743	0	0	0	VN1R2	0.0197847531593949	1
0	0	0	0.0991318841519046	0	MRGPRG	0.0198263768303809	1
0	0	0	0.0992459599679597	0	PRG3	0.0198491919935919	1
0.099314701015838	0	0	0	0	MOS	0.0198629402031676	1
0.099314701015838	0	0	0	0	OR10H2	0.0198629402031676	1
0	0.0996713005511076	0	0	0	DCSTAMP	0.0199342601102215	1
0	0.0578985251320083	0	0	0.0419567632843852	LRIT1	0.0199710576832787	1
0	0	0	0	0.100561701178607	CSN1S1	0.0201123402357214	1
0	0.0766850897650963	0	0.0238772810664886	0	OR51D1	0.020112474166317	1
0.030425722118154	0.0407572902047569	0	0	0.0295351906345643	OR4N2	0.020143640591495	1
0.0266873009182982	0.0357494249137233	0.0384081282630599	0	0	DAO	0.0201689708190163	1
0	0	0.10087667043464	0	0	GYPB	0.020175334086928	1
0	0.0622162049037574	0	0.0387442673909061	0	FEZF2	0.0201920944589327	1
0	0	0.101013638079494	0	0	FAM170B	0.0202027276158988	1
0	0	0	0.101583909554955	0	KRTAP5-5	0.020316781910991	1
0	0	0	0.10285597997872	0	TBATA	0.020571195995744	1
0	0	0	0.103163563650905	0	CSN3	0.020632712730181	1
0	0	0	0.104286262650734	0	HBA2	0.0208572525301468	1
0	0.0270441851426995	0.0581109505530538	0	0.0195978476423061	SNTN	0.0209505966676119	1
0	0	0	0	0.104869987227011	TAS2R60	0.0209739974454022	1
0	0	0	0	0.10497968386637	ARL14EPL	0.020995936773274	1
0.0154863097300011	0.0414898957806363	0.0222877604690075	0.0258372496141872	0	OR52I2	0.0210202431187664	1
0	0	0	0	0.105199767061058	MCEMP1	0.0210399534122116	1
0	0	0	0	0.106089405683139	OR56A5	0.0212178811366278	1
0.027518393334439	0	0.0792084582864489	0	0	MORC1	0.0213453703241776	1
0	0	0	0.106738538628907	0	KRT33B	0.0213477077257814	1
0.0203276845767769	0	0.0585108489544216	0.00847864129101032	0.019732712893482	FGD2	0.0214099775431382	1
0	0	0	0.107136322002679	0	CCDC182	0.0214272644005358	1
0	0	0	0	0.107337516338235	VCX	0.021467503267647	1
0	0	0	0	0.107914599759408	OR5AC2	0.0215829199518816	1
0	0	0	0.10814387362026	0	IL5	0.021628774724052	1
0	0	0	0	0.108263837946332	IL31	0.0216527675892664	1
0	0	0	0	0.108380753538066	OR52E1	0.0216761507076132	1
0.0731164100123673	0	0	0	0.0354881816747699	BMX	0.0217209183374274	1
0	0.109049820563594	0	0	0	TBC1D21	0.0218099641127188	1
0	0	0.0690455168868187	0.0400207606552933	0	CD53	0.0218132555084224	1
0	0	0	0	0.109325248122276	EDDM3B	0.0218650496244552	1
0	0.0486966498297342	0	0.0606503088693087	0	SLCO1B7	0.0218693917398086	1
0	0	0	0.0330819866559866	0.0769931551793244	CNBD1	0.0220150283670622	1
0	0	0	0	0.110407676321506	SETSIP	0.0220815352643012	1
0	0	0	0.0511838214908944	0.0595611737544506	MTRNR2L4	0.022148999049069	1
0	0	0	0	0.111141282144241	OR1A2	0.0222282564288482	1
0.0213741169645415	0	0.0307614407465566	0.0178302127790277	0.0414970344330161	ANKRD62	0.0222925609846284	1
0.0352855302926578	0.0472673283671549	0	0.029435064577528	0	HEATR9	0.0223975846474681	1
0.039035908535959	0	0	0.0162818084221554	0.0568400478249477	KIF25	0.0224315529566124	1
0	0	0	0.11303373422301	0	KRTAP2-2	0.022606746844602	1
0	0	0	0	0.113401782798022	KLK12	0.0226803565596044	1
0.0326552759815184	0	0	0.0817227472004014	0	DRD3	0.022875604636384	1
0.0807392454177956	0	0	0.0336761964904947	0	SERPINA9	0.0228830883816581	1
0	0	0	0.0345531807741014	0.0804171296284049	ADAMDEC1	0.0229940620805013	1
0	0	0.115269016571538	0	0	PIK3CG	0.0230538033143076	1
0	0.115797050264017	0	0	0	NPVF	0.0231594100528034	1
0	0	0	0.0349593592266546	0.0813624465149974	CLEC10A	0.0232643611483304	1
0	0	0.0385574213244608	0	0.078020661655545	VNN1	0.0233156165960012	1
0.0343021246706992	0	0.0493673154914049	0	0.0332981346304742	GIMAP5	0.0233935149585157	1
0	0.117069545321863	0	0	0	KRTAP1-5	0.0234139090643726	1
0	0	0	0.0260715656626835	0.0910162434488356	GDF2	0.0234175618223038	1
0.117218371607128	0	0	0	0	KRTAP13-2	0.0234436743214256	1
0	0.0336230328030502	0	0.0837530849353309	0	CLEC5A	0.0234752235476762	1
0	0.049520836275005	0.0354691511063395	0.0205589366417537	0.0119619282212455	POU5F2	0.0235021704488687	1
0.0335452964819881	0	0.0241390475164008	0.027983367687267	0.0325634580714631	WBP2NL	0.0236462339514238	1
0.0443148751639466	0	0	0.0739346242710304	0	VSIG4	0.0236498998869954	1
0	0.118269233232932	0	0	0	PRSS47	0.0236538466465864	1
0.0525471937776301	0	0	0.0657520248123179	0	TECTB	0.0236598437179896	1
0	0	0.118371590207712	0	0	USP29	0.0236743180415424	1
0	0	0	0	0.119051693684756	KRTAP4-12	0.0238103387369512	1
0	0	0.0711588182166878	0	0.0479964503951455	TRIML1	0.0238310537223667	1
0	0	0.0531593743805267	0.0308126971104527	0.0358558691590744	RGS18	0.0239655881300108	1
0	0	0	0	0.120770851716305	CSH1	0.024154170343261	1
0.0302476898061695	0.040518804012804	0	0.0504650317215664	0	PPP3R2	0.024246305108108	1
0.0497768915539178	0	0.0716384635970603	0	0	NCBP2L	0.0242830710301956	1
0	0	0	0.121471463679094	0	MCCD1	0.0242942927358188	1
0.061686517755064	0	0	0	0.0598810129929889	XKR3	0.0243135061496106	1
0.0371760531310634	0	0.0535034480011126	0.0310121320432064	0	CATSPERD	0.0243383266350765	1
0	0	0	0	0.121870768398603	CLEC6A	0.0243741536797206	1
0.0521101833455077	0.069805076671252	0	0	0	MAGEC2	0.0243830520033519	1
0	0.122343879960922	0	0	0	LYZL1	0.0244687759921844	1
0	0.0590086374587831	0.0633971405586256	0	0	TCL1A	0.0244811556034817	1
0	0	0.122564323633521	0	0	TMIGD3	0.0245128647267042	1
0.0150314922590124	0.020135689461437	0	0	0.0875492100403455	HLA-DQA1	0.024543278352159	1
0	0	0.123139108047802	0	0	DDX53	0.0246278216095604	1
0.123964752706819	0	0	0	0	TEX48	0.0247929505413638	1
0	0.0910840329600552	0	0	0.0330024918698617	SRARP	0.0248173049659834	1
0	0	0.124617327379476	0	0	OR5H6	0.0249234654758952	1
0	0	0.0744710154610081	0	0.0502305194075322	OPN1MW3	0.0249403069737081	1
0	0	0.12503620915218	0	0	ZNF683	0.025007241830436	1
0	0	0.0793986600272648	0.0460217391740432	0	OR6K3	0.0250840798402616	1
0	0	0.0535226938457174	0	0.0722018545152873	GCM1	0.0251449096722009	1
0.0687410929238612	0	0	0.0573435766038278	0	C9	0.0252169339055378	1
0	0.0539304019142383	0	0.033584400004734	0.0390812218754865	C12orf77	0.0253192047588918	1
0	0	0.0448847930289877	0.0520330251657056	0.0302746840953995	BOD1L2	0.0254385004580186	1
0	0.0339028817908847	0.0728485135329715	0.02111254325879	0	ZNF492	0.0255727877165292	1
0	0.0742989657273412	0	0	0.0538415116825372	GPR42	0.0256280954819757	1
0	0.128472423112954	0	0	0	SPACA7	0.0256944846225908	1
0	0	0.0767370236674029	0	0.0517589364498449	GFRAL	0.0256991920234496	1
0.0515558196928959	0.0460416463150811	0	0.0143358941509569	0.0166822768909989	MYH4	0.0257231274099866	1
0	0	0	0	0.128998171948907	CWH43	0.0257996343897814	1
0	0.0399634315728651	0.0214677663960603	0.0248866654774656	0.043439869186084	TPH2	0.025951546526495	1
0	0	0	0.130279062254014	0	TEX49	0.0260558124508028	1
0	0	0	0	0.130423103023066	PNLIP	0.0260846206046132	1
0	0.0535343146949223	0	0	0.0775883863751444	KRT2	0.0262245402140133	1
0.0356751565760826	0.095578517678236	0	0	0	OR10AC1	0.0262507348508637	1
0	0.0470265779680014	0.0505239690631899	0	0.0340782946608657	FEZF1	0.0263257683384114	1
0	0.076642651973306	0	0	0.0555398880886825	CD1A	0.0264365080123977	1
0.0350107022544827	0	0	0.0292058040000532	0.0679719456662711	SAGE1	0.0264376903841614	1
0.079835215256747	0	0	0.0332991271089409	0.0193746289143338	TNFSF14	0.0265017942560043	1
0	0	0	0.132786357524491	0	FOXB2	0.0265572715048982	1
0	0.13380992474953	0	0	0	ODF1	0.026761984949906	1
0	0.0298541220340082	0.0641487772757466	0.0185912350101653	0.0216340973865595	KLK3	0.0268456463412959	1
0.0241106818464289	0.0322978712956539	0.0346998808048261	0.0201130455252232	0.0234049854888641	TEX13D	0.0269252929921992	1
0	0.0470265779680014	0	0.0878554219478679	0	ZNF80	0.0269763999831739	1
0	0	0.135760117601363	0	0	OR51Q1	0.0271520235202726	1
0.0359855912834971	0	0	0.0300190529802148	0.0698646556047681	TCP10L2	0.027173859973696	1
0	0	0.135946175323065	0	0	TRIM64B	0.027189235064613	1
0	0.0444743969543237	0	0.0276958057842508	0.0644576607426136	CDC14C	0.0273255726962376	1
0.0315587923557654	0	0	0.105304931882976	0	GPR82	0.0273727448477483	1
0	0.0660435250909699	0.0709552164478275	0	0	ETV3L	0.0273997483077595	1
0	0	0	0	0.137574472619944	HLA-DQA2	0.0275148945239888	1
0	0	0.0826169288679035	0	0.0557249182544416	BTG4	0.027668369424469	1
0.0805191618048967	0	0.0579412339918591	0	0	SLC17A2	0.0276920791593512	1
0	0	0.116153855496561	0.022442034663585	0	CLEC12B	0.0277191780320292	1
0.00657926713487892	0.00881336846861168	0.0757505861733966	0.0164652041260323	0.0319334917195651	RP1	0.0279083835244969	1
0.0812149283248133	0	0.0584419045133913	0	0	PNPLA5	0.0279313665676409	1
0	0	0	0	0.139680692799234	ACTRT2	0.0279361385598468	1
0	0	0.139843128657043	0	0	OR4A47	0.0279686257314086	1
0	0	0.0597322717346825	0	0.0805785449829381	SLC22A24	0.0280621633435241	1
