RNA17_CM_Hyb1_total	RNA19_CM_Hyb2_total	RNA3_CM_Hyb1_total	RNA4_CM_Hyb2_total	gene	mean	bins
0	0.0451673258036664	0	0	TMEM212	0.0112918314509166	1
0.0243343215937101	0	0.0214753602953066	0	SLAMF7	0.0114524204722542	1
0	0	0.0462141331845079	0	DAOA	0.011553533296127	1
0	0.0462706238785399	0	0	TKTL2	0.011567655969635	1
0	0	0.0243609384228414	0.0219371285607914	TEX13C	0.0115745167459082	1
0	0	0	0.0471410178108475	IL2RA	0.0117852544527119	1
0	0.0268424090125997	0	0.0203589178729646	PNLIPRP1	0.0118003317213911	1
0	0.0474291718570087	0	0	CHRNB3	0.0118572929642522	1
0	0.0474474489945259	0	0	CHRNA6	0.0118618622486315	1
0.0475365853462889	0	0	0	MMD2	0.0118841463365722	1
0	0	0	0.0475490612440371	TEX55	0.0118872653110093	1
0	0.0481902661999196	0	0	MMP20	0.0120475665499799	1
0	0	0.0484827091472818	0	SYCP1	0.0121206772868204	1
0.0270636662772976	0	0	0.0215076822393572	IDO2	0.0121428371291637	1
0	0	0.0257012428416446	0.0231440783849539	OR51B5	0.0122113303066496	1
0	0	0.0489403090448494	0	CYLC1	0.0122350772612124	1
0	0	0	0.0492025059448308	RFPL4B	0.0123006264862077	1
0	0.0494283942757104	0	0	SLC22A24	0.0123570985689276	1
0	0	0.0260171888775805	0.023428589132787	GAB4	0.0123614445025919	1
0.0494989212198931	0	0	0	PNLIPRP3	0.0123747303049733	1
0	0	0	0.0498326340892683	NPHS2	0.0124581585223171	1
0	0	0.0501957961597463	0	HTN3	0.0125489490399366	1
0	0	0.0503419975077844	0	CCT8L2	0.0125854993769461	1
0.00722829790096735	0.00757373009416218	0.019137205179191	0.0172331345789424	MUC5AC	0.0127930919383157	1
0.0512810119904107	0	0	0	SLC36A3	0.0128202529976027	1
0	0	0	0.0513111847710378	CSHL1	0.0128277961927594	1
0	0.0292322246298183	0	0.0221714995924237	CYP11B1	0.0128509310555605	1
0	0	0.0516842835116052	0	NLRP4	0.0129210708779013	1
0	0.052105852789164	0	0	CLEC4E	0.013026463197291	1
0.0522733269466309	0	0	0	OR52E5	0.0130683317366577	1
0.017880468499091	0.0187349558948257	0.0157797496752946	0	KCNG4	0.0130987935173028	1
0.0526716445432659	0	0	0	CYLC2	0.0131679111358165	1
0	0.0527758809004692	0	0	VSIG4	0.0131939702251173	1
0.0528611961205696	0	0	0	ATOH1	0.0132152990301424	1
0	0	0.0534283950881174	0	FSHB	0.0133570987720293	1
0.0298628815695111	0	0	0.0237322379373034	TECTB	0.0133987798767036	1
0	0.0536263633017398	0	0	KRT9	0.013406590825435	1
0	0.0539317258610576	0	0	KLK15	0.0134829314652644	1
0	0	0.0542387630052488	0	ARL14EPL	0.0135596907513122	1
0.0546179126079601	0	0	0	PAPOLB	0.01365447815199	1
0.0290149232039571	0	0.0256060530533422	0	AADACL3	0.0136552440643248	1
0	0.0218192681447447	0	0.0330981237934747	DTHD1	0.0137293479845549	1
0.0237107423276889	0.0124219259625499	0	0.018843090452641	TSHR	0.0137439396857199	1
0.0292970428760973	0	0.0258550273911832	0	NLRP5	0.0137880175668201	1
0.0293262887387138	0	0.0258808372513191	0	BIN2	0.0138017814975082	1
0.0553511252831023	0	0	0	THEG	0.0138377813207756	1
0.0556394123939518	0	0	0	TPRX1	0.013909853098488	1
0	0	0.055695228177248	0	TEX28	0.013923807044312	1
0.0296070644938338	0	0.0261286255646349	0	OR1C1	0.0139339225146172	1
0	0.0557384020555883	0	0	CD1E	0.0139346005138971	1
0	0	0.0557551155193741	0	KCNK16	0.0139387788798435	1
0	0	0.0558752774062693	0	PSMA8	0.0139688193515673	1
0	0.0562733684372919	0	0	GLYATL3	0.014068342109323	1
0	0	0.0562999537817784	0	NKX2-8	0.0140749884454446	1
0.0563869668790913	0	0	0	MS4A3	0.0140967417197728	1
0.0404789662335605	0	0	0.0160844568176522	ENAM	0.0141408557628032	1
0	0	0	0.0567525714270974	DCAF4L2	0.0141881428567744	1
0.0302199920216089	0	0.0266695422054869	0	ADGB	0.0142223835567739	1
0	0	0.0300592796713147	0.0270685090676199	ZP2	0.0142819471847336	1
0	0	0	0.0571694865523654	BHLHE22	0.0142923716380914	1
0.0571826953654629	0	0	0	GPR31	0.0142956738413657	1
0	0.0325300211732615	0	0.024672749348293	RAX	0.0143006926303886	1
0	0.0576163454098243	0	0	DYNAP	0.0144040863524561	1
0	0	0.0303407006629713	0.0273219298663806	LEP	0.014415657632338	1
0	0	0	0.0581122316635276	FGF3	0.0145280579158819	1
0	0.040966937328496	0.017252456307775	0	TIGIT	0.0145548484090678	1
0	0.0586873832892253	0	0	SLC6A18	0.0146718458223063	1
0	0.0334854854883858	0	0.0253974316788928	GLRA2	0.0147207292918197	1
0	0	0.0591751867994498	0	PYHIN1	0.0147937966998625	1
0	0	0	0.0592929246243104	IFNA6	0.0148232311560776	1
0.0331482197393586	0	0	0.0263431188387275	C11orf44	0.0148728346445215	1
0	0	0	0.0595956325994185	POU1F1	0.0148989081498546	1
0.0599849101460062	0	0	0	CYP4F11	0.0149962275365016	1
0	0	0.0317430409752176	0.0285847432761827	TMPRSS11D	0.0150819460628501	1
0	0.0328862527085456	0.0276988554663557	0	SERPINB5	0.0151462770437253	1
0	0	0.0166326407162848	0.0449332909141726	PAX2	0.0153914829076143	1
0	0.0240386821828963	0.0202468791226153	0.0182324006800642	FOXL2NB	0.0156294904963939	1
0	0	0.062623499315239	0	OR3A1	0.0156558748288098	1
0.0626722341205473	0	0	0	KRT83	0.0156680585301368	1
0.0168812582927778	0.0176879945612404	0.0148979334673231	0.013415652389497	OR2AG1	0.0157207096777096	1
0	0	0	0.0631415525918112	KLRC2	0.0157853881479528	1
0	0	0	0.063269889080819	DNASE2B	0.0158174722702048	1
0	0	0.0333026701560809	0.0299891959805038	CDC14C	0.0158229665341462	1
0	0.0344505120707316	0.0290163723743805	0	P2RY10	0.015866721111278	1
0	0.0344698012712191	0.0290326189434591	0	TNFRSF13B	0.0158756050536695	1
0.0443854349295661	0	0.0195853663580804	0	GPR12	0.0159927003219116	1
0.0349006352765151	0	0.0154001358577422	0.0138678877759562	SCN10A	0.0160421647275534	1
0.0233109381027626	0	0.0411444216885681	0	PSG9	0.0161138399478327	1
0.0342596032000076	0	0.0302345524390775	0	CD86	0.0161235389097713	1
0	0	0.0645731723947919	0	IL23R	0.016143293098698	1
0.065721722022386	0	0	0	C15orf32	0.0164304305055965	1
0.0666536806443711	0	0	0	OOSP2	0.0166634201610928	1
0.0258151227978968	0	0	0.0410309122510056	CD209	0.0167115087622256	1
0.0669575150860548	0	0	0	CSH2	0.0167393787715137	1
0.0671104734300549	0	0	0	KRT34	0.0167776183575137	1
0.0673026569163953	0	0	0	LUZP4	0.0168256642290988	1
0.067341225774227	0	0	0	HTR3D	0.0168353064435568	1
0	0	0	0.0678187046356491	KRTAP10-7	0.0169546761589123	1
0.0245683543750839	0.0128712241418351	0.0216818973167543	0.00976232033068041	PAX5	0.0172209490410884	1
0.0689615252206727	0	0	0	CD200R1L	0.0172403813051682	1
0	0	0.0364131021299283	0.032790153189357	OR4E2	0.0173008138298213	1
0	0.0692497919801994	0	0	KRT35	0.0173124479950498	1
0.0698220077100572	0	0	0	NEUROG1	0.0174555019275143	1
0.0485881492561613	0	0.0214398418164225	0	ANKRD62	0.0175069977681459	1
0.0703655323209738	0	0	0	CALHM3	0.0175913830802434	1
0	0	0	0.0708545950556061	PATE3	0.0177136487639015	1
0	0.0282691149445057	0	0.0428820370948405	ABCC12	0.0177877880098366	1
0	0	0	0.0717253120455367	GJA8	0.0179313280113842	1
0	0	0.0720170242125249	0	ZNRF4	0.0180042560531312	1
0	0.0725551739191483	0	0	CEACAM16	0.0181387934797871	1
0.0281260026271006	0	0	0.0447038565262273	C8orf74	0.018207464788332	1
0	0	0	0.0730722662623543	SERPINB12	0.0182680665655886	1
0.0358700973675294	0.0375842888097664	0	0	PRDM13	0.0183635965443239	1
0	0.0399630412660807	0.0336593686679766	0	GPR151	0.0184056024835143	1
0.0404836147138354	0	0.0119091082758424	0.0214484052097586	TMC1	0.0184602820498591	1
0.0262769317924924	0.0275326766862242	0	0.0208824589184456	CFAP299	0.0186730168492906	1
0	0	0	0.0747689001467484	DBX1	0.0186922250366871	1
0	0.0544203890125059	0	0.020637868791887	ROPN1	0.0187645644510982	1
0	0.040770241768475	0.0343392433331244	0	SH2D1A	0.0187773712753998	1
0	0	0.0755863810976937	0	PDHA2	0.0188965952744234	1
0.0402019975969984	0	0.0354787940013807	0	IQCJ	0.0189201978995948	1
0	0.0434613943313783	0	0.0329637685433423	MMP13	0.0191062907186801	1
0	0	0	0.0765461936748269	C1QA	0.0191365484187067	1
0	0.0415685787105991	0.0350116525543672	0	MAGEA10	0.0191450578162416	1
0.0768795806189246	0	0	0	LRIT2	0.0192198951547311	1
0.0778730543247357	0	0	0	IZUMO2	0.0194682635811839	1
0.0291372276161731	0	0.0257139883129273	0.0231555557360002	MS4A14	0.0195016929162752	1
0.0543275261100445	0	0.0239723797656116	0	MRGPRE	0.019574976468914	1
0	0	0.0412343995491196	0.0371317520013077	FAM71B	0.0195915378876068	1
0	0	0	0.0796811913679939	KRTAP5-11	0.0199202978419985	1
0	0.0454675517506627	0	0.0344853605182012	ADAD1	0.019988228067216	1
0	0	0.0800189157916943	0	BECN2	0.0200047289479236	1
0	0.0801080872744272	0	0	CELA3B	0.0200270218186068	1
0.0447488343396901	0	0	0.0355622072670559	OR10G3	0.0200777604016865	1
0	0.0809507758979583	0	0	TERB2	0.0202376939744896	1
0	0.0587153696427251	0	0.022266656243035	TMPRSS15	0.02024550647144	1
0.0277278053270472	0.0290528858284083	0.0244701545224247	0	ASB5	0.02031271141947	1
0	0.02425174909214	0.0204263373775922	0.0367880072023986	OPN5	0.0203665234180327	1
0	0.0464802303287258	0	0.0352534376305356	CATSPER1	0.0204334169898154	1
0.0434258828440599	0	0.0383239153237383	0	CCDC197	0.0204374495419496	1
0	0	0	0.0822424978276432	PDILT	0.0205606244569108	1
0.0169543267892117	0.0355291098371937	0.0299248347615166	0	TPH2	0.0206020678469805	1
0.0574061743898516	0	0.0253308536556023	0	OR51M1	0.0206842570113635	1
0	0.0449365438470053	0.0378483630897941	0	C5orf47	0.0206962267341999	1
0.045511401617361	0	0.0200822065968311	0.0180841123708925	PGA4	0.0209194301462712	1
0	0.0243910717394601	0.0410873672210918	0.018499674382585	PGA3	0.0209945283357842	1
0	0	0.0840393151264472	0	CLDN17	0.0210098287816118	1
0	0.0592379745685805	0.0249469605162463	0	RIPPLY2	0.0210462337712067	1
0.0470795027948823	0	0	0.0374144055622151	ADAMDEC1	0.0211234770892743	1
0.0448855763850367	0	0.0396121141581497	0	LILRA2	0.0211244226357966	1
0	0	0	0.0852065294555555	FRG2B	0.0213016323638889	1
0	0	0	0.0852065294555555	TXNDC8	0.0213016323638889	1
0	0	0.0448355014552684	0.0403745595690829	SFTPC	0.0213025152560878	1
0.0373939344394674	0	0.0330006411665985	0.0148586087960682	PSG4	0.0213132961005335	1
0	0.019920098712311	0.0503338528713974	0.0151086161273724	SLC12A3	0.0213406419277702	1
0	0	0	0.0858330480544934	FRG2	0.0214582620136234	1
0	0	0	0.085991119966196	CD300LF	0.021497779991549	1
0	0.0331697548870675	0.0279376387031346	0.0251579623607998	GABRR1	0.0215663389877505	1
0	0.0864649790314569	0	0	TRAPPC3L	0.0216162447578642	1
0.0481995237801584	0	0	0.0383044939636131	CD1C	0.0216260044359429	1
0	0	0	0.087276968489055	CAPZA3	0.0218192421222638	1
0	0	0.0602933225965324	0.0271471965939793	IL10	0.0218601297976279	1
0.0252873765818864	0	0.0223164439135003	0.0401921051359108	ADIPOQ	0.0219489814078244	1
0.0878254401913499	0	0	0	UCN3	0.0219563600478375	1
0.0491264376990076	0	0	0.0390411188475288	LRIT1	0.0220418891366341	1
0	0.0478717457779139	0.0403205734315847	0	SIX6	0.0220480798023747	1
0	0	0.0884096460921021	0	IL22	0.0221024115230255	1
0	0	0.0890167509579706	0	FCER1A	0.0222541877394926	1
0	0.0890927135606329	0	0	RNF113B	0.0222731783901582	1
0.0473641430778018	0	0.041799482009688	0	TRIM40	0.0222909062718724	1
0.061929085099355	0	0.0273266178830134	0	MCHR2	0.0223139257455921	1
0	0	0	0.0893221963493915	TRIML1	0.0223305490873479	1
0.0202151107820448	0.0211811680957844	0	0.048195263865451	ANKUB1	0.02239788568582	1
0	0	0.0899822254802913	0	LRRC74A	0.0224955563700728	1
0.0191759854725891	0.0200923841613568	0.0507691815597434	0	HHLA1	0.0225093877984223	1
0	0	0	0.0900543454997964	OR10Q1	0.0225135863749491	1
0	0	0	0.0902283635587332	RFPL4A	0.0225570908896833	1
0.0907416517189392	0	0	0	KRTAP4-1	0.0226854129297348	1
0	0.091204540845033	0	0	FGF21	0.0228011352112583	1
0	0.0912721498449182	0	0	MS4A4E	0.0228180374612296	1
0.0917333637595833	0	0	0	IZUMO3	0.0229333409398958	1
0	0	0.0917739069610936	0	PRB4	0.0229434767402734	1
0	0.0666808178395855	0	0.0252873967731624	ANKRD66	0.022992053653187	1
0.0920928205141271	0	0	0	OR52N4	0.0230232051285318	1
0.0228064898546388	0.0119481931238035	0.0301905429013205	0.0271867121639851	RPH3A	0.023032984510937	1
0.0333931341222013	0	0.0589397640614014	0	NLRP10	0.0230832245459007	1
0.0171510529046233	0.0179706823528854	0.030272061553247	0.0272601200564223	FUT9	0.0231634792167945	1
0.0936338159171523	0	0	0	HOXA6	0.0234084539792881	1
0	0	0.09385023969777	0	LCN9	0.0234625599244425	1
0.0350777429779183	0	0.0309565716018017	0.0278765242636683	TMPRSS11B	0.0234777097108471	1
0	0	0.0335939471545305	0.0605029843105208	NKX6-1	0.0235242328662628	1
0	0	0	0.0942344664816234	OR1D4	0.0235586166204058	1
0.0461006037567776	0.0483036995452313	0	0	CEACAM8	0.0236010758255022	1
0	0	0.0946209077244852	0	OR51Q1	0.0236552269311213	1
0	0.0947853195849073	0	0	LCE1E	0.0236963298962268	1
0.0355123720084697	0	0.0313401374632928	0.0282219269517343	CLCA1	0.0237686091058742	1
0.0229692023018034	0.0722006236165723	0	0	C18orf63	0.0237924564795939	1
0.0218664754328296	0	0.0385949069095779	0.034754877664045	PLEKHS1	0.0238040650016131	1
0.0267799541877908	0	0.0472673267393053	0.0212822142851615	NXPE1	0.0238323738030644	1
0.0954593330430757	0	0	0	PRDM9	0.0238648332607689	1
0	0	0.0659278543331442	0.0296841564791128	POU4F2	0.0239030027030643	1
0	0	0	0.0956827420935336	KRTAP4-7	0.0239206855233834	1
0	0.096154728731585	0	0	SERPINA9	0.0240386821828962	1
0.0466080075264358	0	0.0411321823960479	0.00925992625516002	C4orf54	0.0242500290444109	1
0.0970358703352817	0	0	0	OR2B2	0.0242589675838204	1
0.03513017607654	0	0.0620056890080931	0	C1orf94	0.0242839662711583	1
0	0	0	0.0972774544617592	OR51F1	0.0243193636154398	1
0	0.0977191509053925	0	0	MAS1L	0.0244297877263481	1
0.0545545213444876	0	0	0.0433548543562158	OR5B2	0.0244773439251759	1
0	0	0.0981585564278616	0	NOBOX	0.0245396391069654	1
0.0987482680470808	0	0	0	UBE2NL	0.0246870670117702	1
0.0253911925185882	0.0532092178655119	0	0.0201785558088351	SLC17A6	0.0246947415482338	1
0.0369529682314548	0	0.0326114826622754	0.0293667787054367	NLRP2B	0.0247328073997917	1
0	0.0199750373362743	0.0336484473932628	0.0454508547777201	WBP2NL	0.0247685848768143	1
0	0	0.0684066720752215	0.0308002494338024	ANTXRL	0.024801730377256	1
0.0130857949861945	0.0411334510492632	0.0346451608683861	0.0103993715237515	GLB1L3	0.0248159446068988	1
0.0993325773254659	0	0	0	KRTAP1-5	0.0248331443313665	1
0	0	0	0.0994529885871021	OR1D5	0.0248632471467755	1
0	0	0.0995244864357349	0	TEX47	0.0248811216089337	1
0.0373226739641182	0	0.0329377528556569	0.0296605864009175	IL19	0.0249802533051732	1
0.0415084560141385	0	0.0366317608145658	0.0219913708426443	OR56A1	0.0250328969178372	1
0.0695945744601873	0	0.0307090656991519	0	PNMA6E	0.0250759100398348	1
0.0363247106571951	0	0.0641140741057408	0	ERVFRD-1	0.025109696190734	1
0	0	0	0.100523526677383	KRTAP5-3	0.0251308816693457	1
0.0561176881451892	0	0	0.0445971137933567	CLDN8	0.0251787004846365	1
0	0	0	0.101176984055568	LRRC30	0.025294246013892	1
0	0.0295337323436782	0.0497503069637975	0.0224001814064017	OR6J1	0.0254210551784693	1
0.101740639806083	0	0	0	OR8S1	0.0254351599515207	1
0.102058744985258	0	0	0	C10orf53	0.0255146862463145	1
0	0.0398724514704646	0.0335830682856334	0.0302416956875935	AICDA	0.0259243038609229	1
0	0	0	0.103762618092543	PDCL2	0.0259406545231358	1
0.103807808282709	0	0	0	LYZL1	0.0259519520706772	1
0	0	0.103912339545126	0	RDH8	0.0259780848862815	1
0.037760423835484	0	0.0666481458007942	0	CWH43	0.0261021424090696	1
0.0510249409361816	0.0534633652369929	0	0	NCF4	0.0261220765432936	1
0	0	0.037465503925591	0.0674756909561336	HTR3A	0.0262352987204311	1
0	0	0.0374790440426584	0.0675000768220375	BRS3	0.026244780216174	1
0	0.0208441053226332	0.0526686210594392	0.0316188780373417	GAD2	0.0262829011048535	1
0	0.105146140171473	0	0	PRSS47	0.0262865350428683	1
0.0282816940977199	0.0296332443178808	0.024958968680153	0.0224756573485653	MAGEC1	0.0263373911110798	1
0	0	0.10603733626384	0	OR52E2	0.02650933406596	1
0	0	0.0901935248443519	0.0162439304719584	MKRN3	0.0266093638290776	1
0.0285774413852204	0.0299431250342399	0.0252199695685885	0.0227106897576091	OVCH1	0.0266128064364145	1
0.0256965753282366	0.0807737569259531	0	0	SOX1	0.0266175830635474	1
0	0.0579144544406372	0.0487791697394336	0	SSX2B	0.0266734060450177	1
0	0.106695086777118	0	0	TAAR1	0.0266737716942795	1
0.020094124311906	0.0210543998188773	0.0177333301754507	0.047906817518787	FAM9C	0.0266971679562552	1
0	0	0	0.1068493778985	CALML5	0.026712344474625	1
0	0	0	0.1068493778985	RHAG	0.026712344474625	1
0.0403954757566264	0	0.0356495410333571	0.0321025631774798	TRIM60	0.0270368949918658	1
0.108404464000024	0	0	0	C16orf78	0.027101116000006	1
0	0.0431264904170909	0	0.0654195140338275	CLEC9A	0.0271365011127296	1
0.0860252115490675	0.022534064813469	0	0	OR52K1	0.0271398190906341	1
0	0.0432476747947996	0	0.0656033412597744	PHOX2B	0.0272127540136435	1
0	0	0.0295454458307794	0.0798173985327255	EIF4E1B	0.0273407110908762	1
0.0409016494869566	0	0.0360962460376038	0.0325048229318792	TCP10L2	0.0273756796141099	1
0.0581734846415971	0	0.0513388687455623	0	SOX14	0.0273780883467898	1
0.110338440353076	0	0	0	OR52D1	0.027584610088269	1
0	0.0628515212561483	0	0.0476704217883047	DNTT	0.0276304857611133	1
0	0	0.0768181591600265	0.034587539364181	TREML4	0.0278514246310519	1
0	0	0.0397792538803359	0.0716427742871414	CNBD1	0.0278555070418693	1
0.0489219146444739	0	0.043174235997517	0.0194392914827829	PSG7	0.0278838605311935	1
0.0587258565597332	0.0307661494604684	0	0.0233349216100172	SMIM21	0.0282067319075547	1
0.0422851525642412	0	0.0373172057812291	0.0336043023689416	DCSTAMP	0.028301665178603	1
0.0786812447110989	0	0.0347186189708858	0	NYX	0.0283499659204962	1
0.0632116401162056	0	0	0.0502347263492678	SOHLH1	0.0283615916163684	1
0.0417926341161292	0.0109474642251974	0.0276619138079583	0.0332128945614969	CLVS2	0.0284037266776954	1
0.11375647529141	0	0	0	GSC2	0.0284391188228525	1
0.0604477566749106	0	0.0533459438611295	0	SCNN1B	0.02844842513401	1
0.0555867734039859	0.0582432025263929	0	0	HPGDS	0.0284574939825947	1
0.043994922866352	0	0	0.0699261372394525	GSDMC	0.0284802650264511	1
0.0296556312873252	0.046609260621121	0.0261714864015232	0.0117837673543582	ZNF99	0.0285550364160819	1
0.0239475115092778	0.0501838720769491	0.0211339952855178	0.0190312525541652	PGR	0.0285741578564775	1
0.0314535436231333	0	0.0832745033720844	0	CCR2	0.0286820117488044	1
0	0.115502936342209	0	0	IL26	0.0288757340855522	1
0	0	0	0.115648738431317	KRT31	0.0289121846078292	1
0	0.115720047124807	0	0	OPN1MW	0.0289300117812018	1
0	0	0.0413165397872653	0.0744114392695528	SAMD7	0.0289319947642045	1
0.0326146097629826	0	0.0575656479966893	0.0259190553103771	BTLA	0.0290248282675123	1
0	0	0	0.117098879352086	IL5	0.0292747198380215	1
0.0188650568271033	0	0.0832433094124545	0.014992190766301	NEUROD2	0.0292751392514647	1
0	0	0.117445656699927	0	CLEC4G	0.0293614141749818	1
0.0343497336965876	0.023994179117372	0.0505234896550891	0.00909932342232182	GPR26	0.0294916814728426	1
0.0627056771483598	0	0.0553385885090906	0	OR6K3	0.0295110664143626	1
0	0.118049980959535	0	0	OR51H1	0.0295124952398838	1
0.0657953185756026	0	0	0.0522879934396914	TNP2	0.0295208280038235	1
0	0	0.0815928519795718	0.036737354950153	TAS1R2	0.0295825517324312	1
0.0305857467402463	0	0.0269923255767922	0.0607667596845971	TCP10	0.0295862080004089	1
